mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH250	Mo17	W117	EC169	B73
PZE-101014266	1	44	13.8	0.351745470499061	NA	-0.53647786716632	-0.0875936153463644	-0.76272590326791	0.398359147637193	0.418496433509199
PZE-101011048	1	45	14	0.372351631447962	NA	-0.51196330625564	-0.0875202134570646	-0.656354539865245	0.398255463722034	0.41538684683523
PZE-101013818	1	46	14.9	0.139673899071368	NA	NA	NA	-0.724980125300318	NA	NA
PZE-101014003	1	47	15.3	0.120296047129813	NA	NA	NA	-0.75806064884837	NA	NA
PZE-101011906	1	48	15.7	0.101108823677012	NA	NA	NA	-0.792302773722042	NA	NA
PZE-101015469	1	49	16.2	0.355737769806244	NA	-0.404840994117123	-0.0875753381761421	-0.835899046133283	0.492802799775428	0.414563314975952
PZE-101013772	1	50	16.4	0.340838234076301	NA	-0.435515289613548	-0.0876286564302231	-0.853565691351716	0.502583736621439	0.415998381864722
PZE-101013713	1	51	16.9	0.307120646776107	NA	-0.521201864800902	-0.0877519000735038	-0.897509828959551	0.527734832373087	0.420190243453287
PZE-101015471	1	52	17.3	0.180127846704807	NA	0.619881960419626	NA	0.445248020683561	0.619881960419626	0.619881960419626
PZE-101017581	1	53	18.7	0.167058241434197	NA	-0.395277773823787	NA	0.451199915232282	0.364570363110969	0.668263676787446
PZE-101017779	1	54	19	0.164229775650483	NA	-0.376843395305842	NA	0.45394370330692	0.371473820869322	0.717378050424767
PZB01915.1	1	55	19.1	0.324175760991722	NA	NA	NA	0.245619875157282	0.245619875157282	0.705045191097585
PZE-101017463	1	56	19.5	0.325972944810057	NA	NA	NA	0.253425437984481	0.253425437984481	0.658426002712106
PZE-101017580	1	57	19.6	0.0483727014417517	NA	NA	-0.907420861661155	-0.907420861661155	-0.907420861661155	0.647604049092635
PZE-101018214	1	58	19.7	0.0519751232289378	NA	NA	-0.901191681242367	-0.901191681242367	-0.901191681242367	0.636301820463024
PZE-101017487	1	59	19.9	0.212159753416459	NA	NA	NA	NA	NA	0.613536276886482
PZE-101018516	1	60	20.1	0.227891219844525	NA	NA	NA	NA	NA	0.591709824467927
PZE-101018023	1	61	20.3	0.470770601186083	NA	NA	-0.33824345270029	NA	NA	-0.33824345270029
PZE-101018404	1	62	20.6	0.215678785454755	NA	0.732243335072774	-0.349557327667197	0.732243335072774	0.732243335072774	-0.349557327667197
PZE-101018668	1	63	20.8	0.442537826799191	NA	NA	-0.356241281821793	0.275968839081783	0.275968839081783	-0.356241281821793
PZE-101018057	1	64	20.9	0.437670807120935	NA	NA	-0.360033255129012	0.277822610817841	0.277822610817841	-0.360033255129012
PZE-101017262	1	65	21	0.432204021152924	NA	NA	-0.364674160989672	0.279701255277017	0.279701255277017	-0.364674160989672
PZE-101018616	1	66	21.1	0.426726827589308	NA	NA	-0.369384431334968	0.281615448096584	0.281615448096584	-0.369384431334968
PZE-101018411	1	67	21.2	0.421254363216942	NA	NA	-0.374163618238066	0.283552751425621	0.283552751425621	-0.374163618238066
PZE-101017187	1	68	21.3	0.426468820953127	NA	NA	-0.366390987770109	0.283975738898907	0.283975738898907	-0.366390987770109
PZE-101018868	1	69	21.4	0.417258177694273	NA	NA	-0.376333012686176	0.285926911931636	0.285926911931636	-0.376333012686176
PZE-101019597	1	70	21.5	0.653716567837339	NA	-0.170547707243615	-0.170547707243615	0.286901196772769	0.286901196772769	-0.170547707243615
PZE-101019781	1	71	21.6	0.659316456117675	NA	-0.166737552959388	-0.166737552959388	0.288627680832041	0.288627680832041	-0.166737552959388
PZE-101018356	1	72	21.7	0.664885648938471	NA	-0.163031679867394	-0.163031679867394	0.290384070025802	0.290384070025802	-0.163031679867394
PZE-101019727	1	73	21.8	0.6482048829918	NA	-0.171570501604463	-0.171570501604463	0.290435915566364	0.290435915566364	-0.171570501604463
PZE-101019853	1	74	21.9	0.653148547615331	NA	-0.168987829516148	-0.168987829516148	0.290420017534434	0.290420017534434	-0.168987829516148
PZE-101018206	1	75	22.5	0.1576445103522	NA	-0.695593459284953	-0.695593459284953	-0.695593459284953	-0.695593459284953	-0.695593459284953
PZE-101018567	1	76	22.9	0.222872762939264	NA	-0.508578446292113	-0.508578446292113	0.442939946419987	-0.508578446292113	-0.508578446292113
PZE-101019726	1	77	23	0.256717649756685	NA	-0.435208775397632	-0.435208775397632	0.449203035025782	-0.435208775397632	-0.435208775397632
PZE-101021986	1	78	23.1	0.695342107517782	NA	0.865821669354191	-0.0447432555788741	0.454805851548373	0.865821669354191	0.865821669354191
PZE-101020456	1	79	23.6	0.256689213333376	NA	-0.391531459636133	-0.391531459636133	0.503679108590627	-0.391531459636133	-0.391531459636133
PZE-101018818	1	80	23.7	0.260818288695271	NA	-0.385474074846108	-0.385474074846108	0.503668782683968	-0.385474074846108	-0.385474074846108
PZE-101019538	1	81	24	0.10026331693616	NA	0.903046266791431	NA	0.504117321158819	0.903046266791431	0.903046266791431
PZE-101022341	1	82	24.3	0.100136999084599	NA	0.904930297792895	NA	0.504121047837169	0.904930297792895	0.904930297792895
PZE-101019557	1	83	24.4	0.100094521316225	NA	0.905572532787078	NA	0.504122291181144	0.905572532787078	0.905572532787078
PZE-101021926	1	84	25.4	0.187023257581512	NA	-0.568662499188751	NA	NA	-0.568662499188751	0.464251706066166
PZE-101021455	1	85	25.7	0.358272778923322	NA	-0.288714699788426	-0.288714699788426	-0.288714699788426	-0.288714699788426	0.469294283737265
PZE-101024131	1	86	25.9	0.32481275464935	NA	NA	NA	NA	NA	0.473355301330672
PZE-101024424	1	87	26.4	0.31490083450747	NA	NA	NA	NA	NA	0.484282934665453
PZE-101020931	1	88	26.9	0.30403645829555	NA	NA	NA	NA	NA	0.496550635105102
PZE-101021308	1	89	27.6	0.347978432860562	NA	-0.277530204829351	-0.277530204829351	-0.277530204829351	-0.277530204829351	0.515692163823307
PZE-101025101	1	90	27.7	0.38112094634023	NA	-0.249449220440219	-0.249449220440219	-0.249449220440219	-0.249449220440219	0.513037958519485
PZE-101024556	1	91	28.2	0.342526618745461	NA	-0.288936303879221	-0.288936303879221	-0.288936303879221	-0.288936303879221	0.501371940936643
PZE-101026314	1	92	28.6	0.377137402729179	NA	-0.26043166241856	-0.26043166241856	-0.26043166241856	-0.26043166241856	0.493195011916539
PZE-101026882	1	93	29.1	0.590043854178483	NA	-0.0817132695028428	-0.10223669035178	0.782777381541813	0.600363502123459	0.48375340611686
PZE-101024519	1	94	29.4	0.590292348180626	NA	-0.0812632641475253	-0.101088058474295	0.83857851170736	0.600360713867389	0.479726895610139
PZE-101027798	1	95	29.5	0.220740817266965	NA	NA	NA	NA	0.601532619214805	NA
PZE-101026621	1	96	29.6	0.220740817312356	NA	NA	NA	NA	0.601532619151934	NA
PZE-101026386	1	97	29.7	0.220740817312345	NA	NA	NA	NA	0.60153261915195	NA
PZE-101027475	1	98	29.8	0.220740817312333	NA	NA	NA	NA	0.601532619151966	NA
PZE-101024452	1	99	30	0.220740817312312	NA	NA	NA	NA	0.601532619151995	NA
PZE-101027158	1	100	30.4	0.220740816693184	NA	NA	NA	NA	0.601532620009537	NA
PZE-101027351	1	101	30.6	0.220740816383591	NA	NA	NA	NA	0.601532620438349	NA
PZE-101027807	1	102	30.9	0.22074081591919	NA	NA	NA	NA	0.601532621081581	NA
PZB00718.5	1	103	31.1	0.317269615248185	NA	NA	NA	NA	NA	0.481648691478214
PZE-101029689	1	104	31.3	0.317163158468102	NA	NA	NA	NA	NA	0.481766770468071
PZE-101029759	1	105	31.4	0.317109933113586	NA	NA	NA	NA	NA	0.481825817450215
PZE-101026218	1	106	31.5	0.317056710351053	NA	NA	NA	NA	NA	0.481884868793345
PZE-101028121	1	107	31.6	0.317003490606632	NA	NA	NA	NA	NA	0.481943924024407
PZE-101029820	1	108	31.8	0.316897061876106	NA	NA	NA	NA	NA	0.48206204425755
PZE-101028242	1	109	31.9	0.316843853741715	NA	NA	NA	NA	NA	0.48212110831297
PZE-101026095	1	110	32	0.316790650328824	NA	NA	NA	NA	NA	0.482180174363043
PZE-101029587	1	111	32.1	0.128118853065399	NA	NA	NA	NA	NA	-0.744528191516265
PZE-101029707	1	112	32.2	0.538093567325454	NA	NA	-0.12380067480689	NA	NA	-0.743976533434921
PZE-101030263	1	113	32.3	0.902849998833211	NA	NA	-0.125069093233065	NA	NA	NA
PZE-101029748	1	114	32.4	0.896409301772654	NA	NA	-0.126937721399328	NA	NA	NA
PZE-101030925	1	115	32.7	0.550863289969683	NA	NA	-0.133726656992388	0.592565930507913	NA	NA
PZE-101028351	1	116	33.1	0.513445035628932	NA	NA	-0.14426280998552	0.631032868763418	NA	NA
PZE-101028104	1	117	33.4	0.179505370959712	NA	NA	NA	0.661446357265677	NA	NA
PZE-101031146	1	118	33.7	0.230069662470005	NA	NA	NA	0.588749210191171	NA	NA
PZE-101031377	1	119	33.9	0.260411647132294	NA	NA	NA	0.549020236921297	NA	NA
PZE-101032517	1	120	34	0.260411312905347	NA	NA	NA	0.549020659439739	NA	NA
PZE-101032704	1	121	34.1	0.260410978670268	NA	NA	NA	0.549021081968787	NA	NA
PZE-101030251	1	122	34.3	0.342454374510391	NA	-0.460484337391759	-0.190919794422543	0.548876207225576	-0.460484337391759	-0.460484337391759
PZE-101029123	1	123	34.4	0.336011759833535	NA	-0.460979554638427	-0.195852459837671	0.54889850385471	-0.460979554638427	-0.460979554638427
PZE-101030692	1	124	34.5	0.264521410977119	NA	NA	-0.196129495680762	0.549146458333675	NA	-0.744144409212907
PZE-101028930	1	125	34.7	0.252187874672308	NA	NA	-0.196179388423647	0.595648516284611	NA	-0.744171455988071
PZE-101030220	1	126	35	0.194137080854367	NA	-0.505050397377799	-0.196519996470503	0.581529864086189	-0.505050397377799	-0.744358139581009
PZE-101029737	1	127	35.1	0.263619916939238	NA	-0.504605703296083	-0.196135552379637	0.904375719812989	-0.504605703296083	0.904375719812989
PZE-101031077	1	128	35.2	0.263612907848378	NA	-0.505193390021528	-0.196135580069982	0.900548643629143	-0.505193390021528	0.900548643629143
PZE-101030022	1	129	35.4	0.264014626190714	NA	-0.505190267781629	-0.19613399323054	0.89291743832749	-0.505190267781629	0.89291743832749
PZE-101032015	1	130	35.7	0.264672626936403	NA	-0.50518228540664	-0.196131394928645	0.881518037034322	-0.50518228540664	0.881518037034322
PZE-101030211	1	131	35.8	0.278459445502504	NA	-0.50512876206612	-0.196077200021373	NA	-0.50512876206612	-0.742618598888396
PZE-101031636	1	132	35.9	0.284555977567145	NA	-0.488190669369013	-0.196053379403729	NA	-0.488190669369013	-0.741144716747663
PZA00358.12	1	133	36	0.289888484766064	NA	-0.474241644669499	-0.196032613389791	NA	-0.474241644669499	-0.739707615441608
PZE-101031655	1	134	36.1	0.290088681741175	NA	-0.474239635276808	-0.196031834446582	NA	-0.474239635276808	-0.738317568118424
PZE-101033801	1	135	36.3	0.135836815895422	NA	-0.474679691974945	NA	NA	-0.474679691974945	-0.735890371362177
PZE-101034101	1	136	36.5	0.136319175908289	NA	-0.474698679043419	NA	NA	-0.474698679043419	-0.733373034095171
PZE-101030616	1	137	36.6	0.136551001692147	NA	-0.474708200040417	NA	NA	-0.474708200040417	-0.732171929775356
PZE-101033184	1	138	36.7	0.118294104017692	NA	-0.513968218835238	NA	NA	-0.513968218835238	-0.731040807975526
PZE-101032956	1	139	37	0.11893795050851	NA	-0.513981551621872	NA	NA	-0.513981551621872	-0.727791051532826
PZE-101032974	1	140	37.1	0.119141711076385	NA	-0.513978687881388	NA	NA	-0.513978687881388	-0.726787386146464
PZE-101033613	1	141	37.2	0.289499915063091	NA	-0.513452277921109	NA	NA	-0.513452277921109	NA
PZE-101033119	1	142	37.3	0.187165684555554	NA	-0.513783720810164	-0.509602191094519	-0.509602191094519	-0.513783720810164	NA
PZE-101035119	1	143	37.4	0.187170865307814	NA	-0.513774756923412	-0.509599418635039	-0.509599418635039	-0.513774756923412	NA
PZE-101033489	1	144	37.7	0.0946566093600745	NA	-0.514268297707008	-0.510087877296219	-0.510087877296219	-0.514268297707008	-0.721820895347278
PZE-101032230	1	145	37.8	0.315512782841777	NA	-0.508565569018277	-0.156172149161567	-0.964561613014615	-0.508565569018277	-0.964561613014615
PZE-101036310	1	146	37.9	0.323158914436812	NA	-0.507126257494664	-0.15614300355741	-0.831473346069599	-0.507126257494664	-0.831473346069599
PZE-101036345	1	147	38	0.323627649979604	NA	-0.505777141624679	-0.156139284138506	-0.831457392470874	-0.505777141624679	-0.831457392470874
PZD00096.1	1	148	38.3	0.324905992262459	NA	-0.502119873838845	-0.156128579985233	-0.831464764052879	-0.502119873838845	-0.831464764052879
PZE-101033622	1	149	38.5	0.3256517053411	NA	-0.500010408037294	-0.156121821846551	-0.831469830363081	-0.500010408037294	-0.831469830363081
PZE-101036609	1	150	38.6	0.482335878460323	NA	NA	-0.140453295782666	-0.831274602371256	NA	-0.831274602371256
PZE-101034427	1	151	38.7	0.51604447968532	NA	NA	-0.127066025207811	-0.831214414885524	NA	-0.831214414885524
PZE-101036305	1	152	38.8	0.548492322411167	NA	NA	-0.115508293771586	-0.831155572533085	NA	-0.831155572533085
PZE-101033968	1	153	39	0.607676816261749	NA	NA	-0.0972712026915513	-0.831759125191811	NA	-0.831759125191811
PZE-101036181	1	154	39.2	0.594979716811185	NA	NA	-0.100872409944308	-0.832442769308003	NA	-0.832442769308003
PZE-101036318	1	155	39.3	0.58869564314971	NA	NA	-0.102769770357822	-0.831022716140362	NA	-0.831022716140362
PZE-101037191	1	156	39.6	0.566422645799987	NA	NA	-0.108877769239912	-0.852418091902107	NA	-0.852418091902107
PZE-101038503	1	157	40	0.5360718396503	NA	NA	-0.118040836504609	-0.881430342601278	NA	-0.881430342601278
PZE-101038492	1	158	40.5	0.307032172722163	NA	-0.570373997398038	-0.131774200928761	0.548971024659475	-0.570373997398038	-0.506171249856837
PZE-101037142	1	159	40.6	0.300282184780789	NA	-0.568967282368605	-0.134691690228998	0.548999025574249	-0.568967282368605	-0.514928005569676
PZE-101039024	1	160	40.7	0.293252966436259	NA	-0.568982092358713	-0.137699728357389	0.549028348788865	-0.568982092358713	-0.523829682617669
PZE-101036799	1	161	40.8	0.286278191376989	NA	-0.568996850459109	-0.140798548719219	0.54905761641	-0.568996850459109	-0.532867438689602
PZE-101039198	1	162	40.9	0.281657503707939	NA	-0.569012589122885	-0.143979935238679	0.54907710308121	-0.569012589122885	-0.532888326392743
PZE-101037211	1	163	41.1	0.272423930815516	NA	-0.56904426891015	-0.150625288547151	0.549116284926507	-0.56904426891015	-0.532930315516999
PZE-101038176	1	164	41.2	0.273866125000569	NA	-0.543165232842048	-0.154065470524833	0.549110143400978	-0.543165232842048	-0.532924018614831
PZE-101037244	1	165	41.3	0.269183923741943	NA	-0.543428711259797	-0.1576300125288	0.549130112368181	-0.543428711259797	-0.532945579560905
PZE-101039207	1	166	41.5	0.256483460824847	NA	-0.535647273204906	-0.165072688438403	0.54918472863313	-0.535647273204906	-0.555520886723421
PZE-101039199	1	167	41.9	0.231330527874477	NA	-0.522756334622573	-0.181182821121728	0.549295014136241	-0.522756334622573	-0.605274064905869
PZE-101040838	1	168	42	0.220268919543685	NA	-0.540256134958496	-0.185494542329869	0.549344504560091	-0.540256134958496	-0.618619524640325
PZE-101042009	1	169	42.4	0.234876090062419	NA	-0.222309356910599	-0.203559672074037	0.549325438405921	0.722743195089677	-0.674822192725038
PZE-101039655	1	170	42.5	0.216632434174478	NA	-0.241344385970218	-0.208454371570609	0.549420400538417	0.722806424301726	-0.689583757746638
PZE-101039642	1	171	42.6	0.214944019384862	NA	-0.241350921781627	-0.208464999767981	0.549429317970575	0.722812361669261	-0.704480679348947
PZE-101039351	1	172	42.8	0.288443169966426	NA	-0.152041589026458	-0.208044164112114	0.549059165623923	0.722565882333297	-0.734515531828355
PZE-101039466	1	173	42.9	0.288194862093844	NA	-0.152039731640282	-0.208045524568087	0.549060362698202	0.72256667956032	-0.736896460097825
PZE-101039469	1	174	43	0.287930459992382	NA	-0.152040302827199	-0.208048962938705	0.549061637706605	0.722567528687562	-0.739415145080898
PZE-101042041	1	175	43.1	0.277027292861363	NA	-0.147056092895932	-0.229668907419496	0.549114531169013	0.722602752688081	-0.742102903121256
PZE-101043604	1	176	43.2	0.260147945343324	NA	-0.146872184601834	-0.254852650148303	0.549197694110628	0.722658132353545	-0.744944224558258
PZE-101042048	1	177	43.3	0.237767131470703	NA	-0.151660756679645	-0.283838800969639	0.549310611499703	0.722733321802469	-0.74793616906286
PZE-101041837	1	178	43.4	0.211304314741844	NA	-0.161425859347613	-0.316757122157624	0.54944861956739	0.722822513352966	-0.751072649078312
PZE-101041854	1	179	43.5	0.196067174418041	NA	-0.161512850919652	-0.353509375046031	0.549530652281836	0.722874432097574	-0.754301538818514
PZE-101040783	1	180	43.6	0.181946746669536	NA	-0.161594577680111	-0.394003141274582	0.549608605244829	0.722923633075125	-0.757650749019176
PZE-101043600	1	181	43.8	0.186866443728921	NA	-0.161565952829589	-0.393979149809779	0.549580448271524	0.671886193262622	-0.764594500003316
PZE-101043189	1	182	43.9	0.189423892290662	NA	-0.1615511738931	-0.393962407653921	0.549565923454073	0.649064126557753	-0.768233215921874
PZE-101043682	1	183	44	0.197654758358354	NA	-0.161503945297081	-0.39390903531288	0.549521236333033	0.59261964047421	-0.768208155343499
PZE-101043507	1	184	44.1	0.197250120861778	NA	-0.161506251255774	-0.393911641411145	0.549523823348898	0.595128481476671	-0.768209767161558
PZE-101042156	1	185	44.2	0.196845927420234	NA	-0.161508556287479	-0.393914246444045	0.549526409456603	0.59765859216959	-0.76821100810897
PZE-101043670	1	186	44.3	0.206442381075039	NA	-0.161454252616516	-0.393852870310095	0.549474575350882	0.543222247222014	-0.76817817497449
PZE-101042424	1	187	44.4	0.217331569525633	NA	-0.161393649367161	-0.393784362526795	0.549416715353723	0.49241914810785	-0.768141939710244
PZE-101043512	1	188	44.5	0.22937607807274	NA	-0.161327776157919	-0.393709883763981	0.549353808859129	0.445636737450847	-0.768102854469584
PZE-101045249	1	189	44.6	0.229754781951314	NA	-0.161323463771726	-0.393707562889553	0.549355359926009	0.456178228158663	-0.732443442544706
PZE-101045203	1	190	44.9	0.233059335591523	NA	-0.161298821131288	-0.39368736312781	0.549348833011434	0.491211037950105	-0.632781393839363
PZE-101045021	1	191	45	0.2345810738886	NA	-0.161288363382115	-0.393678092248801	0.549344514094344	0.503979176683077	-0.603730631989518
PZE-101045197	1	192	45.1	0.224607759085827	NA	-0.161340155450087	-0.393739213356754	0.587030946472713	0.517320405858508	-0.603774655503978
PZE-101046755	1	193	45.2	0.214960562742328	NA	-0.161390935524379	-0.393799181151593	0.62934891691011	0.531140479352007	-0.603817793817321
PZE-101046735	1	194	45.3	0.208796182316044	NA	-0.161422980837365	-0.39383796247504	0.675368893112044	0.531175569038892	-0.603844710622099
PZE-101049120	1	195	45.4	0.208797583975758	NA	-0.161420713020177	-0.393837953614263	0.675373633885449	0.531176961130716	-0.603844703561297
PZE-101044748	1	196	45.5	0.208798985528153	NA	-0.16141844534877	-0.393837944754185	0.675378374741422	0.531178353238869	-0.603844696501031
PZE-101045606	1	197	45.6	0.22954817226908	NA	-0.142342826183938	-0.393708828936887	0.675299494860686	0.531067585501888	-0.603745843891667
PZE-101048164	1	198	45.7	0.244627767060904	NA	-0.130365482272698	-0.393617360201153	0.675244992647164	0.530989517293982	-0.6036758067471
PZE-101048115	1	199	45.8	0.252137959929262	NA	-0.124903240896162	-0.393572478451543	0.675220666463879	0.530951922300055	-0.60364143860055
PZE-101048857	1	200	45.9	0.250574766961581	NA	-0.126014469075861	-0.393581785048657	0.675226695924531	0.530960008459577	-0.60364856518188
PZE-101046132	1	201	46	0.249009024216695	NA	-0.127140850727381	-0.393591125808581	0.675232746589478	0.530967617845947	-0.603655717402454
PZE-101049707	1	202	46.1	0.259583007109068	NA	-0.12052510463584	-0.393528401144093	0.675192111178084	0.525886999191184	-0.603607683706009
PZE-101047925	1	203	46.2	0.268557289412719	NA	-0.115385154867355	-0.393481749116482	0.675158025775393	0.520879151592157	-0.603567392904731
PZE-101047390	1	204	46.3	0.275685142125768	NA	-0.111658392882714	-0.39344630951842	0.675131202754056	0.515946995644162	-0.603535686792959
PZE-101048807	1	205	46.5	0.283863240217322	NA	-0.108152733462007	-0.393411133565066	0.675100686901116	0.506318992046006	-0.60349961533518
PZE-101048629	1	206	46.6	0.285017712992128	NA	-0.108147714688715	-0.39341047920415	0.675096400718354	0.501625770425579	-0.603494552308144
PZE-101048744	1	207	46.7	0.286173860699339	NA	-0.108142694997028	-0.393409823600179	0.675092113574984	0.497004912446427	-0.603489820622478
PZE-101047517	1	208	46.8	0.287249556517361	NA	-0.107706033514697	-0.393409635818464	0.675088129452922	0.492458128202927	-0.608269301331791
PZE-101049395	1	209	46.9	0.287615424154178	NA	-0.107414733738115	-0.393413506919172	0.675086775392561	0.487989913235868	-0.615867037927676
PZE-101050289	1	210	47	0.287334697119953	NA	-0.107269555868992	-0.393421070903761	0.675087814304799	0.483601074967929	-0.626091325137644
PZE-101049995	1	211	47.1	0.2865037453553	NA	-0.107271065988128	-0.393431780005294	0.675090891280639	0.479292143181685	-0.638594699748553
PZE-101048890	1	212	47.2	0.299460306596015	NA	-0.107201234085128	-0.460193251293435	0.675043212743589	0.48273069938218	-0.470563990109651
PZE-101050621	1	213	47.3	0.333470017344162	NA	-0.107149107574677	-0.540869853320559	0.674920866129279	0.462855455726403	-0.335434407419293
PZE-101054681	1	214	47.4	0.38084374757902	NA	-0.107181277012311	-0.633101882698468	0.674756249166768	0.44381346146477	-0.235571197908523
PZE-101053919	1	215	47.5	0.387023672010676	NA	-0.107510406986717	-0.628746602928604	0.674735209818324	0.425942764011761	-0.235530800417736
PZE-101050073	1	216	47.6	0.393004731935381	NA	-0.107974143882256	-0.624422321450308	0.674714935139924	0.409080182367273	-0.235491572071378
PZE-101050744	1	217	47.8	0.404166445075119	NA	-0.109308236151675	-0.615869377529401	0.674677322313861	0.378488775299068	-0.235417601273461
PZE-101054136	1	218	47.9	0.409249703140911	NA	-0.110179792236399	-0.611641974939806	0.674660286232811	0.364779722214128	-0.235383318633302
PZE-101051938	1	219	48	0.413942115621364	NA	-0.111188334515713	-0.607448079005157	0.674644610558495	0.352120181201939	-0.235351111992567
PZA00192.7	1	220	48.1	0.411867571938821	NA	-0.112358872966207	-0.607472152683825	0.674651534946782	0.351945018767871	-0.235353352262316
