mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH304	F252	D09	F618	D06
PZE-101018668	1	53	20.8	0.0483416083098724	NA	NA	-0.551470812855165	-0.553170040301027	0.800351601186843	-0.569350023038829
PZE-101018057	1	54	20.9	0.0492789925153297	NA	NA	-0.551463267079751	-0.547245581028571	0.800348241013959	-0.568461488593308
PZE-101017262	1	55	21	0.048330521399675	NA	NA	-0.556482434107606	-0.549943370609414	0.80035164108168	-0.567587884966463
PZE-101018411	1	56	21.2	0.0594673853264484	NA	NA	-0.566334654999807	-0.555089621656656	-0.871341938377774	-0.871341938377774
PZE-101017187	1	57	21.3	0.124509990236788	NA	NA	-0.632576631745225	-0.557403416594232	-0.632576631745225	-0.632576631745225
PZE-101019597	1	58	21.5	0.258534221207406	NA	NA	NA	-0.551398751968962	NA	NA
PZE-101019781	1	59	21.6	0.260693540098262	NA	NA	NA	-0.548663993099044	NA	NA
PZE-101018400	1	60	21.7	0.262835378198302	NA	NA	NA	-0.545964772936004	NA	NA
PZE-101019727	1	61	21.8	0.262835591449144	NA	NA	NA	-0.545964504851965	NA	NA
PZE-101019853	1	62	21.9	0.262835804704932	NA	NA	NA	-0.54596423676184	NA	NA
PZE-101018206	1	63	22.5	0.340018338318193	NA	NA	-0.457068889227596	-0.457068889227596	-0.457068889227596	-0.457068889227596
PZE-101018567	1	64	22.9	0.340726562893815	NA	NA	-0.456324132767434	-0.456324132767434	-0.456324132767434	-0.456324132767434
PZE-101019726	1	65	23	0.34069803428601	NA	NA	-0.456354109477593	-0.456354109477593	-0.456354109477593	-0.456354109477593
PZE-101020844	1	66	23.4	0.229392793609302	NA	NA	-0.317980479777725	-0.317980479777725	0.809959109994245	-0.317980479777725
PZE-101021745	1	67	23.5	0.225345741920445	NA	NA	-0.321621578680266	-0.321621578680266	0.816075971269691	-0.321621578680266
PZE-101020456	1	68	23.6	0.220804963270653	NA	NA	-0.325442274647799	-0.325442274647799	0.825529387485025	-0.325442274647799
PZE-101018818	1	69	23.7	0.215298167372865	NA	NA	-0.329443428827958	-0.329443428827958	0.843238279677367	-0.329443428827958
PZE-101019538	1	70	24	0.168538190770516	NA	NA	-0.392357513748801	-0.392357513748801	0.834752192947413	-0.392357513748801
PZE-101022341	1	71	24.3	0.170004773215312	NA	NA	-0.391673998757711	-0.391673998757711	0.826301480376658	-0.391673998757711
PZE-101019557	1	72	24.4	0.167783954286187	NA	NA	-0.391457769725296	-0.391457769725296	0.846953821606272	-0.391457769725296
PZE-101021926	1	73	25.4	0.0628233733193682	NA	NA	-0.702543021498982	-0.70519574743205	-0.702543021498982	-0.70519574743205
PZE-101021455	1	74	25.7	0.0563375389388884	NA	NA	-0.714874284133268	-0.722966371257997	-0.714874284133268	-0.722966371257997
PZE-101020931	1	75	26.9	0.0333739332435649	NA	NA	-0.766690411519636	-0.798069823916537	-0.766690411519636	-0.798069823916537
PZE-101021308	1	76	27.6	0.10889037742087	NA	NA	-0.778232964169928	-0.778232964169928	-0.778232964169928	-0.778232964169928
PZE-101024556	1	77	28.2	0.0153790457500221	NA	NA	-0.955007480298957	-0.955007480298957	0.794951922147452	-0.955007480298957
PZE-101026314	1	78	28.6	0.00526032669034561	NA	NA	-0.954447466439553	-0.954447466439553	0.884976088834912	-0.954447466439553
PZE-101024519	1	79	29.4	0.00214606918986844	NA	NA	0.896965602129095	-0.855398555145161	0.885161698300728	-0.855398555145161
PZE-101026621	1	80	29.6	0.00215487518213793	NA	NA	0.896967528735953	-0.854969766538353	0.885169538941782	-0.854969766538353
PZE-101026386	1	81	29.7	0.00215926687801005	NA	NA	0.896968492106884	-0.854756611538845	0.885173459139377	-0.854756611538845
PZE-101024452	1	82	30	0.00154534802496298	NA	NA	0.896973510720915	-0.854125176983367	0.937212109482415	-0.854125176983367
PZE-101027182	1	83	30.4	0.00141019870826585	NA	NA	0.936526785063687	NA	-0.990453793946388	NA
PZE-101027351	1	84	30.6	0.000673638171858309	NA	NA	0.956651434891729	NA	-0.990450485969171	NA
PZE-101027807	1	85	30.9	8.89271422400401e-05	NA	NA	0.986998630413953	NA	-0.990445491739065	NA
PZE-101026218	1	86	31.5	0.000771045640026386	NA	NA	-0.952578423539531	NA	-0.997579502924565	NA
PZE-101028121	1	87	31.6	0.000800215693474207	NA	NA	-0.95257724137466	NA	-0.990453203703474	NA
PZE-101029820	1	88	31.8	0.00855090888305085	NA	NA	-0.952572506857096	NA	0.849958719896618	NA
PZE-101028242	1	89	31.9	0.00852670054778627	NA	NA	-0.952571341066356	NA	0.850189881396702	NA
PZE-101026095	1	90	32	0.00850227846608619	NA	NA	-0.952570175356193	NA	0.850423460139677	NA
PZE-101029587	1	91	32.1	0.0184249702368623	NA	NA	-0.950806627101608	NA	0.776047631015226	NA
PZE-101029707	1	92	32.2	0.0184860083363673	NA	NA	-0.949060240568057	NA	0.776040429768783	NA
PZE-101029748	1	93	32.4	0.00357054910609605	NA	NA	-0.945695068297994	-0.903902766880102	0.776330095290546	-0.903902766880102
PZE-101028351	1	94	33.1	0.0460300894175814	NA	NA	-0.934339426889508	-0.65079951101335	NA	-0.65079951101335
PZE-101028104	1	95	33.4	0.0461820287177286	NA	NA	-0.934338584471536	-0.650244360717697	NA	-0.650244360717697
PZE-101030251	1	96	34.3	0.0469527069448312	NA	NA	-0.927152859807211	-0.648681920689908	NA	-0.648681920689908
PZE-101029123	1	97	34.4	0.0470193813545494	NA	NA	-0.926718418462055	-0.648519054687592	NA	-0.648519054687592
PZE-101030875	1	98	34.5	0.0330905525845542	NA	NA	-0.926636594843252	NA	NA	NA
PZE-101028930	1	99	34.7	0.00878312982920513	NA	NA	-0.926736470910609	-0.858167358200476	-0.858167358200476	-0.858167358200476
PZE-101030220	1	100	35	0.0175628755495725	NA	NA	-0.926808923478132	-0.647979661614783	0.776599281592877	-0.647979661614783
PZE-101029737	1	101	35.1	0.0176004873994872	NA	NA	-0.926807428549675	-0.647824809931482	0.776268835880927	-0.647824809931482
PZE-101031077	1	102	35.2	0.0179290487183201	NA	NA	-0.912444152084912	-0.647668761567936	0.776267622540316	-0.647668761567936
PZE-101030022	1	103	35.4	0.0187152157759507	NA	NA	-0.885235449989139	-0.647362438999903	0.776264632966549	-0.647362438999903
PZE-101032015	1	104	35.7	0.0148791123445167	NA	NA	0.953282311795368	-0.672197431889737	0.773728263626622	-0.672197431889737
PZE-101030561	1	105	35.8	0.0148364797518267	NA	NA	0.899953213736064	-0.681857360360796	0.776265540021119	-0.681857360360796
PZE-101031636	1	106	35.9	0.0542863997623181	NA	NA	NA	-0.681277030373743	0.77595748351471	-0.681277030373743
PZA00358.12	1	107	36	0.0543257993271804	NA	NA	NA	-0.681118125143958	0.775953204447409	-0.681118125143958
PZE-101032249	1	108	36.1	0.0618670165293914	NA	NA	NA	-0.680946488431838	0.733968512266667	-0.680946488431838
PZE-101030616	1	109	36.6	0.040646147138887	NA	NA	NA	-0.910654950532643	-0.910654950532643	-0.910654950532643
PZE-101033184	1	110	36.7	0.0528468528800476	NA	NA	NA	0.885427786971531	0.885427786971531	0.885427786971531
PZE-101032956	1	111	37	0.0430641802233741	NA	NA	NA	0.905598761238638	0.905598761238638	0.905598761238638
PZE-101032974	1	112	37.1	0.0397965286136424	NA	NA	NA	0.912438225829041	0.912438225829041	0.912438225829041
PZE-101033613	1	113	37.2	0.0365352792927589	NA	NA	NA	0.919315792463579	0.919315792463579	0.919315792463579
PZE-101033119	1	114	37.3	0.175447540406914	NA	NA	NA	-0.620862606345343	0.453231664883374	-0.620862606345343
PZE-101033489	1	115	37.7	0.184840753676019	NA	NA	NA	-0.591593114412755	0.45320803995336	-0.591593114412755
PZE-101032230	1	116	37.8	0.14406403739553	NA	NA	-0.723883024862203	-0.723883024862203	0.463308369087697	-0.723883024862203
PZE-101035737	1	117	38.3	0.15905731306805	NA	NA	-0.723124671627381	-0.723124671627381	0.436241546123642	-0.723124671627381
PZE-101033622	1	118	38.5	0.156813825479575	NA	NA	-0.722843138276706	-0.722843138276706	0.440276323845607	-0.722843138276706
PZE-101036609	1	119	38.6	0.351635118361003	NA	NA	NA	NA	0.445004990749558	NA
PZE-101034427	1	120	38.7	0.128888287559011	NA	NA	0.893317198954993	NA	0.44837394150372	NA
PZE-101036305	1	121	38.8	0.129298756113933	NA	NA	0.885222121641728	NA	0.44875338571136	NA
PZE-101033968	1	122	39	0.130231146454201	NA	NA	0.869056671838726	NA	0.449561827971449	NA
PZE-101035341	1	123	39.2	0.156177315203372	NA	NA	0.8529398320726	NA	0.40824255012284	NA
PZE-101036318	1	124	39.3	0.15702470076912	NA	NA	0.844933375336138	NA	0.408238563666223	NA
PZE-101037191	1	125	39.6	0.159820231802624	NA	NA	0.82114996420122	NA	0.408228638406575	NA
PZE-101038611	1	126	40.5	0.465824909553941	NA	NA	NA	-0.242459218449864	0.377465848644383	-0.242459218449864
PZE-101037142	1	127	40.6	0.480159217948241	NA	NA	NA	-0.231412774237351	0.377421259881074	-0.231412774237351
PZE-101038989	1	128	40.7	0.494587579961905	NA	NA	NA	-0.22090113550896	0.377376378684094	-0.22090113550896
PZE-101036799	1	129	40.8	0.365162415486463	NA	NA	0.731737848341189	-0.211334826152209	NA	-0.211334826152209
PZE-101037211	1	130	41.1	0.364446072205651	NA	NA	0.7317478169371	-0.211815756968676	NA	-0.211815756968676
PZE-101038176	1	131	41.2	0.357514571791527	NA	NA	0.768313378661873	-0.212002958241302	NA	-0.212002958241302
PZE-101037265	1	132	41.3	0.304905379427243	NA	NA	0.805752875535936	-0.212338608916623	0.379957909261404	-0.212338608916623
PZE-101039207	1	133	41.5	0.299249020606848	NA	NA	0.88247524980476	-0.212706920260486	0.377997363524408	-0.212706920260486
PZE-101039400	1	134	41.7	0.296536127287493	NA	NA	0.961021146863778	-0.213073628233954	0.376392057877267	-0.213073628233954
PZE-101039199	1	135	41.9	0.505844075677168	NA	NA	NA	-0.212799176914642	0.377957924238597	-0.212799176914642
PZE-101040838	1	136	42	0.503761780811711	NA	NA	NA	-0.212991833522254	0.380518776451474	-0.212991833522254
PZE-101042009	1	137	42.4	0.502623026487047	NA	NA	NA	-0.213765391703036	0.380523510746303	-0.213765391703036
PZE-101039655	1	138	42.5	0.502330252736989	NA	NA	NA	-0.213964816692638	0.380524719362098	-0.213964816692638
PZE-101039624	1	139	42.6	0.502034515061401	NA	NA	NA	-0.214166631237238	0.380525634693895	-0.214166631237238
PZE-101039351	1	140	42.8	0.331015505903816	NA	NA	-0.623054041375843	-0.215070099135572	0.381039071349827	-0.215070099135572
PZE-101039466	1	141	42.9	0.199383680348497	NA	NA	-0.623530803402609	-0.289757117606497	0.381697181897757	-0.50702810790487
PZE-101039469	1	142	43	0.199282264408317	NA	NA	-0.623533537774718	-0.289754271568182	0.381697741189023	-0.507433427518607
PZE-101042341	1	143	43.1	0.21555765757777	NA	NA	-0.647280974961114	-0.25707538413163	0.381608954134963	-0.507762336021929
PZE-101043604	1	144	43.2	0.233453757327258	NA	NA	-0.672070487195326	-0.227460931550442	0.381513398642461	-0.508088498608335
PZE-101043094	1	145	43.3	0.25288169847162	NA	NA	-0.697809824280128	-0.200870956907167	0.381411836758809	-0.50841254416151
PZE-101041837	1	146	43.4	0.273712751351941	NA	NA	-0.724387516883355	-0.177201794093598	0.381305159991468	-0.50873521592047
PZE-101041854	1	147	43.5	0.295780927295733	NA	NA	-0.751674949724805	-0.156298277770389	0.38119436367771	-0.509057348580111
PZE-101040783	1	148	43.6	0.31888891577309	NA	NA	-0.7795293048344	-0.137967308599605	0.381078366084085	-0.509379836658153
PZE-101043600	1	149	43.8	0.343924291118077	NA	NA	-0.731813257153481	-0.137863939424867	0.340384303930657	-0.5101285306405
PZE-101043189	1	150	43.9	0.345959192405514	NA	NA	-0.709084856550131	-0.137854191297905	0.342092436978304	-0.510552323255655
PZE-101043682	1	151	44	0.359079005054237	NA	NA	-0.687253699639282	-0.137800878650373	0.323909154887059	-0.510931987863674
PZE-101043507	1	152	44.1	0.361222582195406	NA	NA	-0.666499079206107	-0.137790787833134	0.325827565569085	-0.511360876772398
PZE-101042156	1	153	44.2	0.35998959973416	NA	NA	-0.666500910941728	-0.137795611844902	0.327776229186536	-0.51180660422
PZE-101045145	1	154	44.3	0.36979613448646	NA	NA	-0.666472247360583	-0.137757147492619	0.310838308905547	-0.512208604133378
PZE-101045009	1	155	44.4	0.379664788393264	NA	NA	-0.666443575592528	-0.13771868007758	0.295019057251974	-0.51261315496749
PZE-101043512	1	156	44.5	0.389528070768422	NA	NA	-0.66641509860664	-0.137680463742815	0.280307027476961	-0.513020474287596
PZE-101045070	1	157	44.6	0.399081807639227	NA	NA	-0.685572803699884	-0.135853916543889	0.266681103312439	-0.513431743976979
PZE-101044585	1	158	44.9	0.394463359591602	NA	NA	-0.746897420384798	-0.133204574895856	0.266698696632855	-0.514816256468337
PZE-101045021	1	159	45	0.391759637363587	NA	NA	-0.768373242379216	-0.133234853649647	0.26671000934541	-0.515286975559663
PZE-101044115	1	160	45.1	0.391900979079375	NA	NA	-0.766251133168272	-0.133212220822858	0.266709349115783	-0.515748141613264
PZE-101045130	1	161	45.2	0.388593933751119	NA	NA	-0.788728496228102	-0.133675236136951	0.266724807838967	-0.516225543123298
PZE-101046128	1	162	45.3	0.321063654535094	NA	NA	-0.811654625049968	-0.134876742373761	0.662626856062671	0.662626856062671
PZE-101049120	1	163	45.4	0.320937685059075	NA	NA	-0.811657114767113	-0.134877279999264	0.663258353874633	0.663258353874633
PZE-101046858	1	164	45.5	0.320811552538706	NA	NA	-0.811659604788994	-0.134877818201945	0.663892219108527	0.663892219108527
PZE-101048164	1	165	45.7	0.320558823187128	NA	NA	-0.811664585634531	-0.13487889625278	0.665166986396629	0.665166986396629
PZE-101048115	1	166	45.8	0.320432238668504	NA	NA	-0.811667076402116	-0.134879436058212	0.665807855872418	0.665807855872418
PZE-101048857	1	167	45.9	0.320305515729966	NA	NA	-0.811669567362308	-0.134879976355381	0.666451027616361	0.666451027616361
PZE-101046132	1	168	46	0.320174648012836	NA	NA	-0.811656069688477	-0.1348834867845	0.667096495951809	0.667096495951809
PZE-101049707	1	169	46.1	0.279686592311611	NA	NA	-0.682139304719893	-0.17052909467814	0.66785346592162	0.66785346592162
PZE-101047925	1	170	46.2	0.277088015768214	NA	NA	-0.682134345260643	-0.172282906912807	0.668513616244876	0.668513616244876
PZE-101047390	1	171	46.3	0.274389944673143	NA	NA	-0.682129659826781	-0.174132444090843	0.669174526222192	0.669174526222192
PZE-101049608	1	172	46.5	0.177547541507187	NA	NA	-0.682371040248463	-0.268099619079305	0.670756445788671	0.670756445788671
PZE-101048629	1	173	46.6	0.175736757201787	NA	NA	-0.682376211176697	-0.26811350450593	0.681356959066459	0.681356959066459
PZE-101048744	1	174	46.7	0.173968236076611	NA	NA	-0.68238127115108	-0.268127213702749	0.692169786606254	0.692169786606254
PZE-101047517	1	175	46.8	0.172246708900505	NA	NA	-0.682386206043642	-0.268140724130426	0.703180645409494	0.703180645409494
PZE-101049395	1	176	46.9	0.170576628797208	NA	NA	-0.682391002422822	-0.268154014356266	0.71437418066322	0.71437418066322
PZE-101053708	1	177	47.1	0.0359581161723306	NA	-0.660926727719936	-0.68283477174571	-0.716397125558303	-0.716397125558303	-0.716397125558303
PZE-101048890	1	178	47.2	0.0358572499968568	NA	-0.660927122971673	-0.682836769154946	-0.717399263963204	-0.717399263963204	-0.717399263963204
PZE-101050621	1	179	47.3	0.0368000427678852	NA	-0.660922985658643	-0.699130632843793	-0.691324011988602	-0.691324011988602	-0.691324011988602
PZE-101053810	1	180	47.4	0.0380113497918936	NA	-0.660917722456764	-0.716340154448835	-0.665771350964884	-0.665771350964884	-0.665771350964884
PZE-101053919	1	181	47.5	0.0383926810364473	NA	-0.660916088400007	-0.734422679873424	-0.649011931853749	-0.649011931853749	-0.649011931853749
PZE-101053696	1	182	47.6	0.0389473531702416	NA	-0.660913719053659	-0.753310072210559	-0.632474919433701	-0.632474919433701	-0.632474919433701
PZE-101052635	1	183	47.8	0.0406571726718071	NA	-0.66090646951254	-0.793157161565232	-0.600126107885046	-0.600126107885046	-0.600126107885046
PZE-101054136	1	184	47.9	0.0418518457914968	NA	-0.66090145077537	-0.813908009163651	-0.584333722444114	-0.584333722444114	-0.584333722444114
PZE-101054372	1	185	48	0.0430842286340489	NA	-0.660896311954965	-0.835051629714218	-0.569976786421379	-0.569976786421379	-0.569976786421379
PZE-101052759	1	186	48.1	0.0424936685936927	NA	-0.66089876972786	-0.835368060724559	-0.573151895884634	-0.573151895884634	-0.573151895884634
PZE-101055086	1	187	48.2	0.0417866505605681	NA	-0.660901723698533	-0.922511286458561	-0.557195622515207	-0.557195622515207	-0.557195622515207
PZE-101052294	1	188	48.4	0.0410761435514791	NA	-0.66090470518609	-0.918138233029002	-0.56164254256959	-0.56164254256959	-0.56164254256959
PZE-101055111	1	189	48.5	0.0433407898364233	NA	-0.660895246891803	0.995479092278022	-0.543893705655484	-0.543893705655484	-0.543893705655484
PZE-101053934	1	190	48.6	0.0449716471357226	NA	-0.660888513733936	-0.999667821245931	-0.53582202236659	-0.53582202236659	-0.53582202236659
PZE-101053954	1	191	48.7	0.046489590899323	NA	-0.660882302224887	-0.994810236406142	-0.528603962915912	-0.528603962915912	-0.528603962915912
PZE-101050072	1	192	48.8	0.0463952385093863	NA	-0.660882686809782	-0.989948937624993	-0.529107573496615	-0.529107573496615	-0.529107573496615
PZE-101055223	1	193	48.9	0.0515896408273263	NA	-0.660861793310603	0.919092644025718	-0.510861156700216	-0.510861156700216	-0.510861156700216
PZE-101055906	1	194	49	0.0514925519977114	NA	-0.660862178994663	0.92144126509408	-0.510990066382651	-0.510990066382651	-0.510990066382651
PZE-101054366	1	195	49.5	0.0510360181432212	NA	-0.66086399503787	0.933214503265736	-0.511639727731959	-0.511639727731959	-0.511639727731959
PZE-101056000	1	196	49.6	0.0558742236739416	NA	-0.660844952501104	0.838880792083598	-0.507763437533047	-0.507763437533047	-0.507763437533047
PZE-101055260	1	197	49.9	0.0597927190724263	NA	-0.660833817089639	0.838866477717331	-0.491965151490052	-0.491965151490052	-0.491965151490052
PZE-101056102	1	198	50	0.0602564401898995	NA	-0.66083337371384	0.838863340152043	-0.490166727423475	-0.490166727423475	-0.490166727423475
PZE-101054527	1	199	50.1	0.0574356409266662	NA	-0.674313353826498	0.909590054714491	-0.481079065093616	-0.481079065093616	-0.481079065093616
PZE-101055259	1	200	50.2	0.0558138374658789	NA	-0.688108600506539	0.886912418112051	-0.483670812706249	-0.483670812706249	-0.483670812706249
PZE-101056007	1	201	50.4	0.0521288953081652	NA	-0.716592270882213	0.841447073658254	-0.493893939528412	-0.493893939528412	-0.493893939528412
PZE-101057190	1	202	50.9	0.11847761092218	NA	-0.514761835729288	0.728375124953206	-0.514761835729288	-0.514761835729288	-0.514761835729288
PZE-101057532	1	203	51.6	0.116007805910543	NA	-0.634322254068967	0.579259442296615	-0.634322254068967	-0.634322254068967	-0.634322254068967
PZA00240.6	1	204	51.9	0.138859110288453	NA	-0.634267808904184	0.520696456000155	-0.634267808904184	-0.634267808904184	-0.634267808904184
PZE-101057000	1	205	52.1	0.176364512372988	NA	-0.570832549644473	0.483839926165962	-0.570832549644473	-0.570832549644473	-0.570832549644473
PZE-101060303	1	206	52.3	0.196759027764079	NA	-0.564416028461398	0.448969390220352	-0.564416028461398	-0.564416028461398	-0.564416028461398
PZE-101057783	1	207	52.4	0.185850265299421	NA	NA	0.432351047289968	-0.625233423146714	-0.625233423146714	-0.625233423146714
PZE-101058312	1	208	52.6	0.206098317380365	NA	NA	0.400530627222453	-0.623104711850147	-0.623104711850147	-0.623104711850147
PZE-101060218	1	209	52.8	0.950334876579128	NA	NA	0.368114010126081	-0.0431055343509779	0.295174924017684	-0.0431055343509779
PZE-101060335	1	210	52.9	1.04304741838537	NA	NA	0.353703929376486	-0.0333243386662257	0.294842390278372	-0.0333243386662257
PZE-101060288	1	211	53.1	1.038807720046	NA	NA	0.353717107308155	-0.0337586348165768	0.294857534019382	-0.0337586348165768
PZE-101060788	1	212	53.2	1.03643094624614	NA	NA	0.353724613815506	-0.0340047484673496	0.29486602663696	-0.0340047484673496
PZE-101061168	1	213	53.4	1.03115396293516	NA	NA	0.353741498078139	-0.034558080506921	0.294884888582896	-0.034558080506921
PZE-101059783	1	214	53.5	1.02824590190145	NA	NA	0.353750904736932	-0.0348666531878341	0.294900532356627	-0.0348666531878341
PZE-101059495	1	215	53.6	1.04166980596501	NA	NA	0.353702105390869	-0.0334642921652424	0.294857803870633	-0.0334642921652424
PZE-101061035	1	216	53.8	0.957605266914987	NA	NA	0.354000734132394	-0.033359418836364	0.421752655289142	-0.033359418836364
PZE-101059072	1	217	53.9	0.874212984968987	NA	NA	0.35854671914571	-0.0382986369822164	0.501345747488401	-0.0382986369822164
PZE-101063036	1	218	54	0.843082072126932	NA	NA	0.362984827806292	-0.0381030638578735	0.589808922875632	-0.0381030638578735
PZE-101063074	1	219	54.3	1.00102208055989	NA	NA	NA	-0.0377522073717775	0.589739016721077	-0.0377522073717775
PZE-101062857	1	220	54.4	1.00061908978531	NA	NA	NA	-0.0377933505116187	0.589739992394613	-0.0377933505116187
PZE-101063328	1	221	54.6	0.997738060993073	NA	NA	NA	-0.0380888600699115	0.589746960957706	-0.0380888600699115
