mk.names	chr	pos.ind	pos.cM	log10pval	D06	UH304	D09	F252	F618	F353
PZE-101010560	1	36	13	0.143404838107683	-0.670208971406636	0.436018135803407	0.280251034865899	-0.760718419911066	0.361883099771749	1
PZE-101010917	1	37	13.5	0.14342225628078	-0.670187358699624	0.436006441195935	0.280251035023689	-0.760733902617815	0.361841698718088	1
PZE-101012517	1	38	13.6	0.163646460207371	-0.670186894562527	0.436006566349603	0.280251349991908	-0.760732948403127	0.306968527165613	1
PZE-101014135	1	39	13.7	0.163647528964005	-0.670186430420317	0.436006691505754	0.280251664966202	-0.760731994178083	0.306965859879785	1
PZE-101014266	1	40	13.8	0.163648597594617	-0.670185966276448	0.436006816663422	0.280251979942888	-0.760731039949793	0.306963192928247	1
PZE-101011048	1	41	14	0.163650734444089	-0.670185037998609	0.436007066977396	0.28025260989487	-0.760729131510914	0.306957860112164	1
PZE-101013802	1	42	15.2	0.154873470927583	-0.617006790275464	0.456751046321521	0.330594094561026	0.306925902643511	-0.650522940494444	1
PZE-101014003	1	43	15.3	0.153962506787614	-0.612827767121817	0.459003777732482	0.33598436287705	0.306923243264755	-0.642018104008541	1
PZE-101011906	1	44	15.7	0.150118515983586	-0.59655231774303	0.468817014478297	0.359429756765941	0.306912612708074	-0.609549385056433	1
PZE-101013772	1	45	16.4	0.142855304327273	-0.569871262188145	0.488972312325776	0.407453247566133	0.306929163983796	-0.559597699388056	1
PZE-101013713	1	46	16.9	0.137525182683562	-0.552296276073265	0.505512022452401	0.446625542138697	-0.529774245471211	0.306940986778143	1
PZE-101017581	1	47	18.7	0.0684211007879651	0.692454209994407	-0.356589194460497	-0.955455934843229	0.491790286251594	-0.48797824406583	1
PZB01915.1	1	48	19.1	0.0711270774347245	0.692461040627359	-0.356587440685955	-0.955437074585753	0.488790952228109	-0.473877624241203	1
PZE-101017463	1	49	19.5	0.0739728172387212	0.692467871279398	-0.356585686997242	-0.955418214510217	0.485817820614819	-0.459878881803336	1
PZE-101017580	1	50	19.6	0.0747070518852924	0.692467779615464	-0.356584005969243	-0.955415211542281	0.485079093260716	-0.456396850674565	1
PZE-101017487	1	51	19.9	0.0912684026378244	0.689718411644736	-0.308823114769953	-0.95541611296812	0.482874852371048	-0.445996819919042	1
PZE-101018404	1	52	20.6	0.139140624516815	0.683347537509636	-0.218537336289299	-0.955418216349782	0.477809586356651	-0.422028144983778	1
PZE-101018668	1	53	20.8	0.154849565754861	0.681539392151256	-0.198004556971691	-0.955418216411344	0.476384795676014	-0.415264745995026	1
PZE-101018057	1	54	20.9	0.154783272819907	0.692463085379347	-0.19800398730721	-0.955418216440505	0.475676475619772	-0.411898295043045	1
PZE-101017262	1	55	21	0.153420533354914	0.688688789351062	-0.202072161224018	-0.955418216440505	0.474970963741034	-0.408542303193608	1
PZE-101018411	1	56	21.2	0.150754967082242	0.681199462529845	-0.210489214343118	-0.955418216440505	0.473568640588255	-0.401862568929325	1
PZE-101017187	1	57	21.3	0.149453674291315	0.677486019338948	-0.214840270576231	-0.9554182164401	0.472871968181642	-0.398539258953719	1
PZE-101019597	1	58	21.5	0.156526967127984	0.68493487406206	-0.206233252179061	-0.955418215704193	0.471487951255141	-0.391926822783109	1
PZE-101019781	1	59	21.6	0.160132434400484	0.688690117917511	-0.202071749266214	-0.955418215335227	0.470800747450177	-0.388638119423585	1
PZE-101018400	1	60	21.7	0.163782588598014	0.692464843770546	-0.198003450367926	-0.955418214965451	0.470116841029214	-0.385361371519982	1
PZE-101019727	1	61	21.8	0.164956818564681	0.692465222081237	-0.198003048139848	-0.955418214597295	0.469436303030975	-0.382096786009139	1
PZE-101019853	1	62	21.9	0.166142057701805	0.692465600400555	-0.198002645903558	-0.955418214228329	0.468759204743125	-0.378844567908295	1
PZE-101018206	1	63	22.5	0.173485985648791	0.692467870343748	-0.198000232481313	-0.955418212016557	0.464772868622906	-0.359602196813063	1
PZE-101018567	1	64	22.9	0.178604405012142	0.692462727113797	-0.198000231922896	-0.955403464778422	0.462193237054091	-0.347046189712119	1
PZE-101019726	1	65	23	0.182078916332543	0.679730953010763	-0.197999237535501	-0.918089453177998	0.461558736611771	-0.343942927533949	1
PZE-101020844	1	66	23.4	0.200926898687448	0.631841674984204	-0.197995260100447	-0.774952064049545	0.459064556143816	-0.331678139539562	1
PZE-101021745	1	67	23.5	0.206481295409006	0.6207679215069	-0.197994265809704	-0.744782550114987	0.45845233195683	-0.328649856548734	1
PZE-101020456	1	68	23.6	0.210974040021692	0.610098509328339	-0.19799327156239	-0.729411765142883	0.457844782342505	-0.325637068488874	1
PZE-101018818	1	69	23.7	0.212217620863223	0.599849933948677	-0.197992277366618	-0.74872088697269	0.457241980326117	-0.322639934771239	1
PZE-101019538	1	70	24	0.258199104587981	0.472027051749969	-0.180358291476703	-0.752403032137573	0.4554627889225	-0.313744007237925	1
PZE-101022341	1	71	24.3	0.262598508627629	0.472013712442364	-0.180358422669952	-0.756122965703454	0.453728945611224	-0.304994406053521	1
PZE-101019557	1	72	24.4	0.264503663730919	0.472009266138378	-0.180358466452171	-0.752933913680215	0.45316141290966	-0.302111051186217	1
PZE-101021926	1	73	25.4	0.280199879311073	0.396016389182151	-0.209449103593671	-0.743342328594266	0.44779082663333	-0.274222599339012	1
PZE-101021455	1	74	25.7	0.284475301574898	0.375931272519182	-0.220472361649591	-0.740518758829219	0.446294071819049	-0.266201355763543	1
PZE-101020931	1	75	26.9	0.299767799139461	0.309056107105873	-0.275951839202044	-0.729494463479422	0.440885560800228	-0.235776204684047	1
PZE-101021308	1	76	27.6	0.298725708149908	0.30907978506595	-0.275936799168086	0.984009787870996	0.43818854081427	-0.219282921125758	1
PZE-101024556	1	77	28.2	0.283255650392665	0.667794879800563	-0.179176036183179	-0.939858269566886	0.436163985450857	-0.205891943989852	1
PZE-101026314	1	78	28.6	0.292469683920912	0.667825726580548	-0.179175702952361	-0.889770429278004	0.434967309857783	-0.197347804629202	1
PZE-101024519	1	79	29.4	0.308097095600389	0.667887422381161	-0.179175037850127	-0.889683931503407	0.432953995447379	-0.181174254628647	1
PZE-101026621	1	80	29.6	0.312075466132679	0.667884358920286	-0.179173979383542	-0.889662307576803	0.432531646390677	-0.177319869633011	1
PZE-101026386	1	81	29.7	0.314074067170717	0.667882827167595	-0.179173450144608	-0.889651496167772	0.432332806831765	-0.175420778362639	1
PZE-101024452	1	82	30	0.349442842099543	0.667878231968162	-0.179171862456306	-0.611396132863969	0.431785985789767	-0.169835241441076	1
PZE-101027182	1	83	30.4	0.486590639683727	0.608291927517775	-0.159522344023329	-0.31981164189081	0.431173844330333	-0.162646240510701	1
PZE-101027351	1	84	30.6	0.508765116916323	0.580206443314828	-0.150807456159079	-0.31980096099476	0.430918315295289	-0.159161228553069	1
PZE-101027807	1	85	30.9	0.54241989456701	0.540908193680021	-0.139055302455158	-0.319784940128351	0.430598631562542	-0.154068843836567	1
PZE-101026218	1	86	31.5	0.595768389268906	0.474468907064776	-0.119931333880815	-0.343088763615811	0.430189653083727	-0.14436209817515	1
PZE-101028121	1	87	31.6	0.611228828315095	0.474469902873322	-0.119931220001968	-0.319784340687342	0.430151470705435	-0.142805202689613	1
PZE-101029820	1	88	31.8	0.609966963275967	0.47447189453528	-0.119930992248946	-0.330329640856459	0.430100854827562	-0.139742729230059	1
PZE-101028242	1	89	31.9	0.610216306644067	0.474472890373447	-0.119930878376744	-0.334183272142771	0.430088425630238	-0.138236947021984	1
PZE-101026095	1	90	32	0.610476140672724	0.474473886204842	-0.119930764508147	-0.338075942636295	0.430084582770666	-0.136747995559031	1
PZE-101029587	1	91	32.1	0.599943552698686	0.494418695379255	-0.121621384444607	-0.344332139405695	0.430089324864171	-0.135275768643753	1
PZE-101029707	1	92	32.2	0.592729737179792	0.515074598042948	-0.123498612404361	-0.344333200455637	0.430102649110285	-0.133820158552621	1
PZE-101029748	1	93	32.4	0.578230096150521	0.558436824955141	-0.127833547205359	-0.344335322720339	0.430155025802245	-0.130958350674319	1
PZE-101028351	1	94	33.1	0.524235588797634	0.728090531454254	-0.149591448094664	-0.354519604407831	0.430607605156568	-0.12144897048904	1
PZE-101028104	1	95	33.4	0.528842130187432	0.728098253576523	-0.149593123551135	-0.359132285909965	0.430929009704134	-0.117607910520147	1
PZE-101030251	1	96	34.3	0.498506525957126	0.728098255893285	-0.184659178060353	-0.37386708953999	0.43234513230603	-0.106886909831962	1
PZE-101029123	1	97	34.4	0.492920469863074	0.728098256150874	-0.191195676380566	-0.375587190097533	0.432543742997534	-0.105767253372971	1
PZE-101030875	1	98	34.5	0.494345245258189	0.728098256150812	-0.191196357728043	-0.37732380010682	0.432750491895402	-0.104661445522241	1
PZE-101028930	1	99	34.7	0.497175598500758	0.728098256150812	-0.191197720442114	-0.380846421330409	0.433188263234775	-0.10249086482825	1
PZE-101030220	1	100	35	0.516958243505053	0.728098255565697	-0.191202841071571	-0.352639268901929	0.433905043707025	-0.0993356614307347	1
PZE-101029737	1	101	35.1	0.523350046390511	0.728098255371415	-0.191204548017116	-0.344330929390408	0.434159845826933	-0.0983102590349728	1
PZE-101031077	1	102	35.2	0.506362434146232	0.728096306229031	-0.210291713142242	-0.344330125451657	0.434422516579889	-0.0972978089930153	1
PZE-101030022	1	103	35.4	0.46864943159425	0.728092407960274	-0.261491316951247	-0.344329604886092	0.434971290552902	-0.0953112534404491	1
PZE-101032015	1	104	35.7	0.464493955863755	0.67413041756695	-0.294723465177284	-0.336588330419578	0.435852353990893	-0.0924253626208226	1
PZE-101030561	1	105	35.8	0.452702530956072	-0.316129851034203	0.658567529674901	-0.344288814526783	0.436161294133613	-0.0914879399211445	1
PZE-101031636	1	106	35.9	0.45477958941922	-0.31613456424918	0.658566431249097	-0.344275942831394	0.436477778995658	-0.0905625756848332	1
PZA00358.12	1	107	36	0.456852342194899	-0.316139277658973	0.658565332811978	-0.3442630714823	0.436801758225672	-0.0896491431536556	1
PZE-101032249	1	108	36.1	0.535107790927786	-0.316143991225385	0.658564234371316	-0.228277917532571	0.437133180510821	-0.0887475159055886	1
PZE-101030616	1	109	36.6	0.541798594783241	-0.316167560093664	0.658558742427738	-0.232857193959123	0.43890007698835	-0.0844120615723487	1
PZE-101033184	1	110	36.7	0.536994144573864	-0.317105981271592	0.662589127956656	-0.239655743349485	0.439275028694836	-0.0835786338431614	1
PZE-101032956	1	111	37	0.538770273686821	-0.321018986582836	0.676306075915885	-0.239663176869258	0.440442001725908	-0.0811434541766116	1
PZE-101032974	1	112	37.1	0.539088880494211	-0.322695062287862	0.681409092256487	-0.2396631771169	0.440844835234674	-0.0803530218553349	1
PZE-101033613	1	113	37.2	0.539277054514564	-0.324558908181973	0.686767348447525	-0.239663177064112	0.441254489715564	-0.0795730347176481	1
PZE-101033119	1	114	37.3	0.539340301815433	-0.326611023313818	0.692372092994278	-0.239663177012454	0.44167090392676	-0.0788033725719751	1
PZE-101033489	1	115	37.7	0.538477329382741	-0.336696408143973	0.71702286637166	-0.239661085677835	0.443402909575205	-0.0758255941261829	1
PZE-101032230	1	116	37.8	0.542325223553394	0.723672442462394	-0.339681515982665	-0.234491770317511	0.443852180470341	-0.0751057783838527	1
PZE-101035737	1	117	38.3	0.561443005488202	0.723679039870895	-0.339683146697173	-0.22402042123886	0.446192894046946	-0.0716486906854897	1
PZE-101033622	1	118	38.5	0.577793785550089	0.723681678819257	-0.339683798994659	-0.210792910182815	0.447171967871056	-0.0703300042046501	1
PZE-101036609	1	119	38.6	0.576609242207384	0.73023494457664	-0.339916877390294	-0.213028244405412	0.447670402516802	-0.0696839616459275	1
PZE-101034427	1	120	38.7	0.585004133349606	0.736972655298374	-0.340247402069681	-0.205439732120252	0.448174677300354	-0.0690466403080234	1
PZE-101036305	1	121	38.8	0.585756568144946	0.743891515511394	-0.340676548371906	-0.205549610087948	0.448684722980236	-0.0684179318685609	1
PZE-101033968	1	122	39	0.587042285867793	0.758255491269655	-0.341834838027794	-0.205818157698609	0.449721848297864	-0.0671859248741556	1
PZE-101035341	1	123	39.2	0.464728239868257	0.773284355950903	-0.343398805344951	-0.399728918504839	0.450781217779061	-0.0659870921180314	1
PZE-101036318	1	124	39.3	0.465287089365975	0.781031299181546	-0.344334573753915	-0.39974120475524	0.451319067567157	-0.0653998549207037	1
PZE-101037191	1	125	39.6	0.466728905966383	0.805102883063625	-0.347761762512938	-0.399744736582049	0.452964423737839	-0.063685628824691	1
PZE-101038611	1	126	40.5	0.428272626400284	0.882319627273869	-0.3635904168727	-0.527007364614108	0.458169950799547	-0.058947142599142	1
PZE-101037142	1	127	40.6	0.428471903743555	0.891103496311037	-0.365848848175742	-0.527008732417267	0.458771727637032	-0.0584559959569879	1
PZE-101038989	1	128	40.7	0.4286605731774	0.89988253262115	-0.368203026211521	-0.527010100223949	0.459377915834421	-0.0579715811834339	1
PZE-101036799	1	129	40.8	0.429510565076521	0.908644617684007	-0.370651397604145	-0.524395743475682	0.459988442932737	-0.0574938088625537	1
PZE-101037211	1	130	41.1	0.436342719932113	0.908647242831242	-0.370647897405004	-0.516616628482285	0.461845333758573	-0.0560994669435892	1
PZE-101038176	1	131	41.2	0.444983021429588	0.908647242918415	-0.356692213892079	-0.514045409449552	0.462472492953368	-0.0556473895800241	1
PZE-101037265	1	132	41.3	0.453805811516825	0.908647243006177	-0.343155917899771	-0.51148534441594	0.463103629719368	-0.0552015220547081	1
PZE-101039207	1	133	41.5	0.466378537110749	0.908647243180915	-0.317384560954437	-0.527018042628423	0.464377548302582	-0.0543280828991145	1
PZE-101039400	1	134	41.7	0.463368618455111	0.908647243356242	-0.29339823352499	-0.616893357673154	0.465666515695589	-0.0534784917570211	1
PZE-101039199	1	135	41.9	0.464903588449855	0.908647243531176	-0.271226950589089	-0.716174685787211	0.466969960867373	-0.0526521060600944	1
PZE-101040838	1	136	42	0.467568778093838	0.908647243618742	-0.260822334164029	-0.768297166930649	0.467626935052854	-0.052247418563629	1
PZE-101042009	1	137	42.4	0.503057794408896	0.908647243968807	-0.223651145186412	-0.76831824848142	0.470288197374796	-0.0506835839938894	1
PZE-101039655	1	138	42.5	0.511955858040501	0.908647244056568	-0.215434529225768	-0.768323518841494	0.470961504436616	-0.0503059804971655	1
PZE-101039624	1	139	42.6	0.520829738835704	0.90864724414433	-0.207629575277921	-0.768323519368195	0.471637869120459	-0.0499335727642372	1
PZE-101039351	1	140	42.8	0.538434463468894	0.908647244318872	-0.193208906278775	-0.7683235193679	0.472999495864782	-0.0492040592078461	1
PZE-101039466	1	141	42.9	0.539921172521406	0.908647244474762	-0.193208223671237	-0.768323519368637	0.473684621004155	-0.0488468129190328	1
PZE-101039469	1	142	43	0.541396431445177	0.908648803660256	-0.193208931900385	-0.768323519368489	0.474372529944361	-0.0484944814507188	1
PZE-101042341	1	143	43.1	0.534450279575023	0.924402482227693	-0.200752326878613	-0.768323519368342	0.475063155099202	-0.0481469967677379	1
PZE-101043604	1	144	43.2	0.527037038336938	0.940435409909842	-0.209248153637309	-0.768323519368342	0.475756429248872	-0.047804291701989	1
PZE-101043094	1	145	43.3	0.519234445933567	0.956671927978802	-0.218737339819553	-0.768323519368784	0.476452285554872	-0.0474662999459504	1
PZE-101041837	1	146	43.4	0.51112790353601	0.973031834425246	-0.229253390976339	-0.7683235193679	0.477150657568218	-0.0471329560456654	1
PZE-101041854	1	147	43.5	0.502807837374542	0.989432321200891	-0.240820588484507	-0.768323519143139	0.47785147923903	-0.0468041953942288	1
PZE-101040783	1	148	43.6	0.494367078809309	-0.994209950384773	-0.253452302215856	-0.768321272350373	0.478554684926851	-0.0464799542243284	1
PZE-101043600	1	149	43.8	0.50880240857405	-0.99420668832387	-0.244991809213913	-0.724092971635752	0.479967987891552	-0.0458447794150252	1
PZE-101043189	1	150	43.9	0.512017514003435	-0.994205057278002	-0.242337532835125	-0.726042613976777	0.480677956013922	-0.045533722374872	1
PZE-101043682	1	151	44	0.517491215914856	-0.994203426241635	-0.240721750782892	-0.705097095264283	0.481390049861058	-0.0452269379997755	1
PZE-101043507	1	152	44.1	0.519001375156146	-0.994201795224124	-0.240121672237241	-0.707368091584403	0.482104205970263	-0.0449243666118317	1
PZE-101042156	1	153	44.2	0.520017197653605	-0.994201794887112	-0.240121661888362	-0.709645256307217	0.482820361337772	-0.0446259493291379	1
PZE-101045145	1	154	44.3	0.524252041358763	-0.994200043036383	-0.240120453367037	-0.689490705005008	0.483538453427793	-0.0443316280574266	1
PZE-101045009	1	155	44.4	0.528635908145459	-0.994198291178272	-0.240119244849261	-0.669890488182493	0.484258420178519	-0.044041345482805	1
PZE-101043512	1	156	44.5	0.533148650869947	-0.994196539325255	-0.240118036344049	-0.650905934090074	0.484980200008016	-0.0437550450642124	1
PZE-101045070	1	157	44.6	0.547763435307094	-0.976605221831809	-0.228440156503645	-0.632589731655068	0.485703731823695	-0.0434726710252806	1
PZE-101044585	1	158	44.9	0.581734723263623	-0.923486484799859	-0.198258496283333	-0.632584341146262	0.487884235696117	-0.0426485607322733	1
PZE-101045021	1	159	45	0.592851356507848	-0.905900038297655	-0.189778335383055	-0.632582544333167	0.488614174485749	-0.0423813494731687	1
PZE-101044115	1	160	45.1	0.593174839881902	-0.907616239336932	-0.190575272333812	-0.632582544153816	0.489345567316598	-0.0421177969120403	1
PZE-101045130	1	161	45.2	0.604369076892541	-0.889676396264736	-0.182560640288738	-0.632582543974549	0.49007835614144	-0.0418578516975575	1
PZE-101046128	1	162	45.3	0.615262709046404	-0.871989588067814	-0.175321190550709	-0.632582543974337	0.490812483438198	-0.0416014631882542	1
PZE-101049120	1	163	45.4	0.616521076745765	-0.871987835444782	-0.175320504335241	-0.63258254397421	0.491547892214678	-0.0413485814449107	1
PZE-101046858	1	164	45.5	0.617769276267054	-0.871986082796988	-0.175319818116389	-0.632582543973914	0.492284526012484	-0.0410991572224557	1
PZE-101048164	1	165	45.7	0.620235240616461	-0.87198257748324	-0.175318445689974	-0.632582543973914	0.493761245528627	-0.0406104877829132	1
PZE-101048115	1	166	45.8	0.621453043135079	-0.87198082484493	-0.175317759493157	-0.632582543974337	0.494501221030883	-0.0403711474754047	1
PZE-101048857	1	167	45.9	0.622660752814187	-0.871979072237981	-0.175317073315162	-0.632582543973999	0.495242201129116	-0.0401350744922517	1
PZE-101046132	1	168	46	0.623855590119904	-0.871990991732174	-0.175318004631561	-0.632582543974084	0.495984132083869	-0.0399022229409977	1
PZE-101049707	1	169	46.1	0.596138315492737	-0.993966948341349	-0.197338198736409	-0.632582543823206	0.496726960710341	-0.0396725475762775	1
PZE-101047925	1	170	46.2	0.597293127666494	0.996450756916122	-0.197341619771011	-0.632581039418817	0.497470634377293	-0.0394460037920055	1
PZE-101047390	1	171	46.3	0.598480112036317	0.986748054565509	-0.197345041100668	-0.632579535006522	0.498215101010892	-0.0392225476134866	1
PZE-101049608	1	172	46.5	0.610142904669109	0.797772609485476	-0.197351884535118	-0.632576526200777	0.499706207683063	-0.0387847252866984	1
PZE-101048629	1	173	46.6	0.614230460622513	0.797763625948387	-0.19735188477388	-0.61769655848384	0.500452746375941	-0.0385702742773507	1
PZE-101048744	1	174	46.7	0.61839958796008	0.797754642404511	-0.197351885012396	-0.603167041192382	0.50119987534736	-0.0383587411363318	1
PZE-101047517	1	175	46.8	0.622637170629005	0.797745658924756	-0.197351885250936	-0.589023623609971	0.501947545334587	-0.0381500849314433	1
PZE-101049395	1	176	46.9	0.626929109239491	0.797736675581561	-0.197351885489813	-0.575298642811319	0.502695707638443	-0.0379442653159509	1
PZE-101053708	1	177	47.1	0.635615734310304	-0.0375409773507384	0.797744797565491	0.504193317235681	-0.197349812765498	-0.549214654839288	1
PZE-101048890	1	178	47.2	0.635231221034547	-0.0375409574589062	0.797748858560698	0.504193392161568	-0.197348776418922	-0.550694880073648	1
PZE-101050621	1	179	47.3	0.646143136253264	-0.0375409375669924	0.838725386983731	0.504193467087068	-0.187440562558318	-0.537846792529308	1
PZE-101053810	1	180	47.4	0.657475826380955	-0.0375409176752515	0.880319342108713	0.504193542012776	-0.178452892240816	-0.525546422136103	1
PZE-101053919	1	181	47.5	0.665663100780265	-0.0375409176733242	0.922365473160579	0.504193542020572	-0.170395795594372	-0.525545219884039	1
PZE-101053696	1	182	47.6	0.674000615112224	-0.0375409176732904	0.964691236117782	0.504193542020545	-0.163268953802063	-0.52554535585139	1
PZE-101052635	1	183	47.8	0.690643509261626	-0.0375409176732928	-0.950527600037165	0.504193542020219	-0.151758821281426	-0.525545627788032	1
PZE-101054136	1	184	47.9	0.698732746060035	-0.0375409176732879	-0.908427265823122	0.504193542020355	-0.147332677167771	-0.525546375520002	1
PZE-101054372	1	185	48	0.703243714352596	-0.0375409176732351	-0.866751376365582	-0.143753811827861	0.504193542020246	-0.537189774631573	1
PZE-101052759	1	186	48.1	0.700749488786978	-0.0375409176733392	-0.876088718388584	-0.14550677684355	0.504193542093673	-0.534194130834877	1
PZE-101055086	1	187	48.2	0.662950105222744	-0.0375409176733055	-0.832825818740857	0.504193542166963	-0.173253684604511	-0.54064021589733	1
PZE-101052294	1	188	48.4	0.663808219828413	-0.0375409176733292	-0.846538581041001	0.504195005887746	-0.173960855880316	-0.530522730915232	1
PZE-101055111	1	189	48.5	0.629615847916134	-0.0375409176732816	-0.79855966925358	0.504195737774808	-0.207231922922601	-0.532746484406332	1
PZE-101053934	1	190	48.6	0.630128717733475	-0.0375409176732904	-0.802335794521997	0.512470224695004	-0.205907611368677	-0.525584049093643	1
PZE-101053954	1	191	48.7	0.628165543614694	-0.0375409176732816	-0.806119209197142	0.52265183351121	-0.204599242882062	-0.525595929376979	1
PZE-101050072	1	192	48.8	0.594898211113518	-0.0375409176732954	-0.809909765819216	0.534684614171912	-0.203306807714331	-0.66443212740196	1
PZE-101055223	1	193	48.9	0.54119618073892	-0.0375409176732842	-0.753085108706035	-0.243362360165355	0.548449145010254	-0.82263266560274	1
PZE-101055906	1	194	49	0.542407620571909	-0.0375409176924306	-0.753079520466342	-0.241813402113395	0.54845168011969	-0.823183501079346	1
PZE-101054366	1	195	49.5	0.548514789799359	-0.0375409177879518	-0.753051579124208	-0.234200719645051	0.548464356604423	-0.825945410843951	1
PZE-101056000	1	196	49.6	0.501866043325911	-0.0375409178071457	-0.75305157856527	-0.30284132201781	0.548466891947384	-0.797788517359614	1
PZE-101055260	1	197	49.9	0.492576403981624	-0.0375414912316603	-0.753051577554888	-0.302846918266058	0.589124699471364	-0.797000832401906	1
PZE-101056102	1	198	50	0.488958421560424	-0.0375416823758803	-0.753051577217591	-0.302848783689444	0.606082645744432	-0.798077761145716	1
PZE-101054527	1	199	50.1	0.506262016201951	-0.753048209686487	-0.0395478942268677	-0.249714315203629	0.641203278173335	-0.797527308661864	1
PZE-101055259	1	200	50.2	0.491390597287072	-0.718293442234703	-0.0417541786273273	-0.250376220517664	0.677763537988342	-0.796747124075563	1
