mk.names	chr	pos.ind	pos.cM	log10pval
PZE-101031146	1	118	33.7	0.997733016946143
PZE-101031377	1	119	33.9	0.585388134500686
PZE-101032517	1	120	34	0.078083035619684
PZE-101032704	1	121	34.1	0.078083035619684
PZE-101030251	1	122	34.3	2.60030135820652
PZE-101029123	1	123	34.4	2.07578857310035
PZE-101030692	1	124	34.5	0.585388134500686
PZE-101028930	1	125	34.7	1.07370789935054
PZE-101030220	1	126	35	1.64732983457725
PZE-101029737	1	127	35.1	0.571263824517405
PZE-101031077	1	128	35.2	0.935422304443051
PZE-101030022	1	129	35.4	1.90426840762605
PZE-101032015	1	130	35.7	0.585388134500686
PZE-101030211	1	131	35.8	1.64732983457725
PZE-101031636	1	132	35.9	0.416798747691159
PZA00358.12	1	133	36	1.6295477692569
PZE-101031655	1	134	36.1	1.6295477692569
PZE-101033801	1	135	36.3	0.210223613956042
PZE-101034101	1	136	36.5	2.83048573155796
PZE-101030616	1	137	36.6	0.269551297626883
PZE-101033184	1	138	36.7	0.290946669421945
PZE-101032956	1	139	37	0.939089238994076
PZE-101032974	1	140	37.1	0.939089238994076
PZE-101033613	1	141	37.2	0.487816918793507
PZE-101033119	1	142	37.3	0.939089238994076
PZE-101035119	1	143	37.4	0.210223613956042
PZE-101033489	1	144	37.7	1.27103843771991
PZE-101032230	1	145	37.8	0.387786965453712
PZE-101036310	1	146	37.9	1.70517497158932
PZE-101036345	1	147	38	1.70517497158932
PZD00096.1	1	148	38.3	2.83048573155796
PZE-101033622	1	149	38.5	0.290946669421945
PZE-101036609	1	150	38.6	1.70517497158932
PZE-101034427	1	151	38.7	1.03408078542204
PZE-101036305	1	152	38.8	1.70517497158932
PZE-101033968	1	153	39	1.77384633825644
PZE-101036181	1	154	39.2	1.71735076627669
PZE-101036318	1	155	39.3	1.70517497158932
PZE-101037191	1	156	39.6	0.487816918793507
PZE-101038503	1	157	40	2.67852534404364
PZE-101038492	1	158	40.5	2.67852534404364
PZE-101037142	1	159	40.6	1.15880814355186
PZE-101039024	1	160	40.7	2.67852534404364
PZE-101036799	1	161	40.8	2.37235016132091
PZE-101039198	1	162	40.9	0.487816918793507
PZE-101037211	1	163	41.1	2.39745926695122
PZE-101038176	1	164	41.2	2.33191008627221
PZE-101037244	1	165	41.3	2.3614232640783
PZE-101039207	1	166	41.5	0.0321447047462106
PZE-101039199	1	167	41.9	2.8434496454132
PZE-101040838	1	168	42	0.225413129613785
PZE-101042009	1	169	42.4	0.673370574055269
PZE-101039655	1	170	42.5	1.68160593195364
PZE-101039642	1	171	42.6	1.68160593195364
PZE-101039351	1	172	42.8	1.53293572568222
PZE-101039466	1	173	42.9	1.82087810573748
PZE-101039469	1	174	43	1.82087810573748
PZE-101042041	1	175	43.1	0.533199781938405
PZE-101043604	1	176	43.2	2.66512824279546
PZE-101042048	1	177	43.3	0.967879245999286
PZE-101041837	1	178	43.4	2.26922372573256
PZE-101041854	1	179	43.5	2.26922372573256
PZE-101040783	1	180	43.6	0.413804299294946
PZE-101043600	1	181	43.8	1.39254798183141
PZE-101043189	1	182	43.9	1.40593914425976
PZE-101043682	1	183	44	0.92601151718028
PZE-101043507	1	184	44.1	2.00715749303523
PZE-101042156	1	185	44.2	1.46499626889521
PZE-101043670	1	186	44.3	0.0762516243788287
PZE-101042424	1	187	44.4	1.18248954799651
PZE-101043512	1	188	44.5	1.39846068868857
PZE-101045249	1	189	44.6	0.702206948641691
PZE-101045203	1	190	44.9	0.582312964631903
PZE-101045021	1	191	45	1.30262832282148
PZE-101045197	1	192	45.1	0.582312964631903
PZE-101046755	1	193	45.2	0.92601151718028
PZE-101046735	1	194	45.3	1.09136280523134
PZE-101049120	1	195	45.4	0.222825661590054
PZE-101044748	1	196	45.5	1.21064138375978
PZE-101045606	1	197	45.6	0.491566636053166
PZE-101048164	1	198	45.7	0.673370574055269
PZE-101048115	1	199	45.8	1.720280335411
PZE-101048857	1	200	45.9	0.632812561377213
PZE-101046132	1	201	46	2.20542907089222
PZE-101049707	1	202	46.1	1.48115179037628
PZE-101047925	1	203	46.2	0.261981742325771
PZE-101047390	1	204	46.3	0.297561822059564
PZE-101048807	1	205	46.5	1.36056252306386
PZE-101048629	1	206	46.6	1.11695411158394
PZE-101048744	1	207	46.7	1.36056252306386
PZE-101047517	1	208	46.8	0.491566636053166
PZE-101049395	1	209	46.9	0.0400582070882268
PZE-101050289	1	210	47	0.261981742325771
PZE-101049995	1	211	47.1	1.73297815590788
PZE-101048890	1	212	47.2	2.44636770639204
PZE-101050621	1	213	47.3	0.261981742325771
PZE-101054681	1	214	47.4	2.24900590188344
PZE-101053919	1	215	47.5	0.52073362914247
PZE-101050073	1	216	47.6	0.504308265042313
PZE-101050744	1	217	47.8	0.185222423430821
PZE-101054136	1	218	47.9	2.24680638924324
PZE-101051938	1	219	48	0.477646365825081
PZA00192.7	1	220	48.1	2.54417680614935
PZE-101055086	1	221	48.2	0.980092868893435
PZE-101052294	1	222	48.4	0.844842532081113
PZE-101053053	1	223	48.5	1.9145268393706
PZE-101053934	1	224	48.6	0.52073362914247
PZE-101053954	1	225	48.7	0.52073362914247
PZE-101050072	1	226	48.8	2.05489479025468
PZE-101055223	1	227	48.9	0.332487570323875
PZE-101053184	1	228	49	1.9145268393706
PZE-101053510	1	229	49.1	2.41399216104783
PZE-101054644	1	230	49.2	0.261981742325771
PZE-101054452	1	231	49.3	0.6990286067281
PZE-101055190	1	232	49.4	0.261981742325771
PZE-101054366	1	233	49.5	2.24680638924324
PZE-101056000	1	234	49.6	2.29884385582402
PZE-101054604	1	235	49.8	1.16024572697656
PZE-101055260	1	236	49.9	0.332487570323875
PZE-101056102	1	237	50	3.0683229784401
PZE-101054527	1	238	50.1	1.95218381485192
PZE-101055259	1	239	50.2	1.67759319645485
PZE-101055565	1	240	50.3	3.29772575937835
PZE-101056687	1	241	50.5	0.694858763276124
PZA00240.8	1	242	50.7	0.298392864960213
PZE-101055712	1	243	50.9	0.705319969217469
PZE-101056681	1	244	51.1	0.351038370801578
PZE-101057232	1	245	51.3	0.720572633515464
PZE-101057532	1	246	51.6	2.01619711758871
PZA00240.6	1	247	51.9	2.70744980778428
PZE-101057000	1	248	52.1	1.85501451851395
PZE-101058205	1	249	52.2	1.75658207404269
PZE-101060303	1	250	52.3	0.564493885328988
PZE-101057783	1	251	52.4	1.03595743768118
PZE-101060842	1	252	52.5	0.298392864960213
PZE-101058312	1	253	52.6	2.36522688065982
PZE-101061064	1	254	52.7	0.564493885328988
PZE-101060224	1	255	52.8	1.847154911785
PZE-101058274	1	256	52.9	1.48461990965353
PZE-101062764	1	257	53	1.50210863584907
PZE-101060289	1	258	53.1	0.720572633515464
PZE-101060788	1	259	53.2	0.916640976760672
PZE-101060254	1	260	53.3	1.75658207404269
PZE-101061168	1	261	53.4	3.08275819348773
PZE-101062970	1	262	53.5	0.564493885328988
PZE-101059495	1	263	53.6	2.94118251928142
PZE-101061114	1	264	53.8	1.50844308041613
PZE-101059072	1	265	53.9	1.65874840450766
PZE-101063036	1	266	54	1.26913799993448
PZE-101063002	1	267	54.3	0.733390261394559
PZE-101062246	1	268	54.4	2.80994603131604
PZE-101064448	1	269	54.6	1.67313695233224
PZE-101064766	1	270	54.7	0.610714615871964
PZE-101064466	1	271	54.9	1.67313695233224
PZE-101064790	1	272	55	1.67313695233224
PZE-101064875	1	273	55.1	1.32849615616036
PZE-101063113	1	274	55.3	0.984050382809327
PZE-101063271	1	275	55.4	0.984050382809327
PZE-101065758	1	276	55.5	1.77906657713493
PZE-101065040	1	277	55.6	0.857750656868084
PZE-101066291	1	278	55.8	1.86480308808
PZE-101066516	1	279	55.9	0.416840401063406
PZE-101065262	1	280	56	1.92840989420262
PZE-101065132	1	281	56.1	0.470087029705531
PZE-101065183	1	282	56.2	1.40490168347888
PZE-101065651	1	283	56.4	1.12978484612181
PZE-101065728	1	284	56.7	2.2549561169125
PZE-101068716	1	285	56.8	0.729355747996351
PZE-101069206	1	286	56.9	0.434909990593708
PZE-101067487	1	287	57	0.0618509472390193
PZE-101069140	1	288	57.1	0.729355747996351
PZE-101066907	1	289	57.2	3.01343417496672
PZE-101067639	1	290	57.3	0.534757331541736
PZE-101067576	1	291	57.4	1.06434370591069
PZE-101068676	1	292	57.6	2.32030705114168
PZE-101068578	1	293	57.9	1.51708839053509
PZE-101069006	1	294	58.1	0.662916271157777
PZE-101069059	1	295	58.2	1.69780416895521
PZE-101068888	1	296	58.3	0.662916271157777
PZA03746.1	1	297	58.4	0.720849802163457
PZE-101071115	1	298	58.5	1.94516119490295
PZE-101068682	1	299	58.6	0.321443337716717
PZE-101069307	1	300	58.7	1.83113706220373
PZE-101071092	1	301	58.8	0.553331412760383
PZE-101070408	1	302	58.9	2.09381936530281
PZE-101070841	1	303	59	1.15388595430509
PZE-101071675	1	304	59.1	0.837360467275495
PZE-101071870	1	305	59.2	0.0665099112355923
PZE-101070816	1	306	59.3	1.57341679467671
PZE-101071350	1	307	59.4	3.28638835527462
PZE-101073492	1	308	59.5	0.721199666340888
PZE-101071273	1	309	59.6	0.553331412760383
PZE-101069158	1	310	59.7	2.80077214577811
PZE-101072206	1	311	59.8	1.75210175541775
PZE-101072745	1	312	59.9	1.08389131096913
PZE-101072651	1	313	60	3.34900528648054
PZE-101071897	1	314	60.1	0.874997663844001
PZE-101073495	1	315	60.2	0.888600968718918
PZE-101073233	1	316	60.3	0.721199666340888
PZE-101071373	1	317	60.4	2.16285946511364
PZE-101074651	1	318	60.5	2.98023957931217
PZE-101074451	1	319	60.6	0.433165133888067
PZE-101075328	1	320	60.7	0.589527615169606
PZE-101073696	1	321	60.8	0.582680790334211
PZE-101075099	1	322	60.9	1.6803906485036
PZE-101075790	1	323	61	1.50474325254913
PZE-101073230	1	324	61.1	1.90211344195338
PZE-101074193	1	325	61.2	0.0718551630866138
PZE-101076890	1	326	61.5	0.589527615169606
PZE-101076213	1	327	61.6	1.69993668507165
PZE-101074998	1	328	61.7	1.6803906485036
PZE-101077213	1	329	61.8	0.299158968715005
PZE-101076881	1	330	61.9	1.69993668507165
PZE-101077491	1	331	62	0.299158968715005
PZE-101077867	1	332	62.1	2.53719790497323
PZE-101077008	1	333	62.3	2.77693098722477
PZE-101078906	1	334	62.5	1.61256242693686
PZE-101077878	1	335	62.7	2.53719790497323
PZE-101078239	1	336	62.8	0.228263649826353
PZE-101078409	1	337	62.9	0.936238856548181
PZE-101077530	1	338	63	1.71336624721567
PZE-101077537	1	339	63.1	1.71336624721567
PZE-101078752	1	340	63.2	1.20568289193367
PZE-101077919	1	341	63.3	0.689538607594264
PZE-101079205	1	342	63.4	1.61256242693686
PZE-101079935	1	343	63.5	1.25554665093582
PZE-101080259	1	344	63.6	0.368461971743915
PZE-101079397	1	345	63.7	1.47937861774454
PZE-101120125	1	346	63.8	0.299158968715005
PZE-101080306	1	347	63.9	1.18078719041277
PZE-101080333	1	348	64	0.642817165502761
PZE-101080322	1	349	64.1	1.02767965650598
PZE-101079485	1	350	64.2	2.37794048997957
PZE-101120269	1	351	64.3	1.39367241436206
PZE-101080470	1	352	64.4	1.2142000184642
PZE-101080314	1	353	64.5	1.18078719041277
PZE-101120159	1	354	64.6	0.368461971743915
PZE-101081964	1	355	64.8	1.75865980162123
PZE-101120262	1	356	64.9	2.25861999011574
PZE-101120107	1	357	65	1.30991670128525
PZE-101082238	1	358	65.1	0.124383455187185
PZE-101081952	1	359	65.2	0.697703460896001
PZE-101080941	1	360	65.3	0.124383455187185
PZE-101082298	1	361	65.4	1.37260879209761
PZE-101081178	1	362	65.5	0.746760083581327
PZE-101081483	1	363	65.6	2.35914097050556
PZE-101082380	1	364	65.7	2.67549986084608
PZE-101082480	1	365	65.8	0.360952563256498
PZE-101082329	1	366	65.9	2.26578471611938
PZE-101083533	1	367	66	0.360952563256498
PZE-101081844	1	368	66.1	1.35450593376147
PZE-101081841	1	369	66.2	1.67731584951216
PZE-101083578	1	370	66.3	0.716865689193285
PZE-101083105	1	371	66.4	0.380491588886792
PZE-101083051	1	372	66.5	0.575559427523781
PZE-101082552	1	373	66.6	1.33199488489294
PZE-101083109	1	374	66.7	1.0483319563747
PZE-101082768	1	375	66.8	1.84544222333736
PZE-101083165	1	376	67	1.9718100077394
PZE-101083788	1	377	67.1	1.50123889704205
PZE-101083968	1	378	67.2	1.32442640267932
PZE-101090535	1	379	67.3	0.848798635317717
PZE-101083422	1	380	67.4	0.817548392080427
PZE-101083950	1	381	67.5	2.34261819220787
PZE-101084593	1	382	67.6	1.32442640267932
PZE-101084058	1	383	67.7	1.0425285481389
PZE-101083643	1	384	67.8	1.50123889704205
PZE-101085525	1	385	68	0.728500139750323
PZE-101084695	1	386	68.1	1.01042634833194
PZE-101084850	1	387	68.2	1.87111882100136
PZE-101084523	1	388	68.3	1.0425285481389
PZE-101084038	1	389	68.4	1.43930298908576
PZE-101084013	1	390	68.5	1.43930298908576
PZE-101085101	1	391	68.6	2.23828177521213
PZE-101085145	1	392	68.8	0.71407517915089
PZE-101084990	1	393	68.9	1.27819031382891
PZE-101085336	1	394	69.1	1.36602342913053
PZE-101085267	1	395	69.2	1.01042634833194
PZE-101087257	1	396	69.3	1.01042634833194
PZE-101089048	1	397	69.4	0.425657880421846
PZE-101087151	1	398	69.5	0.609395888060781
PZE-101085916	1	399	69.7	1.36602342913053
PZE-101087906	1	400	69.8	0.197956676175771
PZE-101088417	1	401	69.9	0.728500139750323
PZE-101088646	1	402	70	0.728500139750323
PZE-101085546	1	403	70.1	2.29727445902102
PZE-101086075	1	404	70.2	1.78236613560118
PZE-101088004	1	405	70.3	0.848756868883284
PZE-101087969	1	406	70.4	0.841713866435944
PZE-101087212	1	407	70.5	0.577903371596445
PZE-101087156	1	408	70.6	1.31891141773927
PZE-101089042	1	409	70.7	1.46104544505597
PZE-101090321	1	410	70.8	0.361841396459791
PZE-101089347	1	411	70.9	1.09471472780533
PZE-101089572	1	412	71	1.06433687229915
PZE-101089776	1	413	71.2	1.06433687229915
PZE-101091532	1	414	71.3	0.599887441142637
PZE-101092015	1	415	71.4	0.599887441142637
PZE-101089182	1	416	71.5	2.36999210975841
PZE-101091104	1	417	71.6	0.141610786405463
PZE-101092276	1	418	71.7	0.599887441142637
PZE-101092091	1	419	71.8	0.599887441142637
PZE-101089901	1	420	71.9	0.0509319379436295
PZE-101091544	1	421	72	0.745443306002365
PZE-101091535	1	422	72.2	1.05984001746993
PZE-101093610	1	423	72.3	0.175577730486365
PZE-101092089	1	424	72.4	0.141610786405463
PZE-101091094	1	425	72.5	0.498129826412003
PZE-101097442	1	426	72.6	0.0168512710908275
PZE-101097093	1	427	72.7	0.509405525230449
PZE-101091689	1	428	72.8	1.27119013226636
PZE-101091269	1	429	72.9	0.486740988748796
PZE-101093132	1	430	73	1.14424508648824
PZE-101092403	1	431	73.1	0.141610786405463
PZE-101093577	1	432	73.2	0.783890054278915
PZE-101091849	1	433	73.3	1.27119013226636
PZE-101093841	1	434	73.4	0.498129826412003
PZE-101093920	1	435	73.5	0.486740988748796
PZE-101097273	1	436	73.6	0.343741517425245
PZE-101099335	1	437	73.7	0.748396315732132
PZE-101094004	1	438	73.8	0.498129826412003
PZE-101097271	1	439	73.9	0.820241690639402
PZE-101094046	1	440	74	0.871927228241481
PZE-101098535	1	441	74.1	0.0641322336871801
PZE-101094075	1	442	74.2	1.51465983487108
PZE-101098315	1	443	74.3	0.190533184967657
PZE-101099841	1	444	74.4	0.190533184967657
PZE-101099237	1	445	74.5	1.27058912486578
PZE-101097858	1	446	74.6	0.783914336485685
PZE-101095685	1	447	74.7	0.45632946934981
PZE-101098508	1	448	74.8	0.635206456827987
PZE-101096356	1	449	74.9	0.497962840988951
PZE-101095987	1	450	75	0.190533184967657
PZE-101098864	1	451	75.1	0.971836889783321
PZE-101095024	1	452	75.2	0.71712824699472
PZE-101094236	1	453	75.3	1.1411728909639
PZE-101098698	1	454	75.4	0.696567396312364
PZE-101094436	1	455	75.5	1.37803181919095
PZE-101096127	1	456	75.6	1.1833366281021
PZE-101098418	1	457	75.7	1.26296024066001
PZE-101095712	1	458	75.8	0.871899964530608
PZE-101099084	1	459	75.9	0.400973800461577
PZE-101112724	1	460	76	0.606748016322905
PZE-101095752	1	461	76.1	0.428609562865612
PZE-101096275	1	462	76.2	0.0408099383334611
PZE-101094774	1	463	76.3	0.823300910591865
PZE-101095031	1	464	76.4	0.500161044421181
PZE-101100634	1	465	76.5	0.880683560089003
PZE-101105662	1	466	76.6	0.17600107249553
PZE-101101899	1	467	76.7	1.06671777260028
PZE-101095906	1	468	76.8	0.954167419164749
PZE-101121148	1	469	76.9	0.125975200077196
PZE-101101030	1	470	77	0.924932897939574
PZE-101111849	1	471	77.1	0.117495587484377
PZE-101106425	1	472	77.2	0.6752792718121
PZE-101107966	1	473	77.3	0.6752792718121
PZE-101103135	1	474	77.4	1.02739455378039
PZE-101116342	1	475	77.5	0.934349063444893
PZE-101112699	1	476	77.6	0.606748016322905
PZE-101123702	1	477	77.7	0.125975200077196
PZE-101109236	1	478	77.8	0.6752792718121
PZE-101117125	1	479	77.9	0.522402030429055
PZE-101109101	1	480	78	1.03996802194331
PZE-101120516	1	481	78.1	0.835213364320812
PZE-101120556	1	482	78.2	0.806420606931328
PZE-101106839	1	483	78.3	1.18640167538485
PZE-101112285	1	484	78.4	0.842960878190458
PZE-101106075	1	485	78.5	1.03996802194331
PZE-101113797	1	486	78.6	0.934349063444893
PZE-101107243	1	487	78.7	1.03130726736099
PZE-101121953	1	488	78.8	0.835213364320812
PZE-101116837	1	489	78.9	0.365080502431947
PZE-101124014	1	490	79	0.779233544370301
PZE-101123982	1	491	79.1	0.779233544370301
PZE-101116338	1	492	79.2	0.934349063444893
PZE-101119758	1	493	79.3	0.413697770415118
PZE-101126806	1	494	79.4	0.779233544370301
PZE-101121829	1	495	79.5	0.467001612867403
PZE-101127876	1	496	79.6	0.879176565300641
PZE-101131871	1	497	79.7	0.489520175288917
PZE-101127874	1	498	79.8	1.10296488538691
PZE-101116337	1	499	79.9	0.515123823423534
PZE-101129085	1	500	80	0.544510392684423
PZE-101129171	1	501	80.1	0.972293768580428
PZE-101129154	1	502	80.2	0.972293768580428
PZE-101129358	1	503	80.3	1.23305602004282
PZE-101127891	1	504	80.4	0.879176565300641
PZE-101127101	1	505	80.5	0.376252905292598
PZE-101126587	1	506	80.6	0.416414786769573
PZE-101128201	1	507	80.7	0.972293768580428
PZE-101128150	1	508	80.8	0.790984988893587
PZE-101130292	1	509	80.9	0.972293768580428
PZE-101131597	1	510	81	0.790984988893587
PZE-101131917	1	511	81.1	1.26234112612371
PZE-101129465	1	512	81.2	1.73118064251033
PZE-101129681	1	513	81.3	1.73118064251033
PZE-101133356	1	514	81.4	0.543172118506794
PZE-101133561	1	515	81.5	0.543172118506794
PZE-101130117	1	516	81.6	0.57857029237827
PZE-101135343	1	517	81.7	0.0457003059719417
PZE-101137456	1	518	81.8	0.464037789721027
PZE-101136406	1	519	81.9	1.21662326853087
PZE-101136081	1	520	82	0.464037789721027
PZE-101136292	1	521	82.1	0.193844815862901
PZE-101133357	1	522	82.2	0.987851875997053
PZE-101137733	1	523	82.3	0.464037789721027
PZE-101133073	1	524	82.4	0.674597891934769
PZE-101134601	1	525	82.5	1.541630752576
PZE-101133488	1	526	82.6	0.674597891934769
PZE-101134461	1	527	82.7	0.942752890359391
PZE-101133891	1	528	82.8	0.96917222113673
PZE-101134204	1	529	83	1.57867683508317
PZE-101136090	1	530	83.1	0.626495525406732
PZE-101135589	1	531	83.2	0.324801171219821
PZE-101134523	1	532	83.4	0.605304956742306
PZE-101133702	1	533	83.5	0.607048098445473
PZE-101139064	1	534	83.6	0.885504673660615
PZE-101137688	1	535	83.8	0.707725770542042
PZE-101138606	1	536	83.9	0.464143512937086
PZE-101140284	1	537	84	0.626495525406732
PZE-101136791	1	538	84.1	1.21662326853087
PZE-101137864	1	539	84.2	0.467775161220637
PZE-101140439	1	540	84.3	0.335500669663699
PZE-101138971	1	541	84.4	1.05454000922443
PZE-101140149	1	542	84.5	0.626495525406732
PZE-101140869	1	543	84.6	0.771906799923661
PZE-101137977	1	544	84.7	1.06130357967136
PZE-101140691	1	545	84.9	0.571759634037903
PZE-101141819	1	546	85	0.927182432994373
PZE-101141173	1	547	85.1	0.886124116265476
PZE-101141594	1	548	85.2	0.927182432994373
PZE-101140746	1	549	85.4	0.571759634037903
PZE-101140678	1	550	85.5	0.571759634037903
PZE-101143122	1	551	85.6	0.737133678832667
PZE-101143134	1	552	85.7	0.237626573387793
PZE-101143985	1	553	85.9	0.198652428561772
PZA00375.4	1	554	86.1	0.500153672413427
PZE-101141596	1	555	86.3	1.14013924688033
PZE-101143143	1	556	86.4	0.670754185523723
PZE-101143899	1	557	86.5	0.927182432994373
PZE-101142999	1	558	86.6	0.055361357758303
PZE-101143423	1	559	86.7	0.427969539381434
PZE-101143233	1	560	86.8	0.876310920291659
PZE-101144248	1	561	86.9	0.237626573387793
PZE-101143916	1	562	87	0.927182432994373
PZE-101142488	1	563	87.1	0.0557425117857495
PZE-101144531	1	564	87.4	0.737133678832667
PZE-101144740	1	565	87.5	0.182448179017598
PZE-101145625	1	566	87.6	1.50404653725708
PZE-101144184	1	567	87.7	0.182448179017598
PZE-101144585	1	568	87.8	0.400398799314788
PZE-101145633	1	569	88.3	0.983544099077131
PZE-101147747	1	570	88.4	0.565174715550491
PZE-101143900	1	571	88.6	0.0642726735726055
PZE-101144978	1	572	88.8	0.232009473177842
PZE-101146635	1	573	89	0.643417609564741
PZE-101146294	1	574	89.1	1.50404653725708
PZE-101144893	1	575	89.2	0.232009473177842
PZE-101146974	1	576	89.3	0.587483205656989
PZE-101145805	1	577	89.4	0.197115078144978
PZE-101147225	1	578	89.5	0.118285074822089
PZE-101146522	1	579	89.6	0.587483205656989
PZE-101147239	1	580	89.8	1.35196642091231
PZE-101146521	1	581	89.9	0.587483205656989
PZE-101146378	1	582	90	0.507714549817483
PZE-101152364	1	583	90.3	1.72184788481631
PZE-101147322	1	584	90.4	0.547312815223756
PZE-101149388	1	585	90.6	0.655082267759334
