mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH250	Mo17	W117	EC169	B73
PZE-101002081	1	20	3.6	0.624649983139404	1	-0.986000845505397	-0.0375378231467706	0.239370041874314	-0.990638710583942	-0.300523970747266
PZE-101001587	1	21	4.2	1.42450663786803	1	1	-0.0376264601299339	1	1	1
PZE-101001380	1	22	4.3	1.4245078378299	1	1	-0.0376263561676291	1	1	1
PZE-101003133	1	23	4.5	1.21994065265718	1	1	-0.0377049815432194	0.25425838596354	1	1
PZE-101003135	1	24	4.7	1.18560793822974	1	1	-0.0374827201542397	0.260286853995627	1	-0.202548107971665
PZE-101003026	1	25	4.9	1.17866593045095	1	1	-0.0374755241823109	0.267765820928587	1	-0.202160097748326
PZE-101003031	1	26	5.6	0.686466910066935	1	1	1	1	1	-0.205841572017371
PZA00393.1	1	27	5.7	0.681975287742401	1	1	1	1	1	-0.20798150295295
PZE-101003115	1	28	5.9	0.671285655706145	1	1	1	1	1	-0.213164237147886
PZE-101002367	1	29	6	0.665103245640723	1	1	1	1	1	-0.216220443771081
PZE-101005818	1	30	7.3	0.524920470147581	1	-0.929102874673206	-0.0375300651223996	0.444685571346821	0.874951470784836	-0.286474723543222
PZE-101006745	1	31	9.2	0.426322080812939	1	1	-0.374695018429746	-0.374695018429746	1	1
PZA01022.1	1	32	9.6	0.438846435777984	1	1	-0.364043737303707	-0.364043737303707	1	1
PZE-101009312	1	33	10.6	0.844591013415579	1	-0.503522763798025	-0.0190758699422109	0.44409271430142	0.934080093026168	-0.190381677173884
PZE-101007769	1	34	10.9	0.870604088991218	1	-0.471454866410183	-0.0184997400440405	0.444052433386528	0.940971272616567	-0.184770403552269
PZE-101009670	1	35	11	0.897814939399379	1	-0.461164484735145	-0.0169127967079679	0.453187573474305	0.930828766482215	-0.183080189093199
PZE-101009215	1	36	11.2	0.324563483958262	1	1	1	0.473627069627776	1	1
PZE-101010821	1	37	11.8	1.1044880135758	1	-0.385857569906337	-0.0088920296096241	0.536706636068347	0.849120230531293	-0.171602590777549
PZE-101009528	1	38	12.3	1.30190446347463	1	-0.0498994244629852	-0.0498994244629852	1	-0.0498994244629852	-0.0498994244629852
PZE-101009163	1	39	12.5	1.29919228964295	1	-0.0502120219909282	-0.0502120219909282	1	-0.0502120219909282	-0.0502120219909282
PZE-101010560	1	40	13	1.35163074880202	1	-0.0445009468092502	-0.0445009468092502	1	-0.0445009468092502	-0.0445009468092502
PZE-101010917	1	41	13.5	2.03917647666544	1	-0.00913741864693618	-0.00913741864693618	1	-0.00913741864693618	-0.00913741864693618
PZE-101012517	1	42	13.6	1.37174116404484	1	-0.189282390971463	-0.00604172712949369	0.786256599793213	-0.671224843156958	-0.159901514293633
PZE-101014135	1	43	13.7	1.37157034675973	1	-0.182977888275796	-0.00604214537118586	0.794456528453984	-0.671400634097428	-0.164751559834694
PZE-101014266	1	44	13.8	1.37130178671998	1	-0.176867865905369	-0.00604258594844631	0.80307742433815	-0.671586493042033	-0.169875833557764
PZE-101011048	1	45	14	1.37054064915876	1	-0.165223820335723	-0.00604353187498485	0.821424045089207	-0.67198598402663	-0.180984528126607
PZE-101013818	1	46	14.9	0.0898356986545575	1	1	1	0.813138082615404	1	1
PZE-101014003	1	47	15.3	0.0905913912022411	1	1	1	0.811724414906351	1	1
PZE-101011906	1	48	15.7	0.0910065114813018	1	1	1	0.8109488990114	1	1
PZE-101015469	1	49	16.2	1.53730601836357	1	-0.0958469864245827	-0.00604291757295961	0.817672008087384	-0.453199070492135	-0.215850255156779
PZE-101013772	1	50	16.4	1.55581344603811	1	-0.0976613477191293	-0.00604152867143548	0.818341692346587	-0.435306427354284	-0.202683066283337
PZE-101013713	1	51	16.9	1.59729974537413	1	-0.105012888070851	-0.00603801028015827	0.820625079540123	-0.392869062534766	-0.172973303288782
PZE-101015471	1	52	17.3	1.13745099896748	1	-0.0331438235522148	1	0.40284389364832	-0.0331438235522148	-0.0331438235522148
PZE-101017581	1	53	18.7	0.695149845289473	1	-0.0790691067180649	1	0.4786724756683	-0.401337793227541	-0.195589673866968
PZE-101017779	1	54	19	0.694248503209427	1	-0.0756854039675695	1	0.496286376056714	-0.396193148536597	-0.202858332644239
PZB01915.1	1	55	19.1	0.364874287349599	1	1	1	-0.768940833021465	-0.768940833021465	-0.206753739279597
PZE-101017463	1	56	19.5	0.345540685675972	1	1	1	-0.744484490206834	-0.744484490206834	-0.222986152650805
PZE-101017580	1	57	19.6	0.935683406208637	1	1	-0.0908451782765289	-0.0908451782765289	-0.0908451782765289	-0.228584340941683
PZE-101018214	1	58	19.7	0.938067451841741	1	1	-0.0887218209090539	-0.0887218209090539	-0.0887218209090539	-0.232984639905839
PZE-101017487	1	59	19.9	0.619508542064278	1	1	1	1	1	-0.240154903176183
PZE-101018516	1	60	20.1	0.602792367487455	1	1	1	1	1	-0.24957876566903
PZE-101018023	1	61	20.3	2.65216746519143	1	1	-0.00222757602396939	1	1	-0.00222757602396939
PZE-101018404	1	62	20.6	2.42407514507651	1	-0.17387279171669	-0.002274036291255	-0.17387279171669	-0.17387279171669	-0.002274036291255
PZE-101018668	1	63	20.8	2.04604670701074	1	1	-0.00232410283351703	-0.700221580744225	-0.700221580744225	-0.00232410283351703
PZE-101018057	1	64	20.9	2.04221487835246	1	1	-0.00234883094844895	-0.698555315406514	-0.698555315406514	-0.00234883094844895
PZE-101017262	1	65	21	2.03108915390555	1	1	-0.00241776089103851	-0.696913877238514	-0.696913877238514	-0.00241776089103851
PZE-101018616	1	66	21.1	2.01968454756304	1	1	-0.00249052088274437	-0.69526302202399	-0.69526302202399	-0.00249052088274437
PZE-101018411	1	67	21.2	2.00800049702332	1	1	-0.00256729809996303	-0.693630839655102	-0.693630839655102	-0.00256729809996303
PZE-101017187	1	68	21.3	2.02067631452233	1	1	-0.00247995224495401	-0.698313223303574	-0.698313223303574	-0.00247995224495401
PZE-101018868	1	69	21.4	2.00463289542344	1	1	-0.00258709321076378	-0.69500396471203	-0.69500396471203	-0.00258709321076378
PZE-101019597	1	70	21.5	2.71872608612014	1	-0.000431090291141523	-0.000431090291141523	-0.720703119192728	-0.720703119192728	-0.000431090291141523
PZE-101019781	1	71	21.6	2.73595803769205	1	-0.000413709608895196	-0.000413709608895196	-0.718102625156838	-0.718102625156838	-0.000413709608895196
PZE-101018356	1	72	21.7	2.75270884524219	1	-0.000397507030034494	-0.000397507030034494	-0.715528655264845	-0.715528655264845	-0.000397507030034494
PZE-101019727	1	73	21.8	2.73905314554183	1	-0.000411123475988817	-0.000411123475988817	-0.71548724102082	-0.71548724102082	-0.000411123475988817
PZE-101019853	1	74	21.9	2.74578887965112	1	-0.000404348499804641	-0.000404348499804641	-0.715511353499509	-0.715511353499509	-0.000404348499804641
PZE-101018206	1	75	22.5	2.24498377780733	1	-0.00568874179592282	-0.00568874179592282	-0.00568874179592282	-0.00568874179592282	-0.00568874179592282
PZE-101018567	1	76	22.9	2.43737601569969	1	-0.00110223814025301	-0.00110223814025301	0.447451732746258	-0.00110223814025301	-0.00110223814025301
PZE-101019726	1	77	23	2.96227889730236	1	-0.000297126692329952	-0.000297126692329952	0.456940966695548	-0.000297126692329952	-0.000297126692329952
PZE-101021986	1	78	23.1	3.3256707558797	1	-0.00997207315509008	-0.00108142254591059	0.467886379549373	-0.00997207315509008	-0.00997207315509008
PZE-101020456	1	79	23.6	3.35149260698388	1	-0.000104344359455499	-0.000104344359455499	0.538800695073622	-0.000104344359455499	-0.000104344359455499
PZE-101018818	1	80	23.7	3.41787733810468	1	-8.8739767737156e-05	-8.8739767737156e-05	0.538904661973439	-8.8739767737156e-05	-8.8739767737156e-05
PZE-101019538	1	81	24	1.69819899543715	1	-0.00637226657334611	1	0.5383546557695	-0.00637226657334611	-0.00637226657334611
PZE-101022341	1	82	24.3	1.70241444515559	1	-0.00630394439508342	1	0.538349350081303	-0.00630394439508342	-0.00630394439508342
PZE-101019557	1	83	24.4	1.70347578364552	1	-0.00628685919980732	1	0.538348262087947	-0.00628685919980732	-0.00628685919980732
PZE-101021926	1	84	25.4	1.88343994589179	1	-0.00582485257205623	1	1	-0.00582485257205623	-0.300977573635924
PZE-101021455	1	85	25.7	2.40566259376953	1	-0.00154594198340452	-0.00154594198340452	-0.00154594198340452	-0.00154594198340452	-0.304255952756049
PZE-101024131	1	86	25.9	0.518679361323274	1	1	1	1	1	-0.302914901690251
PZE-101024424	1	87	26.4	0.514661513028896	1	1	1	1	1	-0.305730303172819
PZE-101020931	1	88	26.9	0.508576106912471	1	1	1	1	1	-0.310044401092202
PZE-101021308	1	89	27.6	2.51277975233856	1	-0.00114007778999359	-0.00114007778999359	-0.00114007778999359	-0.00114007778999359	-0.320535482532177
PZE-101025101	1	90	27.7	2.64473695023599	1	-0.000816262501998954	-0.000816262501998954	-0.000816262501998954	-0.000816262501998954	-0.323292828752548
PZE-101024556	1	91	28.2	2.45529010738374	1	-0.00125843816828874	-0.00125843816828874	-0.00125843816828874	-0.00125843816828874	-0.341574202983925
PZE-101026314	1	92	28.6	2.4247757112223	1	-0.00131401732050562	-0.00131401732050562	-0.00131401732050562	-0.00131401732050562	-0.358319576590074
PZE-101026882	1	93	29.1	2.08471233602221	1	-0.0178750904356628	-0.0105001495915861	0.916473332038438	-0.105324244614876	-0.38111170014107
PZE-101024519	1	94	29.4	1.97220308687659	1	-0.0216719922553847	-0.0119219599384164	0.961398178228191	-0.105735097731202	-0.396957851960176
PZE-101027798	1	95	29.5	0.968981931532297	1	1	1	1	-0.107403409572429	1
PZE-101026621	1	96	29.6	0.968981931534368	1	1	1	1	-0.107403409571916	1
PZE-101026386	1	97	29.7	0.968981931533497	1	1	1	1	-0.107403409572132	1
PZE-101027475	1	98	29.8	0.968981931532297	1	1	1	1	-0.107403409572429	1
PZE-101024452	1	99	30	0.968981931532825	1	1	1	1	-0.107403409572298	1
PZE-101027158	1	100	30.4	0.968981932901287	1	1	1	1	-0.10740340923387	1
PZE-101027351	1	101	30.6	0.968981933585734	1	1	1	1	-0.107403409064602	1
PZE-101027807	1	102	30.9	0.968981934611929	1	1	1	1	-0.107403408810819	1
PZB00718.5	1	103	31.1	0.401733991736997	1	1	1	1	1	-0.396520831540917
PZE-101029689	1	104	31.3	0.401796770302165	1	1	1	1	1	-0.396463517412353
PZE-101029759	1	105	31.4	0.401828159397674	1	1	1	1	1	-0.396434863625535
PZE-101026218	1	106	31.5	0.401859548031984	1	1	1	1	1	-0.39640621233059
PZE-101028121	1	107	31.6	0.401890935955396	1	1	1	1	1	-0.396377563755174
PZE-101029820	1	108	31.8	0.401953708660088	1	1	1	1	1	-0.396320275682942
PZE-101028242	1	109	31.9	0.401985092940618	1	1	1	1	1	-0.396291636642345
PZE-101026095	1	110	32	0.40201647550392	1	1	1	1	1	-0.396263001238121
PZE-101029587	1	111	32.1	0.687918825984312	1	1	1	1	1	-0.205154559754064
PZE-101029707	1	112	32.2	1.55836051441375	1	1	-0.0182518794149169	1	1	-0.20523772944428
PZE-101030263	1	113	32.3	1.73916264422307	1	1	-0.0182321277731953	1	1	1
PZE-101029748	1	114	32.4	1.73918012932164	1	1	-0.0182313937456006	1	1	1
PZE-101030925	1	115	32.7	1.24125878027272	1	1	-0.0184549259943658	0.68571237940769	1	1
PZE-101028351	1	116	33.1	1.21328707306476	1	1	-0.0193819320169888	0.728308741727198	1	1
PZE-101028104	1	117	33.4	0.118699263944386	1	1	1	0.760852962685902	1	1
PZE-101031146	1	118	33.7	0.218171431580071	1	1	1	0.605101972193796	1	1
PZE-101031377	1	119	33.9	0.289186920642158	1	1	1	0.513822454448187	1	1
PZE-101032517	1	120	34	0.289187676370556	1	1	1	0.513821560331641	1	1
PZE-101032704	1	121	34.1	0.289188432107349	1	1	1	0.513820666206716	1	1
PZE-101030251	1	122	34.3	2.96658761046586	1	-0.00102216080291628	-0.027062105866197	0.512219792749621	-0.00102216080291628	-0.00102216080291628
PZE-101029123	1	123	34.4	2.95994026142662	1	-0.00100334802403401	-0.0281294910848885	0.51225566956228	-0.00100334802403401	-0.00100334802403401
PZE-101030692	1	124	34.5	1.11113631031224	1	1	-0.0282383595199784	0.519213528924115	1	-0.205351165092284
PZE-101028930	1	125	34.7	1.0871137771216	1	1	-0.0282408737370196	0.589687902572458	1	-0.205412306082037
PZE-101030220	1	126	35	2.36453971610705	1	-0.00366138549054629	-0.0280918055464535	0.566580357028894	-0.00366138549054629	-0.206435767888902
PZE-101029737	1	127	35.1	2.40837216052213	1	-0.00386915600991811	-0.0281539521691516	-0.650724205472415	-0.00386915600991811	-0.650724205472415
PZE-101031077	1	128	35.2	2.40253981051563	1	-0.00391585302681063	-0.0281540808081892	-0.656303070662427	-0.00391585302681063	-0.656303070662427
PZE-101030022	1	129	35.4	2.39984030827046	1	-0.00391523004934646	-0.0281539409818651	-0.667583272182264	-0.00391523004934646	-0.667583272182264
PZE-101032015	1	130	35.7	2.39599707182412	1	-0.00391384772373138	-0.0281537215668348	-0.684736863911658	-0.00391384772373138	-0.684736863911658
PZE-101030211	1	131	35.8	2.70718919610474	1	-0.0037385875984105	-0.028119633736606	1	-0.0037385875984105	-0.204710211237738
PZE-101031636	1	132	35.9	2.75455043640562	1	-0.00331035761098453	-0.0281185305623876	1	-0.00331035761098453	-0.203250083293498
PZA00358.12	1	133	36	2.77746554762743	1	-0.00313012372251253	-0.0281176947670205	1	-0.00313012372251253	-0.201855345975191
PZE-101031655	1	134	36.1	2.77938612703096	1	-0.00312951307063158	-0.0281172097506699	1	-0.00312951307063158	-0.200612678411907
PZE-101033801	1	135	36.3	2.25627962556126	1	-0.00312110751478356	1	1	-0.00312110751478356	-0.198243446703981
PZE-101034101	1	136	36.5	2.25967506799609	1	-0.00311957134355934	1	1	-0.00311957134355934	-0.196257612914902
PZE-101030616	1	137	36.6	2.26120750530554	1	-0.00311884930775885	1	1	-0.00311884930775885	-0.195371259041517
PZE-101033184	1	138	36.7	2.51223323919057	1	-0.00166462620308605	1	1	-0.00166462620308605	-0.194606462706199
PZE-101032956	1	139	37	2.51574180725803	1	-0.00166391710850866	1	1	-0.00166391710850866	-0.19258000831731
PZE-101032974	1	140	37.1	2.51665868841199	1	-0.00166380700190405	1	1	-0.00166380700190405	-0.192043658922069
PZE-101033613	1	141	37.2	2.75995331327307	1	-0.00173798765266064	1	1	-0.00173798765266064	1
PZE-101033119	1	142	37.3	2.39597186057939	1	-0.00177890216394938	-0.259933056336702	-0.259933056336702	-0.00177890216394938	1
PZE-101035119	1	143	37.4	2.39596901636504	1	-0.00177892932035617	-0.259930246206759	-0.259930246206759	-0.00177892932035617	1
PZE-101033489	1	144	37.7	2.29949286861094	1	-0.00170260057220828	-0.258573883814282	-0.258573883814282	-0.00170260057220828	-0.191138696514055
PZE-101032230	1	145	37.8	2.99063256916226	1	-0.00171445561983086	-0.0150447212450263	-0.489895589886327	-0.00171445561983086	-0.489895589886327
PZE-101036310	1	146	37.9	3.08909953439485	1	-0.00164469835831715	-0.015047492332061	-0.348139898983691	-0.00164469835831715	-0.348139898983691
PZE-101036345	1	147	38	3.10431690831276	1	-0.00157974249985404	-0.0150469301271805	-0.348192877047193	-0.00157974249985404	-0.348192877047193
PZD00096.1	1	148	38.3	3.14642218264478	1	-0.00141312669546556	-0.0150452775480762	-0.348402654041751	-0.00141312669546556	-0.348402654041751
PZE-101033622	1	149	38.5	3.17138668465655	1	-0.00132288761575738	-0.0150442006115822	-0.348535086129436	-0.00132288761575738	-0.348535086129436
PZE-101036609	1	150	38.6	1.59377738601172	1	1	-0.0111903279077358	-0.341504104763065	1	-0.341504104763065
PZE-101034427	1	151	38.7	1.71007462092982	1	1	-0.00828798377490658	-0.341439406304042	1	-0.341439406304042
PZE-101036305	1	152	38.8	1.82459238634371	1	1	-0.00617926464045448	-0.341367210611008	1	-0.341367210611008
PZE-101033968	1	153	39	2.03810061340475	1	1	-0.00358288289809972	-0.342292916546916	1	-0.342292916546916
PZE-101036181	1	154	39.2	2.03848170293559	1	1	-0.00357183014049356	-0.343329659648158	1	-0.343329659648158
PZE-101036318	1	155	39.3	2.04016391655686	1	1	-0.00357264249572298	-0.341146190378436	1	-0.341146190378436
PZE-101037191	1	156	39.6	2.03135721431817	1	1	-0.00360130922285384	-0.348173738186992	1	-0.348173738186992
PZE-101038503	1	157	40	2.01194940823207	1	1	-0.00370473417810102	-0.358762755816053	1	-0.358762755816053
PZE-101038492	1	158	40.5	3.78722634405421	1	-0.00159950162233768	-0.00391011947573727	0.521918627544723	-0.00159950162233768	-0.0527418634362995
PZE-101037142	1	159	40.6	3.75980130032373	1	-0.00165912549220748	-0.00397600471282289	0.521688374277905	-0.00165912549220748	-0.0540305738526023
PZE-101039024	1	160	40.7	3.7451182194549	1	-0.00165811256324644	-0.00404891875527247	0.52145282846067	-0.00165811256324644	-0.0554177358516945
PZE-101036799	1	161	40.8	3.72964424223099	1	-0.0016571802749239	-0.0041285350485587	0.521215624456115	-0.0016571802749239	-0.0568959151367319
PZE-101039198	1	162	40.9	3.72218025663998	1	-0.001656964067419	-0.00421526406027217	0.521215028257745	-0.001656964067419	-0.0568958154079777
PZE-101037211	1	163	41.1	3.70589147689815	1	-0.00165650653796889	-0.00441103930114795	0.521213719050471	-0.00165650653796889	-0.0568955778264946
PZE-101038176	1	164	41.2	3.6791771329647	1	-0.00174130325097355	-0.00452095041811473	0.52145739175285	-0.00174130325097355	-0.0568033126215305
PZE-101037244	1	165	41.3	3.67059480276545	1	-0.00173789089976017	-0.00463913835646224	0.521455254478388	-0.00173789089976017	-0.0568033364035417
PZE-101039207	1	166	41.5	3.64713851701369	1	-0.00186343843077974	-0.00490208453650864	0.511847985925407	-0.00186343843077974	-0.0537917702862057
PZE-101039199	1	167	41.9	3.55876370060939	1	-0.00231307950432691	-0.00554960337548727	0.511845439199096	-0.00231307950432691	-0.0484276920127009
PZE-101040838	1	168	42	3.52798855214905	1	-0.00248029004799788	-0.00573983496300445	0.511844306712388	-0.00248029004799788	-0.0474717256562888
PZE-101042009	1	169	42.4	2.99871000113903	1	-0.114038534072699	-0.00663278121786759	0.511552735988923	-0.0127869561473581	-0.0451839448397371
PZE-101039655	1	170	42.5	2.95954753817943	1	-0.125774322773099	-0.00689239343163095	0.511535015370607	-0.0127589454917068	-0.044905367714384
PZE-101039642	1	171	42.6	2.96133142415102	1	-0.125778058735075	-0.00689210968465981	0.511526385751464	-0.0127330684794272	-0.0447499772846995
PZE-101039351	1	172	42.8	3.11969492000725	1	-0.0746653193225995	-0.00689157709757293	0.5183237183504	-0.0126744283314495	-0.0444427227303368
PZE-101039466	1	173	42.9	3.11694956403503	1	-0.0746824514258555	-0.00689182857967319	0.518290560553782	-0.0126962218052707	-0.0447361238435182
PZE-101039469	1	174	43	3.11337879234938	1	-0.0747043347883544	-0.0068921879634728	0.518251675794226	-0.0127191278950194	-0.0451411062075322
PZE-101042041	1	175	43.1	2.97564138383029	1	-0.0974688085842648	-0.00806131950013156	0.518212048780819	-0.0127195497320224	-0.0456579557859896
PZE-101043604	1	176	43.2	2.81763360656285	1	-0.131485067809316	-0.00979174950869532	0.518151396843617	-0.0127192248980347	-0.0462969080209776
PZE-101042048	1	177	43.3	2.6464928351952	1	-0.180425610350439	-0.0123335082516979	0.518068864845936	-0.0127186297210498	-0.0470626584019471
PZE-101041837	1	178	43.4	2.47044860969865	1	-0.247108201061183	-0.0160570863278964	0.517965878553359	-0.0127188151456631	-0.0479598290904892
PZE-101041854	1	179	43.5	2.37045665069106	1	-0.247122636606297	-0.0214803901695666	0.517889765784523	-0.0127159474255268	-0.0489829894121425
PZE-101040783	1	180	43.6	2.26491584960018	1	-0.247157411930351	-0.0293115625866395	0.517807771383404	-0.0127155058954644	-0.0501459224139864
PZE-101043600	1	181	43.8	2.09800272895237	1	-0.246783179343256	-0.0293462732894784	0.517944710663568	-0.0204265285445036	-0.0528227464517042
PZE-101043189	1	182	43.9	1.99873589095028	1	-0.246575373127257	-0.0293646183300801	0.518020122223957	-0.0273011084382661	-0.0543796301971003
PZE-101043682	1	183	44	1.9301084960013	1	-0.246366149349343	-0.0293744363313618	0.518126302948147	-0.0341494783028824	-0.0543700218895981
PZE-101043507	1	184	44.1	1.93889203026365	1	-0.246390500210991	-0.0293724099924674	0.518114027196265	-0.0331779293246793	-0.0543750079352552
PZE-101042156	1	185	44.2	1.9476341011085	1	-0.246414863996445	-0.029370385902287	0.518101792798858	-0.032240280890462	-0.0543797778386346
PZE-101043670	1	186	44.3	1.87071308123347	1	-0.246199088983476	-0.0293810738697983	0.51822453675969	-0.0415639542906583	-0.0543604029586829
PZE-101042424	1	187	44.4	1.79190122736802	1	-0.245987795094772	-0.0293921683941342	0.518347282054287	-0.054193545627037	-0.0543357368638173
PZE-101043512	1	188	44.5	1.71312665526488	1	-0.245785903965847	-0.0294034137496429	0.518467309374121	-0.0710816722644514	-0.0543063691217394
PZE-101045249	1	189	44.6	1.6769978835643	1	-0.245748917621416	-0.029407866808988	0.519116951126376	-0.0694490130373561	-0.0628655800788942
PZE-101045203	1	190	44.9	1.5343830077599	1	-0.245715966333452	-0.0294231855072459	0.520362046420578	-0.0670209670420732	-0.107982566327662
PZE-101045021	1	191	45	1.48041850133956	1	-0.245732450232887	-0.0294287501797027	0.520487670210895	-0.0669873830679751	-0.131940327503045
PZE-101045197	1	192	45.1	1.44976401477721	1	-0.245678693237848	-0.0294342119895311	0.62389994259364	-0.0672362972080984	-0.131978925578985
PZE-101046755	1	193	45.2	1.42446167303559	1	-0.245631555223281	-0.0294400975264079	0.739777057602862	-0.0679660348203507	-0.132007094043333
PZE-101046735	1	194	45.3	1.40925440605946	1	-0.245617369928854	-0.0294412701767569	0.862894988520812	-0.0683245709468947	-0.132022285551319
PZE-101049120	1	195	45.4	1.40925167555422	1	-0.245618687793458	-0.0294412707971715	0.862907444098971	-0.068324694143719	-0.132022290034067
PZE-101044748	1	196	45.5	1.40924894507639	1	-0.245620005691495	-0.0294412714179227	0.862919899833983	-0.0683248173463054	-0.132022294516641
PZE-101045606	1	197	45.6	1.39216484224522	1	-0.262891745910052	-0.0294412514065884	0.86288178055083	-0.0685567231276779	-0.132056152405399
PZE-101048164	1	198	45.7	1.36889666984924	1	-0.289173639264909	-0.0294412395772384	0.862832699739158	-0.0688425788679079	-0.132093044526955
PZE-101048115	1	199	45.8	1.34118237521563	1	-0.32530996194995	-0.0294412404551965	0.862777603012464	-0.0691613087860002	-0.132129792898543
PZE-101048857	1	200	45.9	1.34157775849619	1	-0.324713271646062	-0.0294412395973614	0.862777367900999	-0.0691626310562204	-0.132131041293583
PZE-101046132	1	201	46	1.34196513447054	1	-0.324129029431835	-0.0294412390239347	0.862777117397086	-0.0691640912215691	-0.132132295845973
PZE-101049707	1	202	46.1	1.34770636230553	1	-0.311983452271878	-0.0294423448969203	0.862792050073828	-0.0698380410434977	-0.132135570494822
PZE-101047925	1	203	46.2	1.3521091784133	1	-0.30183291322042	-0.0294451477043868	0.862805182457431	-0.0705885393264961	-0.132138951017713
PZE-101047390	1	204	46.3	1.35493752350564	1	-0.293784004380265	-0.0294479718632681	0.862816120455664	-0.0714186422901114	-0.132142518444327
PZE-101048807	1	205	46.5	1.35516880854263	1	-0.284138216241718	-0.0294536792148217	0.862830396146702	-0.073327367838493	-0.132150414073276
PZE-101048629	1	206	46.6	1.351179942966	1	-0.284140814040263	-0.0294565598990462	0.862833576063759	-0.0743829171198984	-0.132155143812713
PZE-101048744	1	207	46.7	1.34696705902727	1	-0.284143294929581	-0.0294594562325848	0.862836943725227	-0.0755145263701191	-0.132163828176349
PZE-101047517	1	208	46.8	1.25274042356526	1	-0.285532964803032	-0.0294636606957169	0.861770189850523	-0.0771577597454884	-0.186266810737031
PZE-101049395	1	209	46.9	1.16700764182432	1	-0.287156926666962	-0.0294677005294943	0.860451786457	-0.0788219853542718	-0.259450086064216
PZE-101050289	1	210	47	1.09292401799621	1	-0.28900941612544	-0.0294715281979154	0.858945706842132	-0.0804877513929432	-0.353344371100267
PZE-101049995	1	211	47.1	1.03237687901376	1	-0.291086798013715	-0.0294751177195355	0.857328951531434	-0.0821435425947737	-0.466800187515775
PZE-101048890	1	212	47.2	0.896912497558727	1	-0.29025133398587	-0.0544347823933516	0.859194355045339	-0.0811491411352633	-0.404681096450283
PZE-101050621	1	213	47.3	0.76105750379684	1	-0.291979120039633	-0.105061445552057	0.861075029403875	-0.0795885957665556	-0.353170144777534
PZE-101054681	1	214	47.4	0.642737040362974	1	-0.293979008296783	-0.196981527227136	0.862844025537853	-0.0787032500666265	-0.312572096202604
PZE-101053919	1	215	47.5	0.645729509588184	1	-0.296402367206598	-0.194191867840045	0.862828576208379	-0.078180597297726	-0.312627999895744
PZE-101050073	1	216	47.6	0.646480430267036	1	-0.299075363113983	-0.191462146941995	0.86281623342799	-0.0783464483474897	-0.312678818841373
PZE-101050744	1	217	47.8	0.640906324904495	1	-0.305176764628616	-0.186180426703361	0.862802039652009	-0.0809071632122061	-0.312760321135972
PZE-101054136	1	218	47.9	0.634577635595627	1	-0.30860665068817	-0.183627286438974	0.86280054187122	-0.0833902776771239	-0.312788947159981
