mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH304	D09	D06	W117	B73
PZE-101019781	1	69	21.6	0.156300678798255	1	1	-0.767859921791554	1	-0.767859921791554	0.426380285522679
PZE-101018356	1	70	21.7	0.134627104233584	1	1	-0.766606984958748	-0.453835162550396	-0.766606984958748	0.42637882961891
PZE-101019727	1	71	21.8	0.140454533206163	1	1	-0.765436310500072	-0.453837714858461	-0.765436310500072	0.412028089754291
PZE-101019853	1	72	21.9	0.139759031001644	1	1	-0.764265664906386	-0.453840267252766	-0.764265664906386	0.414052902356154
PZE-101018206	1	73	22.5	0.126908589267467	1	1	-0.746605888219613	-0.746605888219613	-0.746605888219613	-0.746605888219613
PZE-101018567	1	74	22.9	0.144840749342615	1	1	-0.563830256350334	-0.563830256350334	0.563371178827086	-0.563830256350334
PZE-101019726	1	75	23	0.151110816060576	1	1	-0.546753712747442	-0.546753712747442	0.564058292972755	-0.546753712747442
PZE-101021986	1	76	23.1	0.151118605180267	1	1	-0.54608038039156	-0.54608038039156	0.564753175764121	-0.54608038039156
PZE-101020456	1	77	23.6	0.150992093463276	1	1	-0.543066579323012	-0.543066579323012	0.568345551593816	-0.543066579323012
PZE-101018818	1	78	23.7	0.150933090800584	1	1	-0.542535025785648	-0.542535025785648	0.569087896212075	-0.542535025785648
PZE-101019538	1	79	24	0.165599634840258	1	1	-0.506058753339768	-0.506058753339768	0.571363349198383	-0.506058753339768
PZE-101022341	1	80	24.3	0.165759351142924	1	1	-0.503839740354411	-0.503839740354411	0.573712175692186	-0.503839740354411
PZE-101019557	1	81	24.4	0.165788353822901	1	1	-0.503147313332749	-0.503147313332749	0.574511580824087	-0.503147313332749
PZE-101021926	1	82	25.4	0.337088120693197	1	1	1	1	1	0.460163194513583
PZE-101021455	1	83	25.7	0.332201721945824	1	1	1	1	1	0.465369887404301
PZE-101024131	1	84	25.9	0.328667090869479	1	1	1	1	1	0.469172889566932
PZE-101024424	1	85	26.4	0.318919292675216	1	1	1	1	1	0.47982260841807
PZE-101020931	1	86	26.9	0.307996465284326	1	1	1	1	1	0.492043540399469
PZE-101021308	1	87	27.6	0.151781867918533	1	1	1	1	0.604590514063315	0.511570371135268
PZE-101025101	1	88	27.7	0.152231806071894	1	1	1	1	0.60567347610223	0.509774504411949
PZE-101024556	1	89	28.2	0.299273733441091	1	1	1	1	1	0.502026065492707
PZE-101026314	1	90	28.6	0.303302872932187	1	1	1	1	1	0.497390088775487
PZE-101024519	1	91	29.4	0.153318679790302	1	-0.255953898665355	-0.411362631391015	-0.578571094053856	0.625397885834002	0.492503251339527
PZE-101027798	1	92	29.5	0.16427555072934	1	-0.254433303835236	-0.376585069146694	-0.578569207766616	0.626634054028841	0.492503229343707
PZE-101026621	1	93	29.6	0.176251898680316	1	-0.252926099908745	-0.343760950568524	-0.578567321479702	0.62787844996868	0.492503207348542
PZE-101026386	1	94	29.7	0.174703896480067	1	-0.251432321961549	-0.349763659242641	-0.578566891643488	0.629131032695787	0.492503185353718
PZE-101027475	1	95	29.8	0.20038947253838	1	1	1	1	0.630391759577682	1
PZE-101024452	1	96	30	0.198639195374598	1	1	1	1	0.632937466919998	1
PZE-101027158	1	97	30.4	0.195094546532417	1	1	1	1	0.638124550436777	1
PZE-101027807	1	98	30.9	0.190586144774162	1	1	1	1	0.644783410735512	1
PZB00718.5	1	99	31.1	0.307369804528391	1	1	1	1	1	0.492754042047658
PZE-101029689	1	100	31.3	0.307329570647284	1	1	1	1	1	0.492799693850131
PZE-101029759	1	101	31.4	0.307309453230917	1	1	1	1	1	0.49282252187733
PZE-101026218	1	102	31.5	0.307289335711933	1	1	1	1	1	0.492845351078447
PZE-101028121	1	103	31.6	0.145626078907685	1	1	1	1	0.654418985793712	0.492868181270785
PZE-101029820	1	104	31.8	0.144849713298664	1	1	1	1	0.657236284983822	0.492913843896817
PZE-101028242	1	105	31.9	0.144461750472566	1	1	1	1	0.658655282092082	0.492936675965172
PZE-101026095	1	106	32	0.144073991892914	1	1	1	1	0.660081074717445	0.492959508293152
PZE-101029587	1	107	32.1	0.0551153847716644	1	1	1	1	0.661513583966476	0.803167464699628
PZE-101029707	1	108	32.2	0.054733887020713	1	1	1	1	0.662952729554488	0.803203580138886
PZE-101029748	1	109	32.4	0.0539719343706261	1	1	1	1	0.665850601770256	0.803275811554624
PZE-101030925	1	110	32.7	0.173766353720868	1	1	1	1	0.670245097892852	1
PZE-101028351	1	111	33.1	0.169931405186265	1	1	1	1	0.676189768018442	1
PZE-101028104	1	112	33.4	0.167038451344442	1	1	1	1	0.680709087749898	1
PZE-101031146	1	113	33.7	0.164133404755802	1	1	1	1	0.685277693393896	1
PZE-101031377	1	114	33.9	0.162190994494936	1	1	1	1	0.688349506681253	1
PZE-101032517	1	115	34	0.161218301784807	1	1	1	1	0.689892936165629	1
PZE-101032704	1	116	34.1	0.16024471772951	1	1	1	1	0.691441245466235	1
PZE-101030251	1	117	34.3	0.363691284329865	1	1	-0.217519841313895	-0.217519841313895	0.694552092329124	-0.217519841313895
PZE-101029123	1	118	34.4	0.364618449664403	1	1	-0.216625794861081	-0.216625794861081	0.696114422346299	-0.216625794861081
PZE-101030692	1	119	34.5	0.30368975543466	1	1	-0.140790334408545	-0.140790334408545	0.697681217157612	0.803275847674283
PZE-101028930	1	120	34.7	0.303152045897312	1	1	-0.140790846554572	-0.140790846554572	0.700827778237215	0.803275847674106
PZE-101030220	1	121	35	0.267031641550888	1	1	-0.162482377790233	-0.162482377790233	0.705578446043525	0.803275847674812
PZE-101029737	1	122	35.1	0.266689057110548	1	1	-0.162539104500948	-0.162539104500948	0.707169790975942	0.803275847675077
PZE-101031077	1	123	35.2	0.255512328668407	1	1	-0.17010976837649	-0.17010976837649	0.708764849191331	0.803275847675165
PZE-101030022	1	124	35.4	0.254784348202719	1	1	-0.170267561611493	-0.170267561611493	0.711965667403328	0.80327584767543
PZE-101032015	1	125	35.7	0.262741720960246	1	1	-0.16418132675827	-0.16418132675827	0.716791996497553	0.803275852959426
PZE-101030211	1	126	35.8	0.437119642294718	1	1	-0.162482793266801	-0.162482793266801	1	0.803293465172049
PZE-101031636	1	127	35.9	0.352669383215811	1	1	-0.211362458958648	-0.211362458958648	1	0.803311078985123
PZA00358.12	1	128	36	0.353077411356242	1	1	-0.211086354190296	-0.211086354190296	1	0.803328694258186
PZE-101031655	1	129	36.1	0.330971860938484	1	1	-0.226584939363802	-0.226584939363802	1	0.803346310850189
PZE-101033801	1	130	36.3	0.331812510437224	1	1	-0.225967504701397	-0.225967504701397	1	0.803381547428502
PZE-101034101	1	131	36.5	0.332652281078573	1	1	-0.225352727793611	-0.225352727793611	1	0.803416787591918
PZE-101030616	1	132	36.6	0.333071823169236	1	1	-0.225046341246724	-0.225046341246724	1	0.80343440866622
PZE-101033184	1	133	36.7	0.164526804505537	1	1	-0.25214037362561	-0.25214037362561	0.733061168257519	0.803452030213887
PZE-101032956	1	134	37	0.163866489113008	1	1	-0.252150634893216	-0.252150634893216	0.737984720754959	0.803504896289127
PZE-101032974	1	135	37.1	0.163651927106109	1	1	-0.252150635235156	-0.252150635235156	0.739629252309007	0.803522518321675
PZE-101033119	1	136	37.3	0.163227039714857	1	1	-0.252150635235495	-0.252150635235495	0.742922669772677	0.803557761551249
PZE-101035119	1	137	37.4	0.163016739761206	1	1	-0.252150635235074	-0.252150635235074	0.744571334333237	0.803575382466667
PZE-101033489	1	138	37.7	0.162394559885779	1	1	-0.252150635235536	-0.252150635235536	0.74952382994048	0.803628240722789
PZE-101032230	1	139	37.8	0.153211228959493	1	1	-0.252150635460176	-0.252150635460176	0.751176464219095	0.992862782219683
PZE-101036310	1	140	37.9	0.161294059342248	1	1	-0.252152882163361	-0.252152882163361	0.752829818297513	-0.811178138291655
PZE-101036345	1	141	38	0.161094306085748	1	1	-0.252155128942298	-0.252155128942298	0.754483784021971	-0.811159271889944
PZD00096.1	1	142	38.3	0.160499037363156	1	1	-0.25216186955148	-0.25216186955148	0.759448277198081	-0.811159266248607
PZE-101033622	1	143	38.5	0.160109848892316	1	1	-0.252166363339308	-0.252166363339308	0.762759038513922	-0.8111592624875
PZE-101036609	1	144	38.6	0.259857188337565	1	1	-0.276194282829254	-0.276194282829254	0.916602537023863	0.916602537023863
PZE-101034427	1	145	38.7	0.0372423235312915	1	1	1	1	0.917820336865054	0.917820336865054
PZE-101036305	1	146	38.8	0.0366670581136621	1	1	1	1	0.919036884998165	0.919036884998165
PZE-101033968	1	147	39	0.0359022344338967	1	1	1	1	0.920656800734315	0.920656800734315
PZE-101036181	1	148	39.2	0.0351396003517518	1	1	1	1	0.922274921894198	0.922274921894198
PZE-101036318	1	149	39.3	0.0338173913873124	1	1	1	1	0.925087065261275	0.925087065261275
PZE-101038503	1	150	40	0.0201813789340889	1	1	1	1	0.787530311464782	-0.886707432097753
PZE-101038492	1	151	40.5	0.125276780934666	1	1	-0.285091309238083	-0.285091309238083	0.795728169575644	-0.942008663627489
PZE-101037142	1	152	40.6	0.129007145913631	1	1	-0.278915950093457	-0.278915950093457	0.797362237524947	-0.953034613985269
PZE-101039024	1	153	40.7	0.128116875582268	1	1	-0.279709659868597	-0.279709659868597	0.798994266794823	-0.964019486032216
PZE-101036799	1	154	40.8	0.127278878749007	1	1	-0.28051233102804	-0.28051233102804	0.800624171985515	-0.974951149872523
PZE-101037211	1	155	41.1	0.131208932744244	1	1	-0.274146625318463	-0.274146625318463	0.805500305100621	-0.974954420521262
PZE-101038176	1	156	41.2	0.144027820117929	1	1	-0.256510753370952	-0.256510753370952	0.807120881396804	-0.974954420779003
PZE-101037244	1	157	41.3	0.143137543250772	1	1	-0.257477295801117	-0.257477295801117	0.808738922762384	-0.974955902513276
PZE-101039207	1	158	41.5	0.168533883479282	1	1	-0.226882706925448	-0.226882706925448	0.811967086317618	0.995115405341086
PZE-101039199	1	159	41.9	0.323546564308256	1	1	-0.230582736973395	-0.230582736973395	0.818389598969905	-0.230582736973395
PZE-101040838	1	160	42	0.319380718090139	1	1	-0.233564992019214	-0.233564992019214	0.819987750332914	-0.233564992019214
PZE-101042009	1	161	42.4	0.302351259398123	1	1	-0.246286177713372	-0.246286177713372	0.826348320837129	-0.246286177713372
PZE-101039655	1	162	42.5	0.298016082113823	1	1	-0.249666176310609	-0.249666176310609	0.827930114547755	-0.249666176310609
PZE-101039624	1	163	42.6	0.293651925706107	1	1	-0.253129386901181	-0.253129386901181	0.829508436681624	-0.253129386901181
PZE-101039351	1	164	42.8	0.284856557850646	1	1	-0.260299028637419	-0.260299028637419	0.832654411508887	-0.260299028637419
PZE-101039466	1	165	42.9	0.137886749947271	1	1	-0.378482601188067	-0.4859532140484	0.834221939755428	-0.378482601188067
PZE-101039469	1	166	43	0.137682855366058	1	1	-0.378667667271019	-0.485955033659133	0.835785747531737	-0.378667667271019
PZE-101042341	1	167	43.1	0.17539393827464	1	1	-0.544511633687898	-0.506892201080183	-0.544511633687898	-0.544511633687898
PZE-101043604	1	168	43.2	0.11384669408597	1	1	-0.412060648464281	-0.533204986702526	-0.412060648464281	0.790350539651638
PZE-101043094	1	169	43.3	0.114571174713476	1	1	-0.392090448771763	-0.564360664398689	-0.392090448771763	0.787775141234575
PZE-101041837	1	170	43.4	0.114862742108018	1	1	-0.391928630566673	-0.564363992990587	-0.391928630566673	0.785438708401421
PZE-101041854	1	171	43.5	0.115131787635156	1	1	-0.391769847792345	-0.564367321635109	-0.391769847792345	0.783349471178717
PZE-101041588	1	172	43.6	0.115376959008217	1	1	-0.391614087047115	-0.564370650304698	-0.391614087047115	0.781513098287726
PZE-101043600	1	173	43.8	0.115500526566636	1	1	-0.391322125528497	-0.564370650969717	-0.391322125528497	0.781512756518146
PZE-101043189	1	174	43.9	0.115560478177129	1	1	-0.391180611249035	-0.564370651303659	-0.391180611249035	0.781512585637079
PZE-101043682	1	175	44	0.11561799406385	1	1	-0.391044892064166	-0.564370651303226	-0.391044892064166	0.781512585620241
PZE-101043507	1	176	44.1	0.115674296623137	1	1	-0.390912115175231	-0.564370651302959	-0.390912115175231	0.781512585602932
PZE-101042156	1	177	44.2	0.155895403531866	1	1	-0.184553470218149	-0.564370649986252	0.854240809869622	0.781512585551948
PZE-101045145	1	178	44.3	0.155808407628073	1	1	-0.18456389395774	-0.56435748084426	0.855751273481805	0.78151207480824
PZE-101042424	1	179	44.4	0.155722528835726	1	1	-0.184574318406814	-0.564344311903819	0.857257290695528	0.781511564067111
PZE-101043512	1	180	44.5	0.155637760070048	1	1	-0.184584743481692	-0.564331143270417	0.858758818118118	0.78151105333328
PZE-101045249	1	181	44.6	0.0974261728642127	1	1	-0.325394092943341	-0.448107999780242	0.860255813454472	0.776668732838559
PZE-101044585	1	182	44.9	0.0980297016394736	1	1	-0.325447827141564	-0.448078369737204	0.864719200296585	0.765829573230174
PZE-101045021	1	183	45	0.0981349515752392	1	1	-0.325465739972356	-0.448068493858345	0.866197666025006	0.763596635470631
PZE-101044115	1	184	45.1	0.0980731251243667	1	1	-0.32546574176411	-0.448068492869975	0.867671404393424	0.763596448216552
PZE-101046755	1	185	45.2	0.0980122179104467	1	1	-0.325465743555452	-0.44806849188221	0.869140379532044	0.763596260965739
PZE-101046128	1	186	45.3	0.0979522230849037	1	1	-0.325465745347221	-0.448068490894669	0.870604556614575	0.763596073718983
PZE-101049120	1	187	45.4	0.0978931342125184	1	1	-0.325465745347135	-0.448068490895072	0.872063901847082	0.763595886477728
PZE-101046859	1	188	45.5	0.0978349438980644	1	1	-0.325465745347405	-0.448068490894893	0.87351838246174	0.763595699243917
PZE-101048164	1	189	45.7	0.0977212310008857	1	1	-0.325465745347576	-0.448068490894938	0.876412623829262	0.763595324803821
PZE-101048115	1	190	45.8	0.0976656943577964	1	1	-0.325465745346993	-0.448068490894736	0.877852324081342	0.763595137600633
PZE-101048857	1	191	45.9	0.0976110113001313	1	1	-0.32546574418668	-0.448068491100167	0.879287038697664	0.763595172903932
PZE-101046132	1	192	46	0.0975612395575378	1	1	-0.325454138611413	-0.448070549315136	0.880716739890041	0.763595208207164
PZE-101049707	1	193	46.1	0.138400111229809	1	1	-0.230730356865744	-0.480153670591243	0.882141400835166	0.763949289197577
PZE-101047390	1	194	46.3	0.138231064330247	1	1	-0.230715615966269	-0.480161429818549	0.884975499468265	0.764662796884842
PZE-101049608	1	195	46.5	0.138065371142802	1	1	-0.230700876669791	-0.480169189868944	0.887789138958388	0.765383378737735
PZE-101048629	1	196	46.6	0.138164713125883	1	1	-0.230700875932679	-0.480169538197078	0.889188229441778	0.763597833820489
PZE-101048744	1	197	46.7	0.138110556383395	1	1	-0.230700875195917	-0.480169886531035	0.890582138460188	0.763603118064882
PZE-101047517	1	198	46.8	0.133876799234049	1	1	-0.230700874458822	-0.480170234868033	0.891970845664298	0.819313432638848
PZE-101049395	1	199	46.9	0.13077803630145	1	1	-0.230700873721691	-0.480170583204921	0.893354331583785	0.876758957268512
PZE-101053708	1	200	47.1	0.373804941177116	1	-0.159466373929034	-0.170225086904776	-0.170225086904776	0.896105566039801	0.993632034494528
PZE-101048890	1	201	47.2	0.374283813162562	1	-0.159545842142904	-0.170224329866644	-0.170224329866644	0.896105703088315	-0.948616169223687
PZE-101054681	1	202	47.4	0.381346069999473	1	-0.159714027011502	-0.168723947530135	-0.168723947530135	0.896105977185898	-0.838292616482052
PZE-101053919	1	203	47.5	0.379456757521876	1	-0.159714035667496	-0.170208498682241	-0.170208498682241	0.896105977199157	-0.838287335679299
PZE-101053696	1	204	47.6	0.379466931855536	1	-0.159714044323627	-0.170200765067402	-0.170200765067402	0.896105977212588	-0.838282054819382
PZE-101052571	1	205	47.8	0.379487281103621	1	-0.159714061636109	-0.170185298767754	-0.170185298767754	0.896105977261661	-0.838271493095879
PZE-101054136	1	206	47.9	0.485820107179466	1	-0.159714070292297	-0.10683890947121	-0.10683890947121	0.896105977286457	-0.838266212317168
PZE-101054372	1	207	48	0.485701998481125	1	-0.159713494683236	-0.106891961863863	-0.106891961863863	0.896105977311252	-0.838260931649955
PZA00192.7	1	208	48.1	0.465205218346685	1	-0.154431172183327	-0.120341921024931	-0.120341921024931	0.89610622302147	-0.83826093112191
PZE-101055086	1	209	48.2	0.468614450399613	1	-0.150112720296547	-0.121930370617727	-0.121930370617727	0.896106468732799	-0.838260931122019
PZE-101052294	1	210	48.4	0.425878571787108	1	-0.144439524517342	-0.152368701789794	-0.152368701789794	0.901245645661038	-0.838260931121802
PZE-101055111	1	211	48.5	0.427439224430825	1	-0.143101302939925	-0.152654854047828	-0.152654854047828	0.903975774896026	-0.838260931121475
PZE-101053934	1	212	48.6	0.403834666299887	1	-0.142761095058392	-0.170127841715556	-0.170127841715556	0.906804028350319	-0.838260931121584
PZE-101053954	1	213	48.7	0.402695454829272	1	-0.14341000643721	-0.170128836446941	-0.170128836446941	0.90972258805457	-0.838260931121584
PZE-101050072	1	214	48.8	0.406985453854553	1	-0.145032952156444	-0.164833273680508	-0.164833273680508	0.912722847728465	-0.838260931121366
PZE-101055223	1	215	48.9	0.401435759993408	1	-0.147608788704947	-0.165963753634073	-0.165963753634073	0.915795539103257	-0.838260931121366
PZE-101055906	1	216	49	0.396942134944999	1	-0.151110326796877	-0.165336528697122	-0.165336528697122	0.918930872961293	-0.838260931121366
PZE-101053510	1	217	49.1	0.397769504005027	1	-0.151110722192618	-0.164711687530896	-0.164711687530896	0.918933438688499	-0.838260931121149
PZE-101054452	1	218	49.3	0.399426639265538	1	-0.151111513026792	-0.163469159356384	-0.163469159356384	0.918938570267107	-0.838260931121258
PZE-101054366	1	219	49.5	0.401086871916085	1	-0.151112303896583	-0.162236173716625	-0.162236173716625	0.918943701871818	-0.838260931121258
PZE-101056000	1	220	49.6	0.35593702273221	1	-0.151112699337032	-0.200473262771425	-0.200473262771425	0.918946267632752	-0.838260931121366
PZE-101054371	1	221	49.8	0.354735389099242	1	-0.151112319928298	-0.200481700494936	-0.200481700494936	0.964994445196254	-0.838260931121366
PZE-101055260	1	222	49.9	0.354488634967133	1	-0.15111213022674	-0.200485919469182	-0.200485919469182	0.988402740413419	-0.838260931121149
PZE-101056102	1	223	50	0.354489487376014	1	-0.151111940529195	-0.200485803329099	-0.200485803329099	-0.98831348248749	-0.838260931121366
PZE-101054527	1	224	50.1	0.358370357321432	1	-0.149335848735965	-0.199323374971469	-0.199323374971469	-0.973784815433049	-0.838260931121366
PZE-101055259	1	225	50.2	0.359620736906601	1	-0.147804237997818	-0.200484088883566	-0.200484088883566	-0.959133994502199	-0.838260931121584
PZE-101055565	1	226	50.3	0.363815498701293	1	-0.146520198720335	-0.198582717417424	-0.198582717417424	-0.944395786750659	-0.838260931121475
PZE-101056687	1	227	50.5	0.474872882769616	1	-0.0676668219741364	-0.0676668219741364	-0.0676668219741364	-0.914803567099142	-0.838260931121693
PZE-101057232	1	228	51.3	0.486956621511418	1	-0.066989054686134	-0.066989054686134	-0.066989054686134	-0.800383792993084	-0.838260931122237
PZE-101057532	1	229	51.6	0.745510132148306	1	-0.0693315576733651	-0.0693315576733651	-0.0693315576733651	-0.713886691942929	-0.713886691942929
PZA00240.6	1	230	51.9	0.745509304571929	1	-0.0693318652210959	-0.0693318652210959	-0.0693318652210959	-0.713883156596205	-0.713883156596205
PZE-101057000	1	231	52.1	0.48246933407495	1	-0.0693320092991748	-0.0693320092991748	-0.0693320092991748	-0.758090065106188	-0.838275100702848
PZE-101058205	1	232	52.2	0.029944741113313	1	1	1	1	-0.756380256877516	-0.8382821846385
PZE-101057783	1	233	52.4	0.213135263915881	1	1	-0.195982157806224	-0.195982157806224	-0.75296013679815	-0.838296352642743
PZE-101058312	1	234	52.6	0.213586891479548	1	1	-0.195971041294773	-0.195971041294773	-0.749540223772316	-0.83831052044578
PZE-101058806	1	235	52.7	0.275675697552928	1	1	-0.147915781820777	-0.147915781820777	-0.747830678223804	-0.910529564406737
PZE-101060218	1	236	52.8	0.341184481704432	1	1	-0.113544334939186	-0.113544334939186	-0.746121586376289	-0.984002797411572
PZE-101060335	1	237	52.9	0.342202387903901	1	1	-0.113541495684563	-0.113541495684563	-0.744413084178071	0.943591516245723
