mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH304	F252	D09	F618	D06
PZE-101017487	1	51	19.9	0.115653917415107	1	1	0.96826385771848	0.96826385771848	0.96826385771848	-0.466177061771761
PZE-101018404	1	52	20.6	0.309457572687241	1	1	-0.33020402140053	-0.33020402140053	0.340626043359893	-0.453737545321119
PZE-101018668	1	53	20.8	0.229901153179227	1	1	-0.260958974592083	-0.786113068860223	0.340626043367615	-0.449787999586007
PZE-101018057	1	54	20.9	0.231248815015531	1	1	-0.260958251537792	-0.777940091921485	0.340626043370925	-0.447924839484162
PZE-101017262	1	55	21	0.228178143736268	1	1	-0.266114661095188	-0.780412687581052	0.340626043371106	-0.446109243328782
PZE-101018411	1	56	21.2	0.161117785208178	1	1	-0.276738191683796	-0.785983620540917	0.647075815660235	0.647075815660235
PZE-101017187	1	57	21.3	0.0291700405413119	1	1	-0.803132680184727	-0.788181509074298	-0.803132680184727	-0.803132680184727
PZE-101019597	1	58	21.5	0.106109374879109	1	1	1	-0.783232364797095	1	1
PZE-101019781	1	59	21.6	0.107480845262851	1	1	1	-0.780762875246973	1	1
PZE-101018400	1	60	21.7	0.108845903053841	1	1	1	-0.778312663986975	1	1
PZE-101019727	1	61	21.8	0.108846039183761	1	1	1	-0.778312420024345	1	1
PZE-101019853	1	62	21.9	0.108846175316797	1	1	1	-0.778312176056206	1	1
PZE-101018206	1	63	22.5	0.156403063944477	1	1	-0.697584682860474	-0.697584682860474	-0.697584682860474	-0.697584682860474
PZE-101018567	1	64	22.9	0.157632043352995	1	1	-0.695613427504528	-0.695613427504528	-0.695613427504528	-0.695613427504528
PZE-101019726	1	65	23	0.171659480887387	1	1	-0.673504526857453	-0.673504526857453	-0.673504526857453	-0.673504526857453
PZE-101020844	1	66	23.4	0.447347602807485	1	1	-0.210912365412864	-0.210912365412864	0.481723421880884	-0.210912365412864
PZE-101021745	1	67	23.5	0.424444040226365	1	1	-0.21367598163359	-0.21367598163359	0.522837152629976	-0.21367598163359
PZE-101020456	1	68	23.6	0.415020404945547	1	1	-0.216603052974561	-0.216603052974561	0.535202512761178	-0.216603052974561
PZE-101018818	1	69	23.7	0.413775891075721	1	1	-0.219694508130087	-0.219694508130087	0.527532264445204	-0.219694508130087
PZE-101019538	1	70	24	0.331717475386515	1	1	-0.290731876234176	-0.290731876234176	0.521266700633063	-0.290731876234176
PZE-101022341	1	71	24.3	0.335869972388369	1	1	-0.289244356758175	-0.289244356758175	0.515144597639938	-0.289244356758175
PZE-101019557	1	72	24.4	0.334298829700791	1	1	-0.288752195728554	-0.288752195728554	0.519909499702805	-0.288752195728554
PZE-101021926	1	73	25.4	0.0314686908955522	1	1	-0.797273269665274	-0.778749190062833	-0.797273269665274	-0.778749190062833
PZE-101021455	1	74	25.7	0.0301588586820056	1	1	-0.807372187204343	-0.77805812970621	-0.807372187204343	-0.77805812970621
PZE-101020931	1	75	26.9	0.0252069806734967	1	1	-0.849014158830291	-0.777515376126777	-0.849014158830291	-0.777515376126777
PZE-101021308	1	76	27.6	0.0416825481906032	1	1	-0.90848435307942	-0.90848435307942	-0.90848435307942	-0.90848435307942
PZE-101024556	1	77	28.2	0.184530885174556	1	1	-0.577358929973253	-0.577358929973253	0.462734458450223	-0.577358929973253
PZE-101026314	1	78	28.6	0.144175442159849	1	1	-0.574865953475814	-0.574865953475814	0.554484689092146	-0.574865953475814
PZE-101024519	1	79	29.4	0.0554891283750221	1	1	-0.712834377125237	-0.666260913674479	0.55451052833988	-0.666260913674479
PZE-101026621	1	80	29.6	0.0557314468003075	1	1	-0.712833026596779	-0.664487893251426	0.554516988249358	-0.664487893251426
PZE-101026386	1	81	29.7	0.0558528975361122	1	1	-0.712832351322598	-0.663604408144437	0.554520218076491	-0.663604408144437
PZE-101024452	1	82	30	0.0507522484959608	1	1	-0.712830325526976	-0.660966343182328	0.582996270713965	-0.660966343182328
PZE-101027182	1	83	30.4	0.0847031507003426	1	1	-0.686414063462765	1	0.633699283204084	1
PZE-101027351	1	84	30.6	0.0878010746540309	1	1	-0.673734373234663	1	0.633701943535191	1
PZE-101027807	1	85	30.9	0.0925354333286226	1	1	-0.655470341424783	1	0.633705934087476	1
PZE-101026218	1	86	31.5	0.103735370471373	1	1	-0.621981249200876	1	0.628114512089682	1
PZE-101028121	1	87	31.6	0.102097739470667	1	1	-0.621979715040745	1	0.633695531526452	1
PZE-101029820	1	88	31.8	0.179860937947057	1	1	-0.621976646689553	1	0.444284749398934	1
PZE-101028242	1	89	31.9	0.179472086181881	1	1	-0.621975112523337	1	0.44498340808687	1
PZE-101026095	1	90	32	0.179079794845683	1	1	-0.621973578378838	1	0.445689963899638	1
PZE-101029587	1	91	32.1	0.229229973741324	1	1	-0.61194246841311	1	0.371606008529653	1
PZE-101029707	1	92	32.2	0.232381650930067	1	1	-0.602094838597105	1	0.371599401288583	1
PZE-101029748	1	93	32.4	0.11446296240794	1	1	-0.583001716495534	-0.848335730982468	0.3715861872313	-0.848335730982468
PZE-101028351	1	94	33.1	0.134461649600605	1	1	-0.523571687763113	-0.644918573205166	1	-0.644918573205166
PZE-101028104	1	95	33.4	0.135196439321963	1	1	-0.523567899424783	-0.642302651706359	1	-0.642302651706359
PZE-101030251	1	96	34.3	0.149519748640031	1	1	-0.496402117981275	-0.634547714550864	1	-0.634547714550864
PZE-101029123	1	97	34.4	0.150075409589184	1	1	-0.495738822543398	-0.633700329756766	1	-0.633700329756766
PZE-101030875	1	98	34.5	0.30474710699804	1	1	-0.495738779259757	1	1	1
PZE-101028930	1	99	34.7	0.125951002256342	1	1	-0.495738692705534	0.733437304510201	0.733437304510201	0.733437304510201
PZE-101030220	1	100	35	0.164825479095242	1	1	-0.495739152462183	-0.628608711209376	0.372982108792729	-0.628608711209376
PZE-101029737	1	101	35.1	0.165676403347676	1	1	-0.495739305764193	-0.627768084409564	0.371585508576139	-0.627768084409564
PZE-101031077	1	102	35.2	0.164956088088949	1	1	-0.498566880651079	-0.626926371864325	0.371585387234943	-0.626926371864325
PZE-101030022	1	103	35.4	0.161185068568507	1	1	-0.512026557253896	-0.625252047492073	0.371585101972436	-0.625252047492073
PZE-101032015	1	104	35.7	0.120604771071295	1	1	-0.686121851601154	-0.650554273665541	0.367334847264822	-0.650554273665541
PZE-101030561	1	105	35.8	0.108035567244508	1	1	-0.754677742217402	-0.660615313126179	0.371562744210115	-0.660615313126179
PZE-101031636	1	106	35.9	0.215472786176177	1	1	1	-0.659744742333757	0.371555688973169	-0.659744742333757
PZA00358.12	1	107	36	0.215707354158356	1	1	1	-0.658877104358586	0.371548633887418	-0.658877104358586
PZE-101032249	1	108	36.1	0.270168648482356	1	1	1	-0.658012416278988	0.305916093942403	-0.658012416278988
PZE-101030616	1	109	36.6	0.190688535864129	1	1	1	0.64463141181083	0.64463141181083	0.64463141181083
PZE-101033184	1	110	36.7	0.354120024937483	1	1	1	0.442466072162966	0.442466072162966	0.442466072162966
PZE-101032956	1	111	37	0.321806578827026	1	1	1	0.476643221517045	0.476643221517045	0.476643221517045
PZE-101032974	1	112	37.1	0.311036991576041	1	1	1	0.488610739539084	0.488610739539084	0.488610739539084
PZE-101033613	1	113	37.2	0.300292475215286	1	1	1	0.500849823177624	0.500849823177624	0.500849823177624
PZE-101033119	1	114	37.3	0.541910508712204	1	1	1	-0.51154475166376	0.150746156008078	-0.51154475166376
PZE-101033489	1	115	37.7	0.576520428610356	1	1	1	-0.442300955379034	0.150747651670259	-0.442300955379034
PZE-101032230	1	116	37.8	0.563334560464445	1	1	-0.451253361119503	-0.451253361119503	0.154550821218959	-0.451253361119503
PZE-101035737	1	117	38.3	0.332491895755899	1	1	-0.44873094858321	-0.44873094858321	0.327861411545556	-0.44873094858321
PZE-101033622	1	118	38.5	0.335020313444603	1	1	-0.447736782845375	-0.447736782845375	0.325566959523345	-0.447736782845375
PZE-101036609	1	119	38.6	0.414171952158019	1	1	1	1	0.38532576370491	1
PZE-101034427	1	120	38.7	0.171517107099884	1	1	-0.837092788578879	1	0.38724079075653	1
PZE-101036305	1	121	38.8	0.170758577217192	1	1	-0.851080132009715	1	0.386120017671985	1
PZE-101033968	1	122	39	0.169618129311407	1	1	-0.879358463937543	1	0.383929292439949	1
PZE-101035341	1	123	39.2	0.182384345464391	1	1	-0.907959954702075	1	0.363273546414769	1
PZE-101036318	1	124	39.3	0.181545359024914	1	1	-0.922350068149362	1	0.363273160839482	1
PZE-101037191	1	125	39.6	0.179883906781221	1	1	-0.965719932276427	1	0.363272326825962	1
PZE-101038611	1	126	40.5	0.663741039805512	1	1	1	-0.139257868172714	0.3508169608646	-0.139257868172714
PZE-101037142	1	127	40.6	0.684463730923849	1	1	1	-0.130919109450825	0.350816960994248	-0.130919109450825
PZE-101038989	1	128	40.7	0.705377002424768	1	1	1	-0.123064353402454	0.350816961125421	-0.123064353402454
PZE-101036799	1	129	40.8	0.543782349115195	1	1	0.864102176998141	-0.115675596989941	1	-0.115675596989941
PZE-101037211	1	130	41.1	0.544751594013205	1	1	0.864108638457094	-0.115347516207783	1	-0.115347516207783
PZE-101038176	1	131	41.2	0.542168290640271	1	1	0.899477381354021	-0.115242148541988	1	-0.115242148541988
PZE-101037265	1	132	41.3	0.469110789679693	1	1	0.935258619843661	-0.115139230379308	0.350954565872489	-0.115139230379308
PZE-101039207	1	133	41.5	0.46853716234825	1	1	-0.992360686127012	-0.114940698239143	0.350815548566844	-0.114940698239143
PZE-101039400	1	134	41.7	0.478600949142818	1	1	-0.919624533773103	-0.114751830725628	0.338670000241708	-0.114751830725628
PZE-101039199	1	135	41.9	0.746233494914298	1	1	1	-0.114572538146948	0.330600703804909	-0.114572538146948
PZE-101040838	1	136	42	0.748616617101273	1	1	1	-0.114486454266717	0.328111976752873	-0.114486454266717
PZE-101042009	1	137	42.4	0.749576636708121	1	1	1	-0.11416560319904	0.328111185388624	-0.11416560319904
PZE-101039655	1	138	42.5	0.749799682396652	1	1	1	-0.114091204450148	0.328110987574233	-0.114091204450148
PZE-101039624	1	139	42.6	0.750015813113286	1	1	1	-0.114019108364741	0.328110987554898	-0.114019108364741
PZE-101039351	1	140	42.8	0.548799894764336	1	1	-0.551254566085278	-0.113881778069851	0.328110987554869	-0.113881778069851
PZE-101039466	1	141	42.9	0.375896265269711	1	1	-0.551251669764859	-0.302560717043374	0.328110987554826	-0.217975206611627
PZE-101039469	1	142	43	0.375866050931097	1	1	-0.551254846286654	-0.302560016404158	0.328110987554955	-0.218006756518953
PZE-101042341	1	143	43.1	0.37976932741229	1	1	-0.583862403356931	-0.285194885248218	0.328110987554855	-0.21756260166714
PZE-101043604	1	144	43.2	0.384056857496178	1	1	-0.618075399062323	-0.269160719205631	0.328110987554898	-0.217202717925769
PZE-101043094	1	145	43.3	0.3886731042803	1	1	-0.65374712709527	-0.254471882545598	0.328110987554811	-0.216932600117393
PZE-101041837	1	146	43.4	0.393555337074778	1	1	-0.690696353849729	-0.24112198253085	0.328110987555013	-0.216756201876327
PZE-101041854	1	147	43.5	0.398636187406588	1	1	-0.728711227098886	-0.229085991172418	0.328110987252053	-0.216675780355183
PZE-101040783	1	148	43.6	0.40384817563602	1	1	-0.767554941417247	-0.218322961756119	0.328107962202111	-0.216691821527791
PZE-101043600	1	149	43.8	0.450441138856145	1	1	-0.696131835074461	-0.218323768136536	0.27175380941878	-0.216833604588177
PZE-101043189	1	150	43.9	0.454362423684213	1	1	-0.662032333026531	-0.218324255017586	0.274103051960307	-0.216911702772512
PZE-101043682	1	151	44	0.480130691354728	1	1	-0.629332079873124	-0.218324796582677	0.249516338341237	-0.21699452116603
PZE-101043507	1	152	44.1	0.484626392130716	1	1	-0.598224746500232	-0.218325392003444	0.252112685303761	-0.217081997100304
PZE-101042156	1	153	44.2	0.482350561612805	1	1	-0.598221720728614	-0.218327054946085	0.254733031798314	-0.217174068377445
PZE-101045145	1	154	44.3	0.502116458773048	1	1	-0.598224598447514	-0.218329593560271	0.232130065228892	-0.217270746913991
PZE-101045009	1	155	44.4	0.522550625257994	1	1	-0.598227476190608	-0.218332183537765	0.211418260203877	-0.21737189737382
PZE-101043512	1	156	44.5	0.543523403301992	1	1	-0.598230353934374	-0.218334824050765	0.192541529380444	-0.217477458733521
PZE-101045070	1	157	44.6	0.548786824247925	1	1	-0.627628459057965	-0.227027701493755	0.175422880112513	-0.218350533469805
PZE-101044585	1	158	44.9	0.500577417596004	1	1	-0.722499634667478	-0.258899423057618	0.175417998844381	-0.221253300898426
PZE-101045021	1	159	45	0.48506004312214	1	1	-0.755946500341807	-0.271553885819212	0.175416371796828	-0.222296576344082
PZE-101044115	1	160	45.1	0.486419739235426	1	1	-0.752637725231968	-0.27027053244068	0.175416371634101	-0.222336247115738
PZE-101045130	1	161	45.2	0.470882775617328	1	1	-0.787704283764554	-0.284280957729281	0.175416371471655	-0.223436321371735
PZE-101046128	1	162	45.3	0.153953864475519	1	1	-0.823313405833623	-0.304706180525553	0.575377939191871	0.575377939191871
PZE-101049120	1	163	45.4	0.153701057288307	1	1	-0.823316985378247	-0.304705609375931	0.576443573148985	0.576443573148985
PZE-101046858	1	164	45.5	0.15344852501536	1	1	-0.823320564983644	-0.304705028954914	0.577512337131086	0.577512337131086
PZE-101048164	1	165	45.7	0.152944315075178	1	1	-0.823327724262641	-0.304703840884742	0.579659215365723	0.579659215365723
PZE-101048115	1	166	45.8	0.152692652201586	1	1	-0.823331303878683	-0.304703233524167	0.580737309749334	0.580737309749334
PZE-101048857	1	167	45.9	0.152441293828208	1	1	-0.823334883440678	-0.304702617471079	0.581818494422419	0.581818494422419
PZE-101046132	1	168	46	0.152190979593566	1	1	-0.823310359094959	-0.304704514826176	0.58290280114739	0.58290280114739
PZE-101049707	1	169	46.1	0.160168356605452	1	1	-0.593173780388766	-0.349853114891357	0.583591074253988	0.583591074253988
PZE-101047925	1	170	46.2	0.156014251129393	1	1	-0.593153171091942	-0.357468435802473	0.584442625634151	0.584442625634151
PZE-101047390	1	171	46.3	0.151863537483957	1	1	-0.59313256224845	-0.36535326040773	0.585290446436092	0.585290446436092
PZE-101049608	1	172	46.5	0.114349737468953	1	1	-0.593091346580525	-0.456611599840991	0.586545071636516	0.586545071636516
PZE-101048629	1	173	46.6	0.114098484046881	1	1	-0.593091344698223	-0.456607784919892	0.587721163492461	0.587721163492461
PZE-101048744	1	174	46.7	0.113794757625343	1	1	-0.593091342815774	-0.456606832993603	0.589144291432635	0.589144291432635
PZE-101047517	1	175	46.8	0.113439574212894	1	1	-0.59309134093362	-0.456608775413117	0.590813689179004	0.590813689179004
PZE-101049395	1	176	46.9	0.113034377015347	1	1	-0.59309133905106	-0.456613619123673	0.592727246916566	0.592727246916566
PZE-101053708	1	177	47.1	0.0401160767119443	1	-0.625666739434448	-0.59309491104929	0.925861528387431	0.925861528387431	0.925861528387431
PZE-101048890	1	178	47.2	0.0401184779012271	1	-0.625666776349573	-0.593096697063187	0.925753130842277	0.925753130842277	0.925753130842277
PZE-101050621	1	179	47.3	0.0369829424537114	1	-0.625666813264826	-0.611561086928967	0.935805246625579	0.935805246625579	0.935805246625579
PZE-101053810	1	180	47.4	0.0339600245124352	1	-0.62566685017996	-0.631223383952948	0.945895793563496	0.945895793563496	0.945895793563496
PZE-101053919	1	181	47.5	0.0310948122278774	1	-0.625666850183592	-0.652046126351645	0.955003988309077	0.955003988309077	0.955003988309077
PZE-101053696	1	182	47.6	0.0283954143006349	1	-0.625666850183674	-0.673968656311511	0.964132239979396	0.964132239979396	0.964132239979396
PZE-101052635	1	183	47.8	0.0235928627634938	1	-0.625666850183509	-0.720753089350585	0.982423621714542	0.982423621714542	0.982423621714542
PZE-101054136	1	184	47.9	0.0215270946715574	1	-0.625666850183674	-0.745379808897841	0.991583014817597	0.991583014817597	0.991583014817597
PZE-101054372	1	185	48	0.0197009795530452	1	-0.625666850183715	-0.770641148160811	0.998638591187182	0.998638591187182	0.998638591187182
PZE-101052759	1	186	48.1	0.0198427644186819	1	-0.625666850183509	-0.768546298616744	0.997114592385855	0.997114592385855	0.997114592385855
PZE-101055086	1	187	48.2	0.0162902851159023	1	-0.625666850183592	-0.831994860846194	-0.993948844435485	-0.993948844435485	-0.993948844435485
PZE-101052294	1	188	48.4	0.0165737461876414	1	-0.625666850183509	-0.825809510942875	-0.995520480169351	-0.995520480169351	-0.995520480169351
PZE-101055111	1	189	48.5	0.0141616680187788	1	-0.625666850183757	-0.891595196371677	-0.984968332170121	-0.984968332170121	-0.984968332170121
PZE-101053934	1	190	48.6	0.0143603376079801	1	-0.625666850183715	-0.887383941490531	-0.970595293254554	-0.970595293254554	-0.970595293254554
PZE-101053954	1	191	48.7	0.0146063671945851	1	-0.625666850183715	-0.883174591846841	-0.957172236319198	-0.957172236319198	-0.957172236319198
PZE-101050072	1	192	48.8	0.0146975278426701	1	-0.625666850183674	-0.878967605343782	-0.960766867635862	-0.960766867635862	-0.960766867635862
PZE-101055223	1	193	48.9	0.0132513451539227	1	-0.625666850183592	-0.952171468179938	-0.950760804749559	-0.950760804749559	-0.950760804749559
PZE-101055906	1	194	49	0.0132668399126401	1	-0.62566685023844	-0.950673844064799	-0.950962305160002	-0.950962305160002	-0.950962305160002
PZE-101054366	1	195	49.5	0.0133529246707131	1	-0.625666850513178	-0.943183446924721	-0.951970672594827	-0.951970672594827	-0.951970672594827
PZE-101056000	1	196	49.6	0.0130747599036258	1	-0.625666850568192	0.995855297293326	-0.942938133241535	-0.942938133241535	-0.942938133241535
PZE-101055260	1	197	49.9	0.0130935976769304	1	-0.625668498292332	0.995850853760345	-0.941598706227121	-0.941598706227121	-0.941598706227121
PZE-101056102	1	198	50	0.0130546794022123	1	-0.625669047534786	0.995849372590739	-0.944372055450566	-0.944372055450566	-0.944372055450566
PZE-101054527	1	199	50.1	0.0128222756210047	1	-0.631266053635316	-0.958255432348258	-0.934289416635252	-0.934289416635252	-0.934289416635252
PZE-101055259	1	200	50.2	0.0122953104617456	1	-0.637071050714176	-0.978627048413217	-0.921401658558182	-0.921401658558182	-0.921401658558182
PZE-101056007	1	201	50.4	0.0114330578408682	1	-0.64928843407575	0.98012724769534	-0.904984816462567	-0.904984816462567	-0.904984816462567
PZE-101057190	1	202	50.9	0.0310701328136889	1	-0.730725226248658	0.875276301228816	-0.730725226248658	-0.730725226248658	-0.730725226248658
PZE-101057532	1	203	51.6	0.0614145346316662	1	-0.685912642620009	0.729818368053434	-0.685912642620009	-0.685912642620009	-0.685912642620009
PZA00240.6	1	204	51.9	0.0749288923784086	1	-0.685904865828645	0.670082333132568	-0.685904865828645	-0.685904865828645	-0.685904865828645
PZE-101057000	1	205	52.1	0.0958576122855743	1	-0.645515204977939	0.631642998423339	-0.645515204977939	-0.645515204977939	-0.645515204977939
PZE-101060303	1	206	52.3	0.108478420988737	1	-0.641941825673331	0.594513831315926	-0.641941825673331	-0.641941825673331	-0.641941825673331
PZE-101057783	1	207	52.4	0.0839851530893675	1	1	0.576487025766541	-0.784447427219514	-0.784447427219514	-0.784447427219514
PZE-101058312	1	208	52.6	0.0971331536896308	1	1	0.541587019617814	-0.784600822060328	-0.784600822060328	-0.784600822060328
PZE-101060218	1	209	52.8	1.43334230816604	1	1	0.508308556377051	-0.0144452309246362	0.150084132664822	-0.0144452309246362
PZE-101060335	1	210	52.9	1.3930177554122	1	1	0.492301981201771	-0.0165532111610301	0.150084132664515	-0.0165532111610301
PZE-101060288	1	211	53.1	1.39797242577254	1	1	0.492300309161643	-0.016316454923045	0.150084132664668	-0.016316454923045
PZE-101060788	1	212	53.2	1.40010472225249	1	1	0.492299473116692	-0.0162156636700884	0.150084132976437	-0.0162156636700884
PZE-101061168	1	213	53.4	1.4036472209407	1	1	0.492297801010727	-0.0160496619952057	0.1500841335997	-0.0160496619952057
PZE-101059783	1	214	53.5	1.40503912083969	1	1	0.492296964962888	-0.0159846422333324	0.150087250007217	-0.0159846422333324
PZE-101059495	1	215	53.6	1.23123532591329	1	1	0.492296128926843	-0.0266629505549733	0.15009036649695	-0.0266629505549733
PZE-101061035	1	216	53.8	1.11814034687472	1	1	0.492294456919774	-0.0259143686360984	0.23078081922171	-0.0259143686360984
PZE-101059072	1	217	53.9	0.843505483190544	1	1	0.499781619430732	-0.0502991920773269	0.286691071995921	-0.0502991920773269
PZE-101063036	1	218	54	0.794162170393011	1	1	0.50737827734558	-0.0495223658737233	0.353660488699266	-0.0495223658737233
PZE-101063074	1	219	54.3	1.03724417077535	1	1	1	-0.0478147820171365	0.353682199558376	-0.0478147820171365
PZE-101062857	1	220	54.4	1.04006778230657	1	1	1	-0.0474464086543506	0.353682200281806	-0.0474464086543506
PZE-101063328	1	221	54.6	1.0435231951192	1	1	1	-0.0469996783214415	0.353682200282124	-0.0469996783214415
PZE-101063527	1	222	54.7	1.04415899462914	1	1	1	-0.0469179637897292	0.353682200282045	-0.0469179637897292
PZE-101064466	1	223	54.9	1.04328533338337	1	1	1	-0.0470302874645143	0.353682200282124	-0.0470302874645143
PZE-101064790	1	224	55	1.04180204553121	1	1	1	-0.047221638674584	0.353682200282092	-0.047221638674584
PZE-101064805	1	225	55.1	1.03964403165792	1	1	1	-0.0475015004209769	0.353682200282331	-0.0475015004209769
PZE-101063113	1	226	55.3	1.03338995665388	1	1	1	-0.0483224874275778	0.353682200282108	-0.0483224874275778
PZE-101063271	1	227	55.4	1.02934314500594	1	1	1	-0.0488616914417958	0.353682200282124	-0.0488616914417958
PZE-101064893	1	228	55.5	1.02471945723883	1	1	1	-0.0494855443489993	0.35368220028222	-0.0494855443489993
PZE-101065040	1	229	55.6	1.01954823054672	1	1	1	-0.0501932538245654	0.35368220028187	-0.0501932538245654
PZE-101066061	1	230	55.7	1.01386009088063	1	1	1	-0.0509840751402176	0.35368220028179	-0.0509840751402176
PZE-101066537	1	231	55.8	0.734176723739182	1	1	0.660734925841504	-0.0518572996022307	0.353682200282299	-0.0518572996022307
