mk.names	chr	pos.ind	pos.cM	log10pval
PZE-101081952	1	359	65.2	0.504644248400199
PZE-101080941	1	360	65.3	0.116569345364661
PZE-101082298	1	361	65.4	1.43581857539831
PZE-101081178	1	362	65.5	0.500825481941954
PZE-101081483	1	363	65.6	0.192377903852236
PZE-101082380	1	364	65.7	0.449578963459222
PZE-101082480	1	365	65.8	0.545005963352196
PZE-101082329	1	366	65.9	0.189797065113202
PZE-101083533	1	367	66	0.545005963352196
PZE-101081844	1	368	66.1	0.0697459688692461
PZE-101081841	1	369	66.2	0.0953522835992712
PZE-101083578	1	370	66.3	0.529123997595901
PZE-101083105	1	371	66.4	0.210862672491803
PZE-101083051	1	372	66.5	0.119568239548615
PZE-101082552	1	373	66.6	0.0546174278955871
PZE-101083109	1	374	66.7	1.44248618984357
PZE-101082768	1	375	66.8	0.00160533311452517
PZE-101083165	1	376	67	0.443615450552873
PZE-101083788	1	377	67.1	0.0226607433606379
PZE-101083968	1	378	67.2	0.287144515007369
PZE-101090535	1	379	67.3	0.229356278552214
PZE-101083422	1	380	67.4	0.07736542768155
PZE-101083950	1	381	67.5	0.432790008896303
PZE-101084593	1	382	67.6	0.287144515007369
PZE-101084058	1	383	67.7	0.191943126578956
PZE-101083643	1	384	67.8	0.0226607433606379
PZE-101085525	1	385	68	1.16190722861747
PZE-101084695	1	386	68.1	0.22390523078446
PZE-101084850	1	387	68.2	0.140027396919831
PZE-101084523	1	388	68.3	0.191943126578956
PZE-101084038	1	389	68.4	0.0255206483123042
PZE-101084013	1	390	68.5	0.0255206483123042
PZE-101085101	1	391	68.6	0.376116954184364
PZE-101085145	1	392	68.8	0.0854635074344792
PZE-101084990	1	393	68.9	0.317396684296133
PZE-101085336	1	394	69.1	0.0040236416700657
PZE-101085267	1	395	69.2	0.22390523078446
PZE-101087257	1	396	69.3	0.22390523078446
PZE-101089048	1	397	69.4	0.324311591107445
PZE-101087151	1	398	69.5	0.0545021776014112
PZE-101085916	1	399	69.7	0.0040236416700657
PZE-101087906	1	400	69.8	0.566908649864817
PZE-101088417	1	401	69.9	1.16190722861747
PZE-101088646	1	402	70	1.16190722861747
PZE-101085546	1	403	70.1	1.11535015342762
PZE-101086075	1	404	70.2	0.42894075421716
PZE-101088004	1	405	70.3	1.2791385378149
PZE-101087969	1	406	70.4	0.383128573077065
PZE-101087212	1	407	70.5	0.511607200110047
PZE-101087156	1	408	70.6	0.00139653751561265
PZE-101089042	1	409	70.7	0.0162470695926917
PZE-101090321	1	410	70.8	1.27858023254011
PZE-101089347	1	411	70.9	0.27806598053755
PZE-101089572	1	412	71	0.324689413295199
PZE-101089776	1	413	71.2	0.324689413295199
PZE-101091532	1	414	71.3	0.159555356850666
PZE-101092015	1	415	71.4	0.159555356850666
PZE-101089182	1	416	71.5	0.412155564507415
PZE-101091104	1	417	71.6	0.680882012893516
PZE-101092276	1	418	71.7	0.159555356850666
PZE-101092091	1	419	71.8	0.159555356850666
PZE-101089901	1	420	71.9	1.09428218492185
PZE-101091544	1	421	72	1.23256638651695
PZE-101091535	1	422	72.2	0.251377882597399
PZE-101093610	1	423	72.3	0.393690682040875
PZE-101092089	1	424	72.4	0.680882012893516
PZE-101091094	1	425	72.5	0.120596081607681
PZE-101097442	1	426	72.6	1.18463077563198
PZE-101097093	1	427	72.7	0.461288134341837
PZE-101091689	1	428	72.8	0.319617741939519
PZE-101091269	1	429	72.9	0.824596425487938
PZE-101093132	1	430	73	0.20721377337977
PZE-101092403	1	431	73.1	0.680882012893516
PZE-101093577	1	432	73.2	0.313303107139107
PZE-101091849	1	433	73.3	0.319617741939519
PZE-101093841	1	434	73.4	0.120596081607681
PZE-101093920	1	435	73.5	0.824596425487938
PZE-101097273	1	436	73.6	0.0740584942024975
PZE-101099335	1	437	73.7	0.334976835867354
PZE-101094004	1	438	73.8	0.120596081607681
PZE-101097271	1	439	73.9	0.318412114899352
PZE-101094046	1	440	74	0.2621504274246
PZE-101098535	1	441	74.1	1.01997914259523
PZE-101094075	1	442	74.2	0.0542641461977711
PZE-101098315	1	443	74.3	0.341656556849116
PZE-101099841	1	444	74.4	0.341656556849116
PZE-101099237	1	445	74.5	0.00745857999364845
PZE-101097858	1	446	74.6	0.271308967586843
PZE-101095685	1	447	74.7	0.806957855782534
PZE-101098508	1	448	74.8	0.398704307395917
PZE-101096356	1	449	74.9	0.0215327966441457
PZE-101095987	1	450	75	0.341656556849116
PZE-101098864	1	451	75.1	0.339058115650849
PZE-101095024	1	452	75.2	0.0283232198636427
PZE-101094236	1	453	75.3	0.248847734874314
PZE-101098698	1	454	75.4	0.166793295350936
PZE-101094436	1	455	75.5	0.0458904797461726
PZE-101096127	1	456	75.6	0.600899418527454
PZE-101098418	1	457	75.7	0.140071485604588
PZE-101095712	1	458	75.8	0.137040198044402
PZE-101099084	1	459	75.9	0.0201870294745021
PZE-101112724	1	460	76	0.715766073633825
PZE-101095752	1	461	76.1	0.0784283164029911
PZE-101096275	1	462	76.2	0.104653800438898
PZE-101094774	1	463	76.3	0.354302581517269
PZE-101095031	1	464	76.4	0.0881985472097657
PZE-101100634	1	465	76.5	0.316282692981066
PZE-101105662	1	466	76.6	0.997181982618279
PZE-101101899	1	467	76.7	0.387221302880845
PZE-101095906	1	468	76.8	0.529687238147679
PZE-101121148	1	469	76.9	0.88127248410822
PZE-101101030	1	470	77	0.110875011248996
PZE-101111849	1	471	77.1	1.08926737075459
PZE-101106425	1	472	77.2	0.661589268578219
PZE-101107966	1	473	77.3	0.661589268578219
PZE-101103135	1	474	77.4	0.1214355110235
PZE-101116342	1	475	77.5	0.082805896021589
PZE-101112699	1	476	77.6	0.715766073633825
PZE-101123702	1	477	77.7	0.88127248410822
PZE-101109236	1	478	77.8	0.661589268578219
PZE-101117125	1	479	77.9	0.741109534985019
PZE-101109101	1	480	78	0.0907469123282123
PZE-101120516	1	481	78.1	0.181975509673104
PZE-101120556	1	482	78.2	0.333021861757948
PZE-101106839	1	483	78.3	0.298516206693461
PZE-101112285	1	484	78.4	0.134418269738476
PZE-101106075	1	485	78.5	0.0907469123282123
PZE-101113797	1	486	78.6	0.082805896021589
PZE-101107243	1	487	78.7	0.207558370417573
PZE-101121953	1	488	78.8	0.181975509673104
PZE-101116837	1	489	78.9	0.234443328950925
PZE-101124014	1	490	79	0.274389141772054
PZE-101123982	1	491	79.1	0.274389141772054
PZE-101116338	1	492	79.2	0.082805896021589
PZE-101119758	1	493	79.3	0.0513006200382311
PZE-101126806	1	494	79.4	0.274389141772054
PZE-101121829	1	495	79.5	0.0484629034769812
PZE-101127876	1	496	79.6	0.207095051255835
PZE-101131871	1	497	79.7	0.0517824794410469
PZE-101127874	1	498	79.8	0.421639305586388
PZE-101116337	1	499	79.9	0.0653037505286928
PZE-101129085	1	500	80	0.768724248873379
PZE-101129171	1	501	80.1	0.0511989958205727
PZE-101129154	1	502	80.2	0.0511989958205727
PZE-101129358	1	503	80.3	0.196262422999493
PZE-101127891	1	504	80.4	0.207095051255835
PZE-101127101	1	505	80.5	0.158297274218814
PZE-101126587	1	506	80.6	0.0308628863169041
PZE-101128201	1	507	80.7	0.0511989958205727
PZE-101128150	1	508	80.8	0.000586542423761096
PZE-101130292	1	509	80.9	0.0511989958205727
PZE-101131597	1	510	81	0.000586542423761096
PZE-101131917	1	511	81.1	0.634641208099167
PZE-101129465	1	512	81.2	0.37286036655685
PZE-101129681	1	513	81.3	0.37286036655685
PZE-101133356	1	514	81.4	0.858084948603762
PZE-101133561	1	515	81.5	0.858084948603762
PZE-101130117	1	516	81.6	0.132097113617431
PZE-101135343	1	517	81.7	1.14035769168503
PZE-101137456	1	518	81.8	1.05095812567837
PZE-101136406	1	519	81.9	0.0673573175357386
PZE-101136081	1	520	82	1.05095812567837
PZE-101136292	1	521	82.1	1.004880506767
PZE-101133357	1	522	82.2	0.077185527527359
PZE-101137733	1	523	82.3	1.05095812567837
PZE-101133073	1	524	82.4	0.1649388719871
PZE-101134601	1	525	82.5	0.23354257942004
PZE-101133488	1	526	82.6	0.1649388719871
PZE-101134461	1	527	82.7	0.145052343113007
PZE-101133891	1	528	82.8	0.123692570488688
PZE-101134204	1	529	83	0.261767701404066
PZE-101136090	1	530	83.1	1.52475906710346
PZE-101135589	1	531	83.2	0.161406470448984
PZE-101134523	1	532	83.4	0.0827899684649401
PZE-101133702	1	533	83.5	2.09388722885443
PZE-101139064	1	534	83.6	0.531864701693985
PZE-101137688	1	535	83.8	0.318718511232208
PZE-101138606	1	536	83.9	0.151287091086232
PZE-101140284	1	537	84	1.52475906710346
PZE-101136791	1	538	84.1	0.0673573175357386
PZE-101137864	1	539	84.2	0.117812172561683
PZE-101140439	1	540	84.3	1.46577090287464
PZE-101138971	1	541	84.4	0.413031735313711
PZE-101140149	1	542	84.5	1.52475906710346
PZE-101140869	1	543	84.6	0.708180904549328
PZE-101137977	1	544	84.7	0.465703391607801
PZE-101140691	1	545	84.9	0.568465397720853
PZE-101141819	1	546	85	0.363509417387376
PZE-101141173	1	547	85.1	0.236644357724949
PZE-101141594	1	548	85.2	0.363509417387376
PZE-101140746	1	549	85.4	0.568465397720853
PZE-101140678	1	550	85.5	0.568465397720853
PZE-101143122	1	551	85.6	2.11176766540041
PZE-101143134	1	552	85.7	2.00818623789669
PZE-101143985	1	553	85.9	1.59291266257183
PZA00375.4	1	554	86.1	0.0434083879616428
PZE-101141596	1	555	86.3	0.290660158008618
PZE-101143143	1	556	86.4	0.932874291644127
PZE-101143899	1	557	86.5	0.363509417387376
PZE-101142999	1	558	86.6	0.123177009269434
PZE-101143423	1	559	86.7	0.376390333077483
PZE-101143233	1	560	86.8	0.203279499367015
PZE-101144248	1	561	86.9	2.00818623789669
PZE-101143916	1	562	87	0.363509417387376
PZE-101142488	1	563	87.1	0.620319457011586
PZE-101144531	1	564	87.4	2.11176766540041
PZE-101144740	1	565	87.5	2.06810892465958
PZE-101145625	1	566	87.6	0.0810272074586929
PZE-101144184	1	567	87.7	2.06810892465958
PZE-101144585	1	568	87.8	0.919138800257543
PZE-101145633	1	569	88.3	0.63386159411767
PZE-101147747	1	570	88.4	1.30641741573117
PZE-101143900	1	571	88.6	0.957542384182859
PZE-101144978	1	572	88.8	0.373735627511939
PZE-101146635	1	573	89	1.6560575210399
PZE-101146294	1	574	89.1	0.0810272074586929
PZE-101144893	1	575	89.2	0.373735627511939
PZE-101146974	1	576	89.3	0.670448518573058
PZE-101145805	1	577	89.4	0.214417054703398
PZE-101147225	1	578	89.5	0.785802149014584
PZE-101146522	1	579	89.6	0.670448518573058
PZE-101147239	1	580	89.8	0.396655007654619
PZE-101146521	1	581	89.9	0.670448518573058
PZE-101146378	1	582	90	0.266492290142262
