mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH304	D09	D06	W117	B73
PZE-101006745	1	30	9.2	0.0663554635121999	NA	NA	NA	NA	NA	0.85831071949242
PZA01022.1	1	31	9.6	0.0591372097533265	NA	NA	NA	NA	NA	0.872695607880907
PZE-101009312	1	32	10.6	0.040709657867803	NA	NA	NA	NA	NA	0.910521787130036
PZE-101007769	1	33	10.9	0.0351514996370546	NA	NA	NA	NA	NA	0.922249652721926
PZE-101009215	1	34	11.2	0.0296136168951651	NA	NA	NA	NA	NA	0.934084967921374
PZE-101010821	1	35	11.8	0.0186733470208921	NA	NA	NA	NA	NA	0.957914292076808
PZE-101009528	1	36	12.3	0.102771816952763	NA	-0.575212389798344	-0.290432383720225	-0.321575915653935	-0.902144179647633	0.977788116933726
PZE-101009163	1	37	12.5	0.101484109819758	NA	-0.591379656773264	-0.290439641688824	-0.321588708187378	-0.872446826188593	0.985645844704233
PZE-101010560	1	38	13	0.744899218051612	NA	-0.179928840777566	-0.179928840777566	-0.179928840777566	NA	-0.179928840777566
PZE-101010917	1	39	13.5	0.813634533746941	NA	-0.153590893282611	-0.153590893282611	-0.153590893282611	NA	-0.153590893282611
PZE-101012517	1	40	13.6	0.271684128531127	NA	-0.167541981577384	-0.224313387292288	-0.436985527506595	-0.715792818902313	-0.97220611336278
PZE-101014135	1	41	13.7	1.13519749559483	NA	-0.0732491356641926	-0.0732491356641926	NA	NA	NA
PZE-101014266	1	42	13.8	1.1224085850072	NA	-0.0754382169642947	-0.0754382169642947	NA	NA	NA
PZE-101011048	1	43	14	0.530259825242851	NA	-0.0791712080772728	-0.0791712080772728	-0.434479544270176	-0.842827800462375	-0.842827800462375
PZE-101013802	1	44	15.2	0.313554408597045	NA	NA	-0.34734833948805	-0.449094836092009	-0.34734833948805	-0.34734833948805
PZE-101014003	1	45	15.3	0.475609750198748	NA	-0.201403210090621	-0.201403210090621	-0.449082546606766	-0.201403210090621	-0.201403210090621
PZE-101011906	1	46	15.7	0.117542636023471	NA	NA	NA	-0.463942273333028	NA	-0.948494781987558
PZE-101015469	1	47	16.2	0.555992768899314	NA	-0.111139635516854	-0.111139635516854	-0.111139635516854	-0.111139635516854	-0.890381287742573
PZE-101013772	1	48	16.4	0.31684922971276	NA	NA	NA	-0.482115140350712	NA	NA
PZE-101013713	1	49	16.9	0.138248541561668	NA	-0.329170624197306	-0.264292315174844	-0.491386502228468	-0.746784957299843	-0.811746540498837
PZE-101015471	1	50	17.3	0.132389202690341	NA	-0.315444816299388	-0.302122815027952	-0.477922526545438	-0.742065177065097	-0.771400850329552
PZE-101017581	1	51	18.7	0.172132638037088	NA	NA	-0.44892245199348	NA	-0.44892245199348	-0.640140928838735
PZE-101017779	1	52	19	0.180662241599675	NA	NA	-0.446732413776742	NA	-0.446732413776742	-0.615471854871777
PZB01915.1	1	53	19.1	0.181061598728274	NA	NA	-0.446012863446971	NA	-0.446012863446971	-0.615470132720144
PZE-101017463	1	54	19.5	0.182659753641987	NA	NA	-0.443151237784129	NA	-0.443151237784129	-0.615463241824268
PZE-101017580	1	55	19.6	0.183059391873096	NA	NA	-0.442440086307164	NA	-0.442440086307164	-0.615461518750006
PZE-101018214	1	56	19.7	0.183459036737344	NA	NA	-0.441730680967003	NA	-0.441730680967003	-0.615459795625215
PZE-101017487	1	57	19.9	0.184258279304865	NA	NA	-0.440317196410633	NA	-0.440317196410633	-0.615456349404902
PZE-101018516	1	58	20.1	0.185057346357797	NA	NA	-0.438910958724116	NA	-0.438910958724116	-0.615452903527082
PZE-101018023	1	59	20.3	0.18585610157002	NA	NA	-0.437512141144432	NA	-0.437512141144432	-0.615449458358622
PZE-101018404	1	60	20.6	0.187053348361239	NA	NA	-0.435428202810377	NA	-0.435428202810377	-0.615444292745733
PZE-101018668	1	61	20.8	0.187850719372087	NA	NA	-0.434048683592482	NA	-0.434048683592482	-0.615440850974697
PZE-101018057	1	62	20.9	0.188249114247693	NA	NA	-0.433361918943721	NA	-0.433361918943721	-0.615439130821387
PZE-101017262	1	63	21	0.188647291850697	NA	NA	-0.432677178707638	NA	-0.432677178707638	-0.615437411219211
PZE-101018616	1	64	21.1	0.189045234464475	NA	NA	-0.431994483572321	NA	-0.431994483572321	-0.61543569221559
PZE-101018411	1	65	21.2	0.189442924313649	NA	NA	-0.431313854109519	NA	-0.431313854109519	-0.615433973858083
PZE-101017187	1	66	21.3	0.191948466259022	NA	NA	-0.427060180045162	NA	-0.427060180045162	-0.615428168899228
PZE-101018868	1	67	21.4	0.191818342174619	NA	NA	-0.427279530024689	NA	-0.427279530024689	-0.615428470604224
PZE-101019597	1	68	21.5	0.191685224527184	NA	NA	-0.427502899228412	NA	-0.427502899228412	-0.615431075932273
PZE-101019781	1	69	21.6	0.191549827235566	NA	NA	-0.42773029488555	NA	-0.42773029488555	-0.615433686555548
PZE-101018356	1	70	21.7	0.226079455183461	NA	NA	-0.420592588005743	-0.314117231528802	-0.420592588005743	-0.615429050480946
PZE-101019727	1	71	21.8	0.221382056430628	NA	NA	-0.419949403023894	-0.314127555725296	-0.419949403023894	-0.638793371594192
PZE-101019853	1	72	21.9	0.222366413019146	NA	NA	-0.419284108373484	-0.314112679009188	-0.419284108373484	-0.635407767003742
PZE-101018206	1	73	22.5	0.746657792178262	NA	NA	-0.17920173405579	-0.17920173405579	-0.17920173405579	-0.17920173405579
PZE-101018567	1	74	22.9	0.381488194816059	NA	NA	-0.209417064991855	-0.209417064991855	-0.671655233702672	-0.209417064991855
PZE-101019726	1	75	23	0.387215520158233	NA	NA	-0.205857333539404	-0.205857333539404	-0.670380675019031	-0.205857333539404
PZE-101021986	1	76	23.1	0.386724994000904	NA	NA	-0.206386251795002	-0.206386251795002	-0.669119483966718	-0.206386251795002
PZE-101020456	1	77	23.6	0.383444276855022	NA	NA	-0.209618332452404	-0.209618332452404	-0.662829546969002	-0.209618332452404
PZE-101018818	1	78	23.7	0.382624947694856	NA	NA	-0.210383479402599	-0.210383479402599	-0.661575350797563	-0.210383479402599
PZE-101019538	1	79	24	0.390121473153175	NA	NA	-0.206086794993787	-0.206086794993787	-0.6578002863951	-0.206086794993787
PZE-101022341	1	80	24.3	0.386328955955981	NA	NA	-0.209241835909999	-0.209241835909999	-0.654063237765728	-0.209241835909999
PZE-101019557	1	81	24.4	0.384969467325561	NA	NA	-0.210371324929608	-0.210371324929608	-0.652821388144498	-0.210371324929608
PZE-101021926	1	82	25.4	0.162415785461727	NA	NA	NA	NA	NA	-0.687993308941995
PZE-101021455	1	83	25.7	0.158096248734235	NA	NA	NA	NA	NA	-0.694870302740632
PZE-101024131	1	84	25.9	0.155107451744432	NA	NA	NA	NA	NA	-0.699668864764323
PZE-101024424	1	85	26.4	0.147299170167431	NA	NA	NA	NA	NA	-0.712362139887357
PZE-101020931	1	86	26.9	0.139096742688518	NA	NA	NA	NA	NA	-0.725944229340274
PZE-101021308	1	87	27.6	0.0776638286481396	NA	NA	NA	NA	-0.615212153805057	-0.74641649101988
PZE-101025101	1	88	27.7	0.0816173633380823	NA	NA	NA	NA	-0.614070745498025	-0.727817383287654
PZE-101024556	1	89	28.2	0.196110855044544	NA	NA	NA	NA	NA	-0.6366329975738
PZE-101026314	1	90	28.6	0.245841023560109	NA	NA	NA	NA	NA	-0.567752396989105
PZE-101024519	1	91	29.4	0.423582053987142	NA	-0.0489122368564979	-0.649650600041589	-0.540663956820819	-0.594599087807067	-0.444241692314678
PZE-101027798	1	92	29.5	0.432803165514828	NA	-0.0480197631020438	-0.621369051624855	-0.539956387952131	-0.593526577011188	-0.444194666571141
PZE-101026621	1	93	29.6	0.442487409289586	NA	-0.0471430950552337	-0.593686147581388	-0.539231138572998	-0.592458485452789	-0.444145626266198
PZE-101026386	1	94	29.7	0.44572871268873	NA	-0.0462981410682464	-0.598807193363513	-0.539344837211208	-0.591422376043217	-0.444128347502273
PZE-101027475	1	95	29.8	0.228378053844957	NA	NA	NA	NA	-0.591046903163434	NA
PZE-101024452	1	96	30	0.229860188719816	NA	NA	NA	NA	-0.589033250760991	NA
PZE-101027158	1	97	30.4	0.232781272799218	NA	NA	NA	NA	-0.585084680826987	NA
PZE-101027807	1	98	30.9	0.236346317686007	NA	NA	NA	NA	-0.580301485510559	NA
PZB00718.5	1	99	31.1	0.351679437928365	NA	NA	NA	NA	NA	-0.444959580496406
PZE-101029689	1	100	31.3	0.351636587938611	NA	NA	NA	NA	NA	-0.445003484931982
PZE-101029759	1	101	31.4	0.35161516224284	NA	NA	NA	NA	NA	-0.445025439492486
PZE-101026218	1	102	31.5	0.351593736308585	NA	NA	NA	NA	NA	-0.445047395380522
PZE-101028121	1	103	31.6	0.195132793905938	NA	NA	NA	NA	-0.574129444023442	-0.445512786098519
PZE-101029820	1	104	31.8	0.195742435619976	NA	NA	NA	NA	-0.572367314958289	-0.445554794105301
PZE-101028242	1	105	31.9	0.196044665947976	NA	NA	NA	NA	-0.571497391455823	-0.445575806914816
PZE-101026095	1	106	32	0.196345121577057	NA	NA	NA	NA	-0.570634947352076	-0.445596825502879
PZE-101029587	1	107	32.1	0.0906742736293989	NA	NA	NA	NA	-0.570048068307489	-0.758580846061927
PZE-101029707	1	108	32.2	0.0909762107395349	NA	NA	NA	NA	-0.56920107811273	-0.75861819315367
PZE-101029748	1	109	32.4	0.0915744225623223	NA	NA	NA	NA	-0.567529878592946	-0.758692897758026
PZE-101030925	1	110	32.7	0.248275720131068	NA	NA	NA	NA	-0.56457842763139	NA
PZE-101028351	1	111	33.1	0.250713519108768	NA	NA	NA	NA	-0.56141819153117	NA
PZE-101028104	1	112	33.4	0.25248704074875	NA	NA	NA	NA	-0.559130211643439	NA
PZE-101031146	1	113	33.7	0.25421244224639	NA	NA	NA	NA	-0.556913259064912	NA
PZE-101031377	1	114	33.9	0.255335523348367	NA	NA	NA	NA	-0.555474947586411	NA
PZE-101032517	1	115	34	0.255888814032701	NA	NA	NA	NA	-0.554767723721159	NA
PZE-101032704	1	116	34.1	0.25643656589286	NA	NA	NA	NA	-0.554068466614905	NA
PZE-101030251	1	117	34.3	0.360769569953889	NA	NA	-0.252842251484066	-0.252842251484066	-0.552519179902914	-0.252842251484066
PZE-101029123	1	118	34.4	0.353685532251033	NA	NA	-0.259063046379965	-0.259063046379965	-0.551862822901171	-0.259063046379965
PZE-101030692	1	119	34.5	0.198179457942887	NA	NA	-0.261064108255449	-0.261064108255449	-0.551714299642011	-0.758595433350826
PZE-101028930	1	120	34.7	0.198539728781293	NA	NA	-0.26105758031669	-0.26105758031669	-0.550404362078243	-0.758594642287303
PZE-101030220	1	121	35	0.272607094367892	NA	NA	-0.188212639950728	-0.188212639950728	-0.548231475246652	-0.758436734522411
PZE-101029737	1	122	35.1	0.273079301427125	NA	NA	-0.187980846820702	-0.187980846820702	-0.547611121065899	-0.7584357534924
PZE-101031077	1	123	35.2	0.268424161392765	NA	NA	-0.191850897768351	-0.191850897768351	-0.547016986962535	-0.7584454370262
PZE-101030022	1	124	35.4	0.270248342799951	NA	NA	-0.190657699526306	-0.190657699526306	-0.54581294604248	-0.758441639125595
PZE-101032015	1	125	35.7	0.264161997980439	NA	NA	-0.196061399866723	-0.196061399866723	-0.544097974888278	-0.758454323324905
PZE-101030211	1	126	35.8	0.381106733225631	NA	NA	-0.197837009041266	-0.197837009041266	NA	-0.758234716528469
PZE-101031636	1	127	35.9	0.269431824323607	NA	NA	-0.28465950030132	-0.28465950030132	NA	-0.758392435291559
PZA00358.12	1	128	36	0.270122304330641	NA	NA	-0.283994833498424	-0.283994833498424	NA	-0.758377579920626
PZE-101031655	1	129	36.1	0.234662959991438	NA	NA	-0.32101712921935	-0.32101712921935	NA	-0.758418228450148
PZE-101033801	1	130	36.3	0.235975081015293	NA	NA	-0.319544565414618	-0.319544565414618	NA	-0.758388625906569
PZE-101034101	1	131	36.5	0.237289719237265	NA	NA	-0.318078059659327	-0.318078059659327	NA	-0.758359017393306
PZE-101030616	1	132	36.6	0.237947960016885	NA	NA	-0.317347094091873	-0.317347094091873	NA	-0.758344211207749
PZE-101033184	1	133	36.7	0.130772908242244	NA	NA	-0.376913201682242	-0.376913201682242	-0.539330959283979	-0.758611260947831
PZE-101032956	1	134	37	0.131143257376917	NA	NA	-0.376931290313653	-0.376931290313653	-0.537898285583456	-0.758569038038375
PZE-101032974	1	135	37.1	0.131266201599201	NA	NA	-0.376930694533505	-0.376930694533505	-0.537435992240237	-0.758554965557183
PZE-101033119	1	136	37.3	0.131506736418802	NA	NA	-0.376929527952196	-0.376929527952196	-0.536534149208864	-0.758526834924135
PZE-101035119	1	137	37.4	0.131624322846385	NA	NA	-0.376928957824031	-0.376928957824031	-0.536094538801838	-0.758512776999083
PZE-101033489	1	138	37.7	0.13196634417149	NA	NA	-0.376927300098809	-0.376927300098809	-0.534820568367691	-0.758470634124874
PZE-101032230	1	139	37.8	0.152692986369375	NA	NA	-0.376828377525844	-0.376828377525844	-0.534326427081499	-0.625036341533251
PZE-101036310	1	140	37.9	0.181217351598103	NA	NA	-0.376699811635091	-0.376699811635091	-0.533811225709014	-0.511220316065074
PZE-101036345	1	141	38	0.181330920239635	NA	NA	-0.376702654636836	-0.376702654636836	-0.533415984620373	-0.511209869852637
PZD00096.1	1	142	38.3	0.181650986618345	NA	NA	-0.376711278264792	-0.376711278264792	-0.53227389957803	-0.511208576953175
PZE-101033622	1	143	38.5	0.181854843843022	NA	NA	-0.37671707095157	-0.37671707095157	-0.531548458874543	-0.51120775361052
PZE-101036609	1	144	38.6	0.325784374344898	NA	NA	-0.411507908653812	-0.411507908653812	-0.363634545700315	-0.363634545700315
PZE-101034427	1	145	38.7	0.43983068326071	NA	NA	NA	NA	-0.363219634228305	-0.363219634228305
PZE-101036305	1	146	38.8	0.440056348503265	NA	NA	NA	NA	-0.363030949456492	-0.363030949456492
PZE-101033968	1	147	39	0.441633139536026	NA	NA	NA	NA	-0.361715284446994	-0.361715284446994
PZE-101036181	1	148	39.2	0.443183055342724	NA	NA	NA	NA	-0.360426690968295	-0.360426690968295
PZE-101036318	1	149	39.3	0.441121025515203	NA	NA	NA	NA	-0.362142065664071	-0.362142065664071
PZE-101038503	1	150	40	0.17902958996669	NA	NA	NA	NA	-0.526864830946813	-0.515276829454519
PZE-101038492	1	151	40.5	0.0954061816164699	NA	NA	-0.669807490897451	-0.669807490897451	-0.526165343868283	-0.522913117606902
PZE-101037142	1	152	40.6	0.0940441278602818	NA	NA	-0.676075784203392	-0.676075784203392	-0.525952306977371	-0.524740334484643
PZE-101039024	1	153	40.7	0.0937508609008789	NA	NA	-0.675087745594562	-0.675087745594562	-0.525740557524855	-0.526687483287821
PZE-101036799	1	154	40.8	0.0934288733122808	NA	NA	-0.674104070062424	-0.674104070062424	-0.525534996438949	-0.528756236679718
PZE-101037211	1	155	41.1	0.0923581013607601	NA	NA	-0.682348803925058	-0.682348803925058	-0.524954626846644	-0.52876171006545
PZE-101038176	1	156	41.2	0.0996626066623784	NA	NA	-0.636987042869285	-0.636987042869285	-0.524738384197232	-0.528728963579423
PZE-101037244	1	157	41.3	0.0992676335531655	NA	NA	-0.639514147238434	-0.639514147238434	-0.524562634917562	-0.528731613240147
PZE-101039207	1	158	41.5	0.111475979394907	NA	NA	-0.557195583383249	-0.557195583383249	-0.524170804403318	-0.547354762890477
PZE-101039199	1	159	41.9	0.296019616826567	NA	NA	-0.32868596564165	-0.32868596564165	-0.522822524463468	-0.32868596564165
PZE-101040838	1	160	42	0.292695109360076	NA	NA	-0.332661820985535	-0.332661820985535	-0.522693030306804	-0.332661820985535
PZE-101042009	1	161	42.4	0.279065229486756	NA	NA	-0.349617322344314	-0.349617322344314	-0.522229283538968	-0.349617322344314
PZE-101039655	1	162	42.5	0.275591256886317	NA	NA	-0.35411687046734	-0.35411687046734	-0.522126592311465	-0.35411687046734
PZE-101039624	1	163	42.6	0.272095371141591	NA	NA	-0.358721888194469	-0.358721888194469	-0.522029079563193	-0.358721888194469
PZE-101039351	1	164	42.8	0.265057184291339	NA	NA	-0.368236976343878	-0.368236976343878	-0.521849322968643	-0.368236976343878
PZE-101039466	1	165	42.9	0.135908534861498	NA	NA	-0.38742285346336	-0.715083260052747	-0.522309090756981	-0.38742285346336
PZE-101039469	1	166	43	0.138587005184196	NA	NA	-0.381542203844799	-0.715061357207939	-0.522210810090144	-0.381542203844799
PZE-101042341	1	167	43.1	0.289293684918118	NA	NA	-0.271646457091888	-0.725340629679118	-0.271646457091888	-0.271646457091888
PZE-101043604	1	168	43.2	0.14762122218575	NA	NA	-0.30333287083614	-0.739350143893759	-0.30333287083614	-0.653791912048098
PZE-101043094	1	169	43.3	0.148796043501022	NA	NA	-0.301610344929891	-0.755733385489351	-0.301610344929891	-0.642463804411892
PZE-101041837	1	170	43.4	0.150893536628574	NA	NA	-0.301569818063299	-0.755731042561513	-0.301569818063299	-0.631577575442027
PZE-101041854	1	171	43.5	0.152982031004851	NA	NA	-0.301531818712845	-0.755728744611087	-0.301531818712845	-0.621167993196981
PZE-101041588	1	172	43.6	0.155047123544728	NA	NA	-0.301496403254167	-0.755726524618855	-0.301496403254167	-0.611261486204333
PZE-101043600	1	173	43.8	0.155075666710206	NA	NA	-0.301452584483314	-0.755728181641294	-0.301452584483314	-0.611259457875301
PZE-101043189	1	174	43.9	0.155087601040056	NA	NA	-0.301434317791089	-0.755729030757411	-0.301434317791089	-0.611258451915918
PZE-101043682	1	175	44	0.155097774276619	NA	NA	-0.301418478992707	-0.75572989831676	-0.301418478992707	-0.611258416152822
PZE-101043507	1	176	44.1	0.155106402610271	NA	NA	-0.301405046473458	-0.755730779409962	-0.301405046473458	-0.611258385806401
PZE-101042156	1	177	44.2	0.0756361549172604	NA	NA	-0.417987442015364	-0.756063263061344	-0.522057086846474	-0.61176866283954
PZE-101045145	1	178	44.3	0.0756369904507031	NA	NA	-0.418001070833535	-0.756079864490474	-0.522028948781843	-0.611764734817711
PZE-101042424	1	179	44.4	0.0756370820295871	NA	NA	-0.418014705718312	-0.7560964690773	-0.522004979192144	-0.611760810982264
PZE-101043512	1	180	44.5	0.0756364386367811	NA	NA	-0.418028346494333	-0.756113076654861	-0.521985126954142	-0.611756891314096
PZE-101045249	1	181	44.6	0.0442311742679523	NA	NA	-0.579986864988888	-0.932871882167409	-0.522195037743866	-0.573423610078439
PZE-101044585	1	182	44.9	0.060688620554357	NA	NA	-0.579929630756503	-0.93290654700978	-0.522047925933647	-0.469057837266846
PZE-101045021	1	183	45	0.0670617751912479	NA	NA	-0.57990754791391	-0.932917576658305	-0.522003368552765	-0.439032584908601
PZE-101044115	1	184	45.1	0.0670617835965795	NA	NA	-0.579907549706011	-0.932917578468406	-0.52200712657892	-0.439029719040532
PZE-101046755	1	185	45.2	0.0670611470627734	NA	NA	-0.57990755552865	-0.932917580990694	-0.522014650006819	-0.439026857996681
PZE-101046128	1	186	45.3	0.0670598740770698	NA	NA	-0.579907565328808	-0.932917584215788	-0.522025889579072	-0.439024001736019
PZE-101049120	1	187	45.4	0.0670579734036292	NA	NA	-0.579907577207355	-0.932917586314833	-0.522040796298877	-0.43902115021548
PZE-101046859	1	188	45.5	0.067055453202978	NA	NA	-0.579907592957854	-0.932917589098028	-0.522059321441947	-0.43901830339659
PZE-101048164	1	189	45.7	0.0670485879288751	NA	NA	-0.579907635864309	-0.932917596679422	-0.522107033469065	-0.439012623702018
PZE-101048115	1	190	45.8	0.0670442596510949	NA	NA	-0.579907662915736	-0.932917601459122	-0.522136124293065	-0.439009790746009
PZE-101048857	1	191	45.9	0.0670386773530431	NA	NA	-0.579907696317833	-0.932917605572916	-0.522168646015048	-0.439009899735837
PZE-101046132	1	192	46	0.0670349844391852	NA	NA	-0.579892841347717	-0.932897100311497	-0.522204529818676	-0.439009994468742
PZE-101049707	1	193	46.1	0.102405139016893	NA	NA	-0.447502506890618	-0.732718504718254	-0.522018920232671	-0.439436391600111
PZE-101047390	1	194	46.3	0.102040977234007	NA	NA	-0.447482230227418	-0.732681448226131	-0.522109286294082	-0.440798110200058
PZE-101049608	1	195	46.5	0.101672234937289	NA	NA	-0.447461987836026	-0.732644412035198	-0.52221244234729	-0.442175957288148
PZE-101048629	1	196	46.6	0.102551104137343	NA	NA	-0.447456278252937	-0.732641446886655	-0.522262363152362	-0.438766813631207
PZE-101048744	1	197	46.7	0.102541298465107	NA	NA	-0.447456340897384	-0.732641751503183	-0.522320626642916	-0.438760306411133
PZE-101047517	1	198	46.8	0.120403459071664	NA	NA	-0.447343483648388	-0.732578087359783	-0.52227846042984	-0.379302051400279
PZE-101049395	1	199	46.9	0.141101371096495	NA	NA	-0.447219082103653	-0.732507875020406	-0.522228698707601	-0.326151729517437
PZE-101053708	1	200	47.1	1.30621964520481	NA	-0.00782001672424018	-0.429341961101118	-0.429341961101118	-0.517930387752419	-0.234528158816695
PZE-101048890	1	201	47.2	1.34737447886456	NA	-0.00779257472527514	-0.429190356263806	-0.429190356263806	-0.517793600306065	-0.200415221801822
PZE-101054681	1	202	47.4	1.43009045048618	NA	-0.00773950629471994	-0.42939615505141	-0.42939615505141	-0.517520218474985	-0.147980042199128
PZE-101053919	1	203	47.5	1.43034121258757	NA	-0.00773938602225537	-0.428896786506351	-0.428896786506351	-0.517519392621214	-0.147977095638645
PZE-101053696	1	204	47.6	1.43034319189752	NA	-0.00773938445446291	-0.42890105692269	-0.42890105692269	-0.517519386103381	-0.147974940215858
PZE-101052571	1	205	47.8	1.43034715046675	NA	-0.00773938131891667	-0.428909598182876	-0.428909598182876	-0.517519372978685	-0.147970629460074
PZE-101054136	1	206	47.9	1.40756413652114	NA	-0.0077502681852017	-0.479202967883241	-0.479202967883241	-0.517594477562256	-0.148041008308154
PZE-101054372	1	207	48	1.40786282242016	NA	-0.00775003672425382	-0.478502260164792	-0.478502260164792	-0.517593491949826	-0.148037907066345
PZA00192.7	1	208	48.1	1.44972766083722	NA	-0.00694196253827063	-0.464392701721734	-0.464392701721734	-0.517455158866428	-0.147904761684093
PZE-101055086	1	209	48.2	1.47994134040187	NA	-0.00631527200396595	-0.466395928255089	-0.466395928255089	-0.517355497497927	-0.147809001958356
PZE-101052294	1	210	48.4	1.54001881019921	NA	-0.00550456718853999	-0.440111877694267	-0.440111877694267	-0.509141035796278	-0.147619377533084
PZE-101055111	1	211	48.5	1.55381526853391	NA	-0.00529441571824431	-0.440959471802862	-0.440959471802862	-0.50567685322436	-0.147575973846263
PZE-101053934	1	212	48.6	1.56715623057283	NA	-0.0051963379413865	-0.428453183187559	-0.428453183187559	-0.502620709870248	-0.147534052308763
PZE-101053954	1	213	48.7	1.56731792282308	NA	-0.00520927537609316	-0.428455096762233	-0.428455096762233	-0.500021245077358	-0.147533544514141
PZE-101050072	1	214	48.8	1.54080072133888	NA	-0.00533646557518623	-0.470985792633492	-0.470985792633492	-0.497927176234754	-0.147616916245076
PZE-101055223	1	215	48.9	1.50655853595424	NA	-0.00557386849541802	-0.524201520276974	-0.524201520276974	-0.496275852611957	-0.147724862719621
PZE-101055906	1	216	49	1.4874470903421	NA	-0.00591865555564409	-0.523649756123822	-0.523649756123822	-0.494987315676227	-0.147785254888112
PZE-101053510	1	217	49.1	1.48766601825645	NA	-0.00591861084720971	-0.523036395731446	-0.523036395731446	-0.494984600685463	-0.147784562479181
PZE-101054452	1	218	49.3	1.48810404925102	NA	-0.00591852137282451	-0.521813032984284	-0.521813032984284	-0.494979170131274	-0.147783177149097
PZE-101054366	1	219	49.5	1.48854228522522	NA	-0.00591843183065183	-0.520594197817399	-0.520594197817399	-0.494973739015411	-0.147781791226473
PZE-101056000	1	220	49.6	1.4762309378984	NA	-0.00592321850917814	-0.55666766962804	-0.55666766962804	-0.495013336297609	-0.147820747200487
PZE-101054371	1	221	49.8	1.49032404897236	NA	-0.00591790361479619	-0.556631663639203	-0.556631663639203	-0.461357053406966	-0.147776156966683
PZE-101055260	1	222	49.9	1.49665518960489	NA	-0.00591552527551219	-0.556615886733559	-0.556615886733559	-0.447427665662507	-0.14775614417889
PZE-101056102	1	223	50	1.50232039315065	NA	-0.00591340504318178	-0.556598304280903	-0.556598304280903	-0.435517262659482	-0.147738246202698
