mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH250	Mo17	W117	EC169	B73
PZE-101014135	1	43	13.7	0.285096863942206	1	-0.114148968028263	-0.266714108871755	-0.700195242643419	-0.635060569498745	0.736096851291888
PZE-101014266	1	44	13.8	0.291613387516215	1	-0.108438970066568	-0.266643652369659	-0.734307690835891	-0.635243725491259	0.727949958890039
PZE-101011048	1	45	14	0.306557188874445	1	-0.0977665692039842	-0.266499038473262	-0.805600216463073	-0.635625961123204	0.711876581662748
PZE-101013818	1	46	14.9	0.190042139978124	1	1	1	-0.645591583672436	1	1
PZE-101014003	1	47	15.3	0.236631835321443	1	1	1	-0.579920104066965	1	1
PZE-101011906	1	48	15.7	0.284855823698464	1	1	1	-0.518972297824952	1	1
PZE-101015469	1	49	16.2	0.524108411849066	1	-0.0582764510444284	-0.265907731735704	-0.450318469910871	-0.475214206222493	0.680006794774257
PZE-101013772	1	50	16.4	0.499044038800632	1	-0.0683138929525476	-0.266042189868538	-0.425320003422762	-0.461898727155109	0.694291069424891
PZE-101013713	1	51	16.9	0.440356185877359	1	-0.102103071158449	-0.266380842833603	-0.369007450456711	-0.429956976812086	0.730651832498719
PZE-101015471	1	52	17.3	0.29935823511437	1	-0.240427291655545	1	0.98200489035839	-0.240427291655545	-0.240427291655545
PZE-101017581	1	53	18.7	0.390205492909987	1	-0.0761721143953054	1	0.864486591633331	-0.371488722171572	0.891138331405061
PZE-101017779	1	54	19	0.39732957187301	1	-0.0728687470931406	1	0.839688305772113	-0.379562851087474	0.919562326191438
PZB01915.1	1	55	19.1	0.0895067775103333	1	1	1	-0.526280646958501	-0.526280646958501	0.917897260027418
PZE-101017463	1	56	19.5	0.0792090211066608	1	1	1	-0.553725074674373	-0.553725074674373	0.905528521170983
PZE-101017580	1	57	19.6	0.320023034816107	1	1	-0.227142016164357	-0.227142016164357	-0.227142016164357	0.902227748458305
PZE-101018214	1	58	19.7	0.317267525507406	1	1	-0.229329558778353	-0.229329558778353	-0.229329558778353	0.899167641754472
PZE-101017487	1	59	19.9	0.0489506068409772	1	1	1	1	1	0.893407086887043
PZE-101018516	1	60	20.1	0.0518932756996043	1	1	1	1	1	0.88737405012773
PZE-101018023	1	61	20.3	0.363534469943887	1	1	-0.432977700943166	1	1	-0.432977700943166
PZE-101018404	1	62	20.6	0.581777611676668	1	-0.150807792413571	-0.432865073175575	-0.150807792413571	-0.150807792413571	-0.432865073175575
PZE-101018668	1	63	20.8	0.192166310314212	1	1	-0.432695796501084	-0.603746690726584	-0.603746690726584	-0.432695796501084
PZE-101018057	1	64	20.9	0.191057206592458	1	1	-0.432666330856841	-0.607252354884921	-0.607252354884921	-0.432666330856841
PZE-101017262	1	65	21	0.188865686535941	1	1	-0.434526878924336	-0.610763034612807	-0.610763034612807	-0.434526878924336
PZE-101018616	1	66	21.1	0.186674679475505	1	1	-0.436424923218739	-0.614269560640777	-0.614269560640777	-0.436424923218739
PZE-101018411	1	67	21.2	0.184477628342089	1	1	-0.438360189062207	-0.61779440371794	-0.61779440371794	-0.438360189062207
PZE-101017187	1	68	21.3	0.187294685306604	1	1	-0.436466651860616	-0.612209710783529	-0.612209710783529	-0.436466651860616
PZE-101018868	1	69	21.4	0.183654838284419	1	1	-0.438715422236655	-0.619819170776408	-0.619819170776408	-0.438715422236655
PZE-101019597	1	70	21.5	0.654245925594339	1	-0.0958070196617857	-0.0958070196617857	-0.624985125527546	-0.624985125527546	-0.0958070196617857
PZE-101019781	1	71	21.6	0.65486493552818	1	-0.0953184172509428	-0.0953184172509428	-0.628877746066761	-0.628877746066761	-0.0953184172509428
PZE-101018356	1	72	21.7	0.655377305845268	1	-0.0948642674879958	-0.0948642674879958	-0.632791968110155	-0.632791968110155	-0.0948642674879958
PZE-101019727	1	73	21.8	0.64217882071266	1	-0.0985355210395777	-0.0985355210395777	-0.632821133865083	-0.632821133865083	-0.0985355210395777
PZE-101019853	1	74	21.9	0.645024952724716	1	-0.0977308124578101	-0.0977308124578101	-0.632816456839532	-0.632816456839532	-0.0977308124578101
PZE-101018206	1	75	22.5	0.948896395285936	1	-0.112487329023729	-0.112487329023729	-0.112487329023729	-0.112487329023729	-0.112487329023729
PZE-101018567	1	76	22.9	0.716360267995028	1	-0.0775094429036948	-0.0775094429036948	0.669152954640805	-0.0775094429036948	-0.0775094429036948
PZE-101019726	1	77	23	1.15533570595409	1	-0.0236259381926078	-0.0236259381926078	0.655826959486208	-0.0236259381926078	-0.0236259381926078
PZE-101021986	1	78	23.1	0.843991531284815	1	-0.0632384438789231	-0.184703865406073	0.643000833907249	-0.0632384438789231	-0.0632384438789231
PZE-101020456	1	79	23.6	1.22414506415236	1	-0.0207925442374289	-0.0207925442374289	0.588114266845605	-0.0207925442374289	-0.0207925442374289
PZE-101018818	1	80	23.7	1.23713431874282	1	-0.0200916479784689	-0.0200916479784689	0.588113340556712	-0.0200916479784689	-0.0200916479784689
PZE-101019538	1	81	24	0.96570258689624	1	-0.0415382533921782	1	0.588110561339903	-0.0415382533921782	-0.0415382533921782
PZE-101022341	1	82	24.3	0.955076554985579	1	-0.0427570709415793	1	0.588107781753867	-0.0427570709415793	-0.0427570709415793
PZE-101019557	1	83	24.4	0.951255620467198	1	-0.0432044743728154	1	0.588106855178067	-0.0432044743728154	-0.0432044743728154
PZE-101021926	1	84	25.4	1.39939514407795	1	-0.0116207074870316	1	1	-0.0116207074870316	0.781938785650869
PZE-101021455	1	85	25.7	1.13635474369764	1	-0.0231125717106648	-0.0231125717106648	-0.0231125717106648	-0.0231125717106648	0.786900399040901
PZE-101024131	1	86	25.9	0.101968619199352	1	1	1	1	1	0.790735762100952
PZE-101024424	1	87	26.4	0.0976102975151141	1	1	1	1	1	0.798711067724704
PZE-101020931	1	88	26.9	0.0930144585042113	1	1	1	1	1	0.807208156279007
PZE-101021308	1	89	27.6	0.98691468641433	1	-0.034041735574795	-0.034041735574795	-0.034041735574795	-0.034041735574795	0.819102385085508
PZE-101025101	1	90	27.7	0.969988268590606	1	-0.0355005032128655	-0.0355005032128655	-0.0355005032128655	-0.0355005032128655	0.830135019465568
PZE-101024556	1	91	28.2	0.84555453338747	1	-0.0490492723531457	-0.0490492723531457	-0.0490492723531457	-0.0490492723531457	0.886823129678718
PZE-101026314	1	92	28.6	0.902259535488887	1	-0.0416817967424703	-0.0416817967424703	-0.0416817967424703	-0.0416817967424703	0.933416336181443
PZE-101026882	1	93	29.1	0.8624577074572	1	-0.0180328493100477	-0.24308036155107	0.582324932673167	-0.292889168952003	0.991969705962963
PZE-101024519	1	94	29.4	0.889386644166377	1	-0.0182595939770244	-0.213187748962908	0.577864162234154	-0.293027237626982	-0.972612282226902
PZE-101027798	1	95	29.5	0.537059907882599	1	1	1	1	-0.29036220925029	1
PZE-101026621	1	96	29.6	0.537059907646031	1	1	1	1	-0.290362209408455	1
PZE-101026386	1	97	29.7	0.537059907645792	1	1	1	1	-0.290362209408615	1
PZE-101027475	1	98	29.8	0.537059907645554	1	1	1	1	-0.290362209408774	1
PZE-101024452	1	99	30	0.537059907646178	1	1	1	1	-0.290362209408357	1
PZE-101027158	1	100	30.4	0.537059908341042	1	1	1	1	-0.290362208943782	1
PZE-101027351	1	101	30.6	0.537059908688841	1	1	1	1	-0.290362208711249	1
PZE-101027807	1	102	30.9	0.537059909211246	1	1	1	1	-0.290362208361978	1
PZB00718.5	1	103	31.1	0.0130940346634183	1	1	1	1	1	-0.970299852444306
PZE-101029689	1	104	31.3	0.0130790142959926	1	1	1	1	1	-0.970333411499135
PZE-101029759	1	105	31.4	0.0130715042295305	1	1	1	1	1	-0.970350191199828
PZE-101026218	1	106	31.5	0.0130639943221313	1	1	1	1	1	-0.970366970835285
PZE-101028121	1	107	31.6	0.0130564846328577	1	1	1	1	1	-0.970383750273523
PZE-101029820	1	108	31.8	0.0130414661513335	1	1	1	1	1	-0.970417308016078
PZE-101028242	1	109	31.9	0.0130339574789615	1	1	1	1	1	-0.970434086052465
PZE-101026095	1	110	32	0.0130264492655646	1	1	1	1	1	-0.970450863353335
PZE-101029587	1	111	32.1	0.0662648707963174	1	1	1	1	1	0.858489779583851
PZE-101029707	1	112	32.2	0.405257495160326	1	1	-0.175617984809565	1	1	0.858118948493609
PZE-101030263	1	113	32.3	0.751473011609522	1	1	-0.177225817526921	1	1	1
PZE-101029748	1	114	32.4	0.749093409788557	1	1	-0.178199544754149	1	1	1
PZE-101030925	1	115	32.7	0.455392956736584	1	1	-0.181934957805163	0.57437610538972	1	1
PZE-101028351	1	116	33.1	0.443821051996448	1	1	-0.18886131402869	0.573178302073846	1	1
PZE-101028104	1	117	33.4	0.242158435159148	1	1	1	0.57258710712734	1	1
PZE-101031146	1	118	33.7	0.386796639049785	1	1	1	0.410396228453373	1	1
PZE-101031377	1	119	33.9	0.486845419534527	1	1	1	0.325952698224927	1	1
PZE-101032517	1	120	34	0.486848468446085	1	1	1	0.325950409921709	1	1
PZE-101032704	1	121	34.1	0.486851517406967	1	1	1	0.325948121597537	1	1
PZE-101030251	1	122	34.3	1.01085092283145	1	-0.0497652752871098	-0.221579493223058	0.325943544960385	-0.0497652752871098	-0.0497652752871098
PZE-101029123	1	123	34.4	1.01136431604864	1	-0.0489805175799751	-0.225325359427613	0.325941256683785	-0.0489805175799751	-0.0489805175799751
PZE-101030692	1	124	34.5	0.316856089199066	1	1	-0.22603437553398	0.325938968459615	1	0.858281002419887
PZE-101028930	1	125	34.7	0.297844624621033	1	1	-0.226035136605826	0.356856061845059	1	0.858281004670709
PZE-101030220	1	126	35	1.15256613247624	1	-0.0123756260348057	-0.223868540886478	0.347102660127746	-0.0123756260348057	0.854727635273991
PZE-101029737	1	127	35.1	1.38522945405327	1	-0.0123442475996227	-0.224239677271953	0.475812921377331	-0.0123442475996227	0.475812921377331
PZE-101031077	1	128	35.2	1.37625206527636	1	-0.0127091525009029	-0.224236819957505	0.473363843211311	-0.0127091525009029	0.473363843211311
PZE-101030022	1	129	35.4	1.3784809690255	1	-0.0127089146636654	-0.224233218132177	0.468523533813236	-0.0127089146636654	0.468523533813236
PZE-101032015	1	130	35.7	1.38180922854184	1	-0.0127099219679928	-0.224227986489998	0.461364634359304	-0.0127099219679928	0.461364634359304
PZE-101030211	1	131	35.8	1.28271204711708	1	-0.0126883821044396	-0.223894107153802	1	-0.0126883821044396	0.864135816250603
PZE-101031636	1	132	35.9	1.21496667769583	1	-0.0154220214295737	-0.224007337676791	1	-0.0154220214295737	0.873840191836534
PZA00358.12	1	133	36	1.1357819485005	1	-0.0194330850952251	-0.22416694179793	1	-0.0194330850952251	0.883672207353498
PZE-101031655	1	134	36.1	1.13509271975166	1	-0.0194331211971086	-0.224196350116144	1	-0.0194331211971086	0.89322261029491
PZE-101033801	1	135	36.3	1.18654686680225	1	-0.0195433096706531	1	1	-0.0195433096706531	0.912715154554086
PZE-101034101	1	136	36.5	1.1854940093122	1	-0.0195444643110517	1	1	-0.0195444643110517	0.932051486913783
PZE-101030616	1	137	36.6	1.18506171969218	1	-0.0195451501186445	1	1	-0.0195451501186445	0.941743521837324
PZE-101033184	1	138	36.7	1.23711875997209	1	-0.0170284075606221	1	1	-0.0170284075606221	0.951504052989956
PZE-101032956	1	139	37	1.2364530205254	1	-0.0170279971209162	1	1	-0.0170279971209162	0.980609858274382
PZE-101032974	1	140	37.1	1.23636387699056	1	-0.0170276856684342	1	1	-0.0170276856684342	0.990290939632709
PZE-101033613	1	141	37.2	1.76862562897897	1	-0.0170362643760177	1	1	-0.0170362643760177	1
PZE-101033119	1	142	37.3	1.24557203118273	1	-0.0170320565980663	-0.835718441301966	-0.835718441301966	-0.0170320565980663	1
PZE-101035119	1	143	37.4	1.24559386275134	1	-0.0170310038014561	-0.835733398239819	-0.835733398239819	-0.0170310038014561	1
PZE-101033489	1	144	37.7	0.903416136722529	1	-0.0170193820129091	-0.835422973206223	-0.835422973206223	-0.0170193820129091	-0.952086273925929
PZE-101032230	1	145	37.8	1.13609682088841	1	-0.0172722596400592	-0.305948257701815	0.619852902744705	-0.0172722596400592	0.619852902744705
PZE-101036310	1	146	37.9	1.12248455400376	1	-0.0175094720612405	-0.30599492455058	0.655189515158921	-0.0175094720612405	0.655189515158921
PZE-101036345	1	147	38	1.11778390729523	1	-0.017755295601833	-0.305996085818774	0.655200843537313	-0.017755295601833	0.655200843537313
PZD00096.1	1	148	38.3	1.10171478067357	1	-0.0186235059697084	-0.306008432522924	0.655219425434056	-0.0186235059697084	0.655219425434056
PZE-101033622	1	149	38.5	1.0894253425128	1	-0.0193174694206378	-0.306023895041405	0.655239283812315	-0.0193174694206378	0.655239283812315
PZE-101036609	1	150	38.6	0.297611535148283	1	1	-0.27872572450262	0.656942348512021	1	0.656942348512021
PZE-101034427	1	151	38.7	0.328202927281864	1	1	-0.251749199072443	0.656453961969103	1	0.656453961969103
PZE-101036305	1	152	38.8	0.359238149931358	1	1	-0.227584906064599	0.65596597209539	1	0.65596597209539
PZE-101033968	1	153	39	0.420203543435356	1	1	-0.187376842890131	0.657164799651471	1	0.657164799651471
PZE-101036181	1	154	39.2	0.415148281682886	1	1	-0.189995739463084	0.65946194560416	1	0.65946194560416
PZE-101036318	1	155	39.3	0.413938108264239	1	1	-0.191390843775435	0.655224403243838	1	0.655224403243838
PZE-101037191	1	156	39.6	0.404132299608662	1	1	-0.19592792792569	0.664061573317331	1	0.664061573317331
PZE-101038503	1	157	40	0.3899299414916	1	1	-0.202831769126628	0.676732312871539	1	0.676732312871539
PZE-101038492	1	158	40.5	1.32707551586611	1	-0.00792322618452557	-0.211871478284143	0.325899317078122	-0.00792322618452557	-0.809196606413956
PZE-101037142	1	159	40.6	1.34325839370146	1	-0.00748116363759888	-0.214130107654852	0.325899317077965	-0.00748116363759888	-0.805489347827327
PZE-101039024	1	160	40.7	1.34091915105086	1	-0.00748077142814485	-0.216428894203165	0.325899317078022	-0.00748077142814485	-0.801904773228796
PZE-101036799	1	161	40.8	1.33853576253277	1	-0.00748039075921036	-0.218794392138072	0.325899317078051	-0.00748039075921036	-0.798390411726217
PZE-101039198	1	162	40.9	1.33572415050992	1	-0.00748004078893294	-0.221203349246749	0.32589931707798	-0.00748004078893294	-0.798376987288359
PZE-101037211	1	163	41.1	1.32998198735252	1	-0.00747934045590259	-0.226224077493189	0.325899317077994	-0.00747934045590259	-0.798349672371775
PZE-101038176	1	164	41.2	1.41799377062895	1	-0.00565386974081283	-0.228766971720179	0.325899317077994	-0.00565386974081283	-0.798582062448077
PZE-101037244	1	165	41.3	1.41477815409467	1	-0.00565755910831189	-0.231447108302852	0.325899317077951	-0.00565755910831189	-0.79856804063525
PZE-101039207	1	166	41.5	1.41334808746985	1	-0.00556825268853278	-0.236948533667633	0.325899317078051	-0.00556825268853278	-0.803645012745136
PZE-101039199	1	167	41.9	1.39218923679669	1	-0.00569607500946889	-0.24882357724635	0.325899317078065	-0.00569607500946889	-0.815075834870218
PZE-101040838	1	168	42	1.3707586583366	1	-0.0060176138635234	-0.251999579534383	0.325899317078079	-0.0060176138635234	-0.818166318040231
PZE-101042009	1	169	42.4	1.37785901006439	1	-0.00550623775467018	-0.26655233877764	0.325899317078065	-0.209339234126139	-0.83148609158963
PZE-101039655	1	170	42.5	1.32766268662411	1	-0.00642102840463099	-0.270226665657822	0.325899317077994	-0.209249994658886	-0.835001422763233
PZE-101039642	1	171	42.6	1.32736727403808	1	-0.00642044538281372	-0.270194179305283	0.325899317077937	-0.20927167281699	-0.838665720786948
PZE-101039351	1	172	42.8	1.54624238089359	1	-0.00316178747434637	-0.268777403474832	0.325899317078051	-0.209798171512719	-0.846432000367299
PZE-101039466	1	173	42.9	1.5471126382426	1	-0.00316186892260628	-0.26878617640105	0.325899317074817	-0.209795335342323	-0.836439231698262
PZE-101039469	1	174	43	1.54803017717312	1	-0.00316201522884041	-0.268794757403359	0.325899317071597	-0.209794131902686	-0.826482521936037
PZE-101042041	1	175	43.1	1.48931387940683	1	-0.00363829567761476	-0.287155601177611	0.325899317068491	-0.209990333848391	-0.81654482955315
PZE-101043604	1	176	43.2	1.3926721409357	1	-0.00471839919939898	-0.309339846985481	0.325899317065229	-0.210138966930239	-0.806653663708403
PZE-101042048	1	177	43.3	1.26504727777773	1	-0.00680584681182683	-0.334649199294341	0.325899317061995	-0.210224681552007	-0.796831652367994
PZE-101041837	1	178	43.4	1.11837039322981	1	-0.0106196782665662	-0.361564513579798	0.325899317058746	-0.210242853128969	-0.787103018193098
PZE-101041854	1	179	43.5	1.10290954184589	1	-0.0106243316998204	-0.392514258386855	0.325899317055498	-0.210170225818219	-0.777562615305932
PZE-101040783	1	180	43.6	1.08809675846995	1	-0.0106005605593269	-0.427906745813616	0.325899317052406	-0.210087333958607	-0.768151854950163
PZE-101043600	1	181	43.8	1.02975880589155	1	-0.010604212944355	-0.427853549020312	0.325899252823289	-0.274135117673107	-0.749882824204068
PZE-101043189	1	182	43.9	1.00161260335065	1	-0.0106040006054202	-0.4278058427959	0.325899220709449	-0.314239532234876	-0.740986984352479
PZE-101043682	1	183	44	0.995979024490036	1	-0.0106056807223477	-0.427812435756499	0.32589925282876	-0.322727100393653	-0.740991143801455
PZE-101043507	1	184	44.1	0.998372870096971	1	-0.0106055296283363	-0.427813740571675	0.325899284948573	-0.319057365923664	-0.740988920628956
PZE-101042156	1	185	44.2	1.000775253888	1	-0.0106053667505657	-0.427814960845822	0.325899317068705	-0.315431459304654	-0.740987584689492
PZE-101043670	1	186	44.3	0.992598722613913	1	-0.0106063780694258	-0.42781327055944	0.325899317812928	-0.327985608298527	-0.740991801450772
PZE-101042424	1	187	44.4	0.98385037663573	1	-0.0106069872702705	-0.427807844250545	0.325899318557478	-0.342211049976021	-0.740996396808364
PZE-101043512	1	188	44.5	0.974678396804067	1	-0.0106071869010255	-0.427798794213623	0.325899319301915	-0.358086521603829	-0.741001226059391
PZE-101045249	1	189	44.6	0.98276390654848	1	-0.0106097066424384	-0.427928066144726	0.325906731105268	-0.353559453300749	-0.70360994691761
PZE-101045203	1	190	44.9	1.01008899195537	1	-0.0106055486379955	-0.428343152867147	0.325928967767447	-0.342378290239941	-0.599812581118588
PZE-101045021	1	191	45	1.01957572998815	1	-0.0106003564563835	-0.428479315799686	0.325936380207807	-0.339487090948738	-0.569772900034283
PZE-101045197	1	192	45.1	0.975981758240018	1	-0.0106024503454117	-0.428496650853781	0.408061701572458	-0.337285852742486	-0.56975595470352
PZE-101046755	1	193	45.2	0.938679472361698	1	-0.0106044391438302	-0.428512884712211	0.505718228233251	-0.335515323119203	-0.569739609734364
PZE-101046735	1	194	45.3	0.908387870503221	1	-0.0106048113548615	-0.428512935654874	0.616588135950602	-0.33551510292383	-0.569736735238124
PZE-101049120	1	195	45.4	0.908375554136567	1	-0.0106051844000313	-0.428512975056898	0.616599755702118	-0.335514908155187	-0.569736722938634
PZE-101044748	1	196	45.5	0.908363237859047	1	-0.0106055574585874	-0.428513014459116	0.616611375683622	-0.335514713389791	-0.569736710639449
PZE-101045606	1	197	45.6	0.797228517868435	1	-0.0159137109617215	-0.428944669321897	0.616622995801979	-0.335067952928704	-0.56961812359537
PZE-101048164	1	198	45.7	0.668188635214946	1	-0.026072334058035	-0.429460039148579	0.616634615964199	-0.334534436329712	-0.569480219833065
PZE-101048115	1	199	45.8	0.536150595353128	1	-0.0447185915131684	-0.430012243324819	0.616646236077635	-0.333964062353563	-0.569332962903782
PZE-101048857	1	200	45.9	0.535726184919318	1	-0.0447967325033605	-0.430009777292481	0.616646237239877	-0.333990396755178	-0.569334800895746
PZE-101046132	1	201	46	0.535278235936101	1	-0.0448795260110484	-0.43000741544846	0.616646237239797	-0.334016666390727	-0.569336614190244
PZE-101049707	1	202	46.1	0.543158775265786	1	-0.0433315728195027	-0.429983558567437	0.616646237240077	-0.334765253058381	-0.569344298885283
PZE-101047925	1	203	46.2	0.5469301050818	1	-0.0425703158795429	-0.429977688110662	0.616646237239957	-0.335557543463571	-0.569347018256408
PZE-101047390	1	204	46.3	0.54637883636213	1	-0.0425879515201738	-0.429989999737085	0.616646237240077	-0.336393846006095	-0.569344459292903
PZE-101048807	1	205	46.5	0.532525479371727	1	-0.0449749299529824	-0.430067818092815	0.616646237240197	-0.338204042377952	-0.569323690962877
PZE-101048629	1	206	46.6	0.53194236242153	1	-0.0449759975683039	-0.430069990318045	0.616646237240237	-0.339296779737494	-0.569324859238549
PZE-101048744	1	207	46.7	0.531328494423711	1	-0.0449770252694046	-0.43007201334542	0.616646237240317	-0.340454673453863	-0.569324024100853
PZE-101047517	1	208	46.8	0.536056752205239	1	-0.0452495427714203	-0.430577349157083	0.616646237240397	-0.341067126148549	-0.542129500138967
PZE-101049395	1	209	46.9	0.539873576518099	1	-0.0456311781137586	-0.431117116937017	0.616646237240317	-0.341691224140676	-0.518487124179228
PZE-101050289	1	210	47	0.542518113421176	1	-0.046119456025533	-0.43166683102399	0.616646237240237	-0.34235961319178	-0.498687498046418
PZE-101049995	1	211	47.1	0.543799797945347	1	-0.0467117530430602	-0.432202412301737	0.616646237240157	-0.343104972147468	-0.482773832017136
PZE-101048890	1	212	47.2	0.664723952071407	1	-0.0467122686974168	-0.442853754070133	0.616646237240157	-0.33886548169016	-0.245727823661475
PZE-101050621	1	213	47.3	0.837187986913655	1	-0.0472614278686576	-0.460319428201049	0.616646237239997	-0.350075076949511	-0.107108758874985
PZE-101054681	1	214	47.4	1.06626436089946	1	-0.0477784412325326	-0.483966152104135	0.616646237240317	-0.361972162193032	-0.041424141733182
PZE-101053919	1	215	47.5	1.05358066663936	1	-0.0484899248503063	-0.482766868533879	0.616646237240237	-0.378569341376423	-0.0414375739344331
PZE-101050073	1	216	47.6	1.04038413019982	1	-0.0493028241382544	-0.481587433154301	0.616646237240157	-0.396345970296075	-0.0414507483223622
PZE-101050744	1	217	47.8	1.01281998970847	1	-0.0512436498757968	-0.479289185195387	0.616646237240357	-0.435343128791473	-0.0414758746990413
PZE-101054136	1	218	47.9	0.998636356684317	1	-0.0523772155846686	-0.478170933695154	0.616646237240477	-0.456473510133813	-0.041487616689198
PZE-101051938	1	219	48	0.984303473261624	1	-0.053623440905725	-0.477073637233804	0.616646237240197	-0.478603146961455	-0.0414986862463883
PZA00192.7	1	220	48.1	0.977690257495563	1	-0.0549960460962026	-0.477097639599713	0.616646237240237	-0.478320831397016	-0.0414960888660607
PZE-101055086	1	221	48.2	0.950827114294449	1	-0.0550810403511464	-0.533513120536551	0.616646237298425	-0.501344286290817	-0.0414495223542067
PZE-101052294	1	222	48.4	0.951418983517568	1	-0.0550834070077134	-0.533530153384091	0.61664618923583	-0.49953366436119	-0.0414494855898435
